step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Who's got a virtual machine and is about to play through an life changing round of TextWorld? You do! Here is your task for today. First of all, pick up the keycard from the floor of the playroom. After that, make an effort to travel east. And then, unlock the hatch within the shower with the keycard. After you have unlocked the hatch, doublecheck that the hatch inside the shower is opened. After pulling open the hatch, go south. Next, open the gate in the bedroom. And then, venture south. Then, make absolutely sure that the portal is opened. Having opened the portal, try to go to the east. And then, make absolutely sure that the door in the dish-pit is opened. And then, head south. If you can manage that, venture east. Okay, and then, go east. After that, pick up the latchkey from the rack. And if you do that, you're the winner!",,Playroom,"You are in a playroom. A normal one.

Oh wow! Is that what I think it is? It is! It's a recliner. But the thing is empty, unfortunately.

There is an exit to the east. Don't worry, it is unblocked.

There is a keycard on the floor.",You are carrying nothing.,0 of 1,0.0,False,
1,,I should take the keycard from the floor of the playroom.,take keycard from floor,,You pick up the keycard from the ground.,Playroom,"You are in a playroom. A normal one.

Oh wow! Is that what I think it is? It is! It's a recliner. But the thing is empty, unfortunately.

There is an exit to the east. Don't worry, it is unblocked.",You are carrying: a keycard.,0 of 1,0.0,False,
2,,I should go east from the playroom.,go east,,"You're now in the shower.



There is a closed hatch leading south. There is an unguarded exit to the west.",Shower,"You're now in the shower.



There is a closed hatch leading south. There is an unguarded exit to the west.",You are carrying: a keycard.,0 of 1,0.0,False,
3,,I should unlock the hatch in the shower using the keycard.,unlock hatch with keycard,,You unlock hatch.,Shower,"You're now in the shower.



There is a closed hatch leading south. There is an unguarded exit to the west.",You are carrying: a keycard.,0 of 1,0.0,False,
4,,I should open the hatch in the shower now that it's unlocked.,open hatch,,You open hatch.,Shower,"You're now in the shower.



There is an open hatch leading south. There is an unguarded exit to the west.",You are carrying: a keycard.,0 of 1,0.0,False,
5,,I should go south through the open hatch.,go south,,"You've just sauntered into a bedroom. You begin to take stock of what's in the room.

You make out a bed. The bed is standard. But oh no! there's nothing on this piece of junk. Oh! Why couldn't there just be stuff on it?

There is an open hatch leading north. There is a closed gate leading south.",Bedroom,"You've just sauntered into a bedroom. You begin to take stock of what's in the room.

You make out a bed. The bed is standard. But oh no! there's nothing on this piece of junk. Oh! Why couldn't there just be stuff on it?

There is an open hatch leading north. There is a closed gate leading south.",You are carrying: a keycard.,0 of 1,0.0,False,
6,,I should open the closed gate in the bedroom.,open gate,,You open gate.,Bedroom,"You've just sauntered into a bedroom. You begin to take stock of what's in the room.

You make out a bed. The bed is standard. But oh no! there's nothing on this piece of junk. Oh! Why couldn't there just be stuff on it?

There is an open hatch leading north. There is an open gate leading south.",You are carrying: a keycard.,0 of 1,0.0,False,
7,,I should go south through the open gate in the bedroom.,go south,,"You find yourself in a bar. An ordinary kind of place. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



There is a closed portal leading east. There is an open gate leading north.",Bar,"You find yourself in a bar. An ordinary kind of place. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



There is a closed portal leading east. There is an open gate leading north.",You are carrying: a keycard.,0 of 1,0.0,False,
8,,I should open the closed portal to the east.,open portal,,You open portal.,Bar,"You find yourself in a bar. An ordinary kind of place. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



There is an open portal leading east. There is an open gate leading north.",You are carrying: a keycard.,0 of 1,0.0,False,
9,,I should go east through the open portal.,go east,,"Well, here we are in the dish-pit.

You see a saucepan. The saucepan is ordinary. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?

There is a closed door leading south. There is an open portal leading west.",Dish-Pit,"Well, here we are in the dish-pit.

You see a saucepan. The saucepan is ordinary. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?

There is a closed door leading south. There is an open portal leading west.",You are carrying: a keycard.,0 of 1,0.0,False,
10,,I should open the closed door in the dish-pit.,open door,,You open door.,Dish-Pit,"Well, here we are in the dish-pit.

You see a saucepan. The saucepan is ordinary. But the thing hasn't got anything on it. What, you think everything in TextWorld should have stuff on it?

There is an open door leading south. There is an open portal leading west.",You are carrying: a keycard.,0 of 1,0.0,False,
11,,I should go south through the open door in the dish-pit.,go south,,"Look at you, bigshot, walking into a recreation zone like it isn't some huge deal. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an open door leading north. There is an unblocked exit to the east. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Recreation Zone,"Look at you, bigshot, walking into a recreation zone like it isn't some huge deal. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an open door leading north. There is an unblocked exit to the east. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying: a keycard.,0 of 1,0.0,False,
12,,I should go east from the recreation zone.,go east,,"You've entered an office.



There is an exit to the east. Don't worry, it is unguarded. There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the west.",Office,"You've entered an office.



There is an exit to the east. Don't worry, it is unguarded. There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the west.",You are carrying: a keycard.,0 of 1,0.0,False,
13,,I should go east from the office.,go east,,"You are in an attic. An ordinary kind of place.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a table. Now why would someone leave that there? Looks like someone's already been here and taken everything off it, though. You move on, clearly angry about TextWorld. You make out a rack. On the rack you can make out a latchkey.

You need an unblocked exit? You should try going north. There is an unblocked exit to the south. There is an exit to the west. Don't worry, it is unguarded.",Attic,"You are in an attic. An ordinary kind of place.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a table. Now why would someone leave that there? Looks like someone's already been here and taken everything off it, though. You move on, clearly angry about TextWorld. You make out a rack. On the rack you can make out a latchkey.

You need an unblocked exit? You should try going north. There is an unblocked exit to the south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying: a keycard.,0 of 1,0.0,False,
14,,I should take the latchkey from the rack in the attic.,take latchkey from rack,,"You take the latchkey from the rack.



Your score has just gone up by one point.


                               *** The End ***

You scored 1 out of a possible 1, in 15 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Attic,"You are in an attic. An ordinary kind of place.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a table. Now why would someone leave that there? Looks like someone's already been here and taken everything off it, though. You move on, clearly angry about TextWorld. You make out a rack. The rack appears to be empty.

You need an unblocked exit? You should try going north. There is an unblocked exit to the south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying: a latchkey and a keycard.,1 of 1,1.0,True,
