agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,alfworld-tw-level-6-10,0,,,,,0,50,92384,1905,94289,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,1,,,,,0,50,97207,1901,99108,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,2,,,,,0,50,98502,2010,100512,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,3,,,,,0,50,98585,1988,100573,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,4,,,,,0,50,104388,2278,106666,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,5,,,,,0,50,93572,1796,95368,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,6,,,,,0,50,103416,2283,105699,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,7,,,,,0,50,98774,2113,100887,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,8,,,,,0,50,93329,2092,95421,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-6-10,9,,,,,0,50,106642,2166,108808,0.0,0.0,
