agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1,alfworld-tw-level-6-10,0,,,,,1,20,21888,613,22501,0.05,4.444246922359006e-05,
react,gpt-4.1,alfworld-tw-level-6-10,1,,,,,0,50,108826,2130,110956,0.0,0.0,
react,gpt-4.1,alfworld-tw-level-6-10,2,,,,,1,30,45130,1075,46205,0.03333333333333333,2.1642679363705225e-05,
react,gpt-4.1,alfworld-tw-level-6-10,3,,,,,0,50,100957,1708,102665,0.0,0.0,
react,gpt-4.1,alfworld-tw-level-6-10,4,,,,,0,50,108981,2036,111017,0.0,0.0,
react,gpt-4.1,alfworld-tw-level-6-10,5,,,,,1,36,62111,1403,63514,0.027777777777777776,1.5744560254432094e-05,
react,gpt-4.1,alfworld-tw-level-6-10,6,,,,,1,22,26270,705,26975,0.045454545454545456,3.707136237256719e-05,
react,gpt-4.1,alfworld-tw-level-6-10,7,,,,,1,17,18287,610,18897,0.058823529411764705,5.291845266444409e-05,
react,gpt-4.1,alfworld-tw-level-6-10,8,,,,,1,16,18056,644,18700,0.0625,5.3475935828877e-05,
react,gpt-4.1,alfworld-tw-level-6-10,9,,,,,1,20,24217,715,24932,0.05,4.010909674314134e-05,
