agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,alfworld-tw-level-1-10,0,,,,,0,50,101748,2061,103809,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,1,,,,,0,50,94490,2109,96599,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,2,,,,,0,50,98664,2131,100795,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,3,,,,,0,50,101446,2153,103599,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,4,,,,,1,43,68383,1547,69930,0.023255813953488372,1.43000143000143e-05,
react,gpt-4.1-mini,alfworld-tw-level-1-10,5,,,,,1,36,54334,1220,55554,0.027777777777777776,1.8000504014112395e-05,
react,gpt-4.1-mini,alfworld-tw-level-1-10,6,,,,,1,34,50700,1251,51951,0.029411764705882353,1.924890762449231e-05,
react,gpt-4.1-mini,alfworld-tw-level-1-10,7,,,,,0,50,100606,2100,102706,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,8,,,,,0,50,96548,1969,98517,0.0,0.0,
react,gpt-4.1-mini,alfworld-tw-level-1-10,9,,,,,0,50,108239,2179,110418,0.0,0.0,
