agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1,alfworld-tw-level-1-10,0,,,,,1,32,45628,922,46550,0.03125,2.1482277121374864e-05,
react,gpt-4.1,alfworld-tw-level-1-10,1,,,,,1,5,3579,156,3735,0.2,0.0002677376171352075,
react,gpt-4.1,alfworld-tw-level-1-10,2,,,,,1,5,3596,160,3756,0.2,0.00026624068157614486,
react,gpt-4.1,alfworld-tw-level-1-10,3,,,,,1,19,21459,530,21989,0.05263157894736842,4.547728409659375e-05,
react,gpt-4.1,alfworld-tw-level-1-10,4,,,,,1,7,5094,207,5301,0.14285714285714285,0.00018864365214110544,
react,gpt-4.1,alfworld-tw-level-1-10,5,,,,,1,12,11943,429,12372,0.08333333333333333,8.082767539605561e-05,
react,gpt-4.1,alfworld-tw-level-1-10,6,,,,,1,37,57526,1164,58690,0.02702702702702703,1.703867779860283e-05,
react,gpt-4.1,alfworld-tw-level-1-10,7,,,,,0,50,97636,1837,99473,0.0,0.0,
react,gpt-4.1,alfworld-tw-level-1-10,8,,,,,1,32,47990,1152,49142,0.03125,2.0349192137072157e-05,
react,gpt-4.1,alfworld-tw-level-1-10,9,,,,,1,35,53437,1256,54693,0.02857142857142857,1.8283875450240432e-05,
