step_id,task,feedback,location,description,inventory,score,reward,is_done,thought,action,error,final_reward
1,,,Study,"You've just shown up in a study. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the south. Don't worry, it is unblocked. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,"Need to follow the sequence. First instruction: attempt to move west. From Study, west exit is available, so go west now.",go west,,0.0
2,,"You arrive in a parlor. An ordinary kind of place. I guess you better just go and list everything you see here. There is an exit to the east. Don't worry, it is unblocked. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",Parlor,"You arrive in a parlor. An ordinary kind of place. I guess you better just go and list everything you see here. There is an exit to the east. Don't worry, it is unblocked. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,Next required move in the sequence is **go west** again (you successfully moved west already and are now in the Parlor with a west exit).,go west,,0.0
3,,"You've entered a shower. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",Shower,"You've entered a shower. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,Next in the required sequence is to go **north** from the shower (north exit is available).,go north,,0.0
4,,"You're now in the steam room. You begin to take stock of what's here. You need an unblocked exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",Steam Room,"You're now in the steam room. You begin to take stock of what's here. You need an unblocked exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,"Next required step in the sequence is to **attempt to travel west** from the Steam Room. The west exit is available, so we should go west now.",go west,,0.0
5,,"You arrive in a bathroom. A standard one. You try to gain information on your surroundings by using a technique you call ""looking."" You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",Bathroom,"You arrive in a bathroom. A standard one. You try to gain information on your surroundings by using a technique you call ""looking."" You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0,0.0,False,Next in the required sequence is to go **south** from the bathroom (south exit is available).,go south,,0.0
6,,"You're now in a cookery. Let's see what's in here. There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Cookery,"You're now in a cookery. Let's see what's in here. There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,Next required step is to **take a trip south** from the Cookery (south exit is available).,go south,,0.0
7,,You've entered a washroom. There is an unblocked exit to the east. There is an unblocked exit to the north. There is an unblocked exit to the south. You need an unguarded exit? You should try going west.,Washroom,You've entered a washroom. There is an unblocked exit to the east. There is an unblocked exit to the north. There is an unblocked exit to the south. You need an unguarded exit? You should try going west.,You are carrying nothing.,0,0.0,False,"Next required step in the sequence is to **attempt to go west** from the washroom. The west exit is available, so go west now.",go west,,0.0
8,,"You arrive in a cubicle. A still kind of place. Okay, just remember what you're here to do, and everything will go great. There is an unblocked exit to the east. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Still Cubicle,"You arrive in a cubicle. A still kind of place. Okay, just remember what you're here to do, and everything will go great. There is an unblocked exit to the east. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,"Next required step is to **venture west** from the still cubicle; the west exit is available, so go west.",go west,,0.0
9,,"You are in a vault. A typical one. There is an exit to the east. Don't worry, it is unguarded. You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",Vault,"You are in a vault. A typical one. There is an exit to the east. Don't worry, it is unguarded. You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",You are carrying nothing.,0,0.0,False,"Next required step is to **make an effort to travel north** from the Vault. The north exit is available, so go north now.",go north,,0.0
10,,"You've just walked into a silent cubicle. There is an exit to the east. Don't worry, it is unguarded. You don't like doors? Why not try going north, that entranceway is unguarded. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",Silent Cubicle,"You've just walked into a silent cubicle. There is an exit to the east. Don't worry, it is unguarded. You don't like doors? Why not try going north, that entranceway is unguarded. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,"Next in the required sequence is to **attempt to go west** from the silent cubicle. The west exit is available, so going west will satisfy that step.",go west,,0.0
