agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
react-v0,gpt-4.1-mini,debug-all-tools-10,10,9.0,1,0,0.9,9.0,30,23862,1195,25057,0.0190895999999999,0.003824,0.0229136,57.93615388870239,0.9,0.3,0.0003591810671668
react-v0,gpt-4.1-mini,debug-finish-1,1,1.0,0,0,1.0,1.0,1,730,18,748,0.000584,5.76e-05,0.0006416,1.636476993560791,1.0,1.0,0.0013368983957219
react-v0,gpt-4.1-mini,debug-finish-1,1,1.0,0,0,1.0,1.0,1,697,22,719,0.0005576,7.04e-05,0.000628,1.7505865097045898,1.0,1.0,0.0013908205841446
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,1.0,0,0,1.0,1.0,8,8830,203,9033,0.007064,0.0006496,0.0077136,13.875216960906982,1.0,0.125,0.0001107051920735
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,1.0,0,0,1.0,1.0,10,12426,258,12684,0.0099408,0.0008256,0.0107663999999999,17.299946308135986,1.0,0.1,7.883948281299275e-05
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,0.2,0,0,0.2,0.2,4,3924,92,4016,0.0031392,0.0002944,0.0034336,6.058948516845703,0.2,0.05,4.9800796812749006e-05
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,0.0,1,1,0.0,0.0,3,2952,51,3003,0.0023616,0.0001632,0.0025248,4.780199527740479,0.0,0.0,0.0
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,0.0,1,1,0.0,0.0,3,2953,54,3007,0.0023624,0.0001728,0.0025352,58.21623635292053,0.0,0.0,0.0
react-v0,gpt-4.1-mini,debug-tw-cooking-1,1,0.0,1,0,0.0,0.0,1,956,16,972,0.0007648,5.12e-05,0.000816,12.922948122024536,0.0,0.0,0.0
react-v0,gpt-4.1-mini,gaia-10,10,5.0,5,0,0.5,5.0,54,157642,4916,162558,0.1261136,0.0157311999999999,0.1418448,142.62523245811462,0.5,0.0925925925925925,3.075825243912942e-05
react-v0,gpt-4.1-mini,gaia-100,100,36.0,64,0,0.36,36.0,686,4676032,68905,4744937,3.7408256,0.220496,3.9613216,3736.604784727097,0.36,0.0524781341107871,7.587034348401254e-06
react-v0,gpt-4.1-mini,gpqa-diamond-10,10,6.0,4,0,0.6,6.0,14,14667,1765,16432,0.0117336,0.005648,0.0173816,28.331148862838745,0.6,0.4285714285714285,0.0003651411879259
react-v0,gpt-4.1-mini,gpqa-diamond-100,100,55.0,45,0,0.55,55.0,211,313413,28422,341835,0.2507303999999999,0.0909503999999999,0.3416808,755.4771931171417,0.55,0.2606635071090047,0.0001608963388769
react-v0,gpt-4.1-mini,hle-10,10,0.0,10,0,0.0,0.0,16,17137,2133,19270,0.0137096,0.0068256,0.0205352,40.53903293609619,0.0,0.0,0.0
react-v0,gpt-4.1-mini,hle-100,100,7.0,93,0,0.07,7.0,239,637864,42694,680558,0.5102912000000001,0.1366208,0.6469120000000002,803.7943127155304,0.07,0.0292887029288702,1.028567734124057e-05
react-v0,gpt-4.1-mini,mmlu-pro-10,10,7.0,3,0,0.7,7.0,18,17139,1769,18908,0.0137112,0.0056608,0.019372,33.10015416145325,0.7,0.3888888888888889,0.000370213666173
react-v0,gpt-4.1-mini,mmlu-pro-100,100,69.0,31,1,0.69,69.0,218,275243,21741,296984,0.2201944,0.0695712,0.2897656,407.61715745925903,0.69,0.3165137614678899,0.0002323357487272
react-v0,gpt-4.1-mini,simple-qa-10,10,8.0,2,0,0.8,8.0,44,346297,3134,349431,0.2770376,0.0100288,0.2870664,683.0203518867493,0.8,0.1818181818181818,2.2894362549401743e-05
react-v0,gpt-4.1-mini,simple-qa-100,100,80.0,20,0,0.8,80.0,378,1720757,25605,1746362,1.3766056000000002,0.081936,1.4585415999999998,1401.4514076709747,0.8,0.2116402116402116,4.58095171562368e-05
react-v0,gpt-4.1-mini,tw-coin-1,1,1.0,0,0,1.0,1.0,1,795,21,816,0.0006360000000000001,6.72e-05,0.0007032000000000001,17.267618656158447,1.0,1.0,0.0012254901960784314
react-v0,gpt-4.1-mini,tw-coin-10,10,8.0,2,0,0.8,8.0,104,149447,2197,151644,0.1195576,0.0070303999999999,0.126588,141.2286925315857,0.8,0.0769230769230769,5.275513703146844e-05
react-v0,gpt-4.1-mini,tw-coin-100,100,49.0,51,0,0.49,49.0,1502,2567490,32879,2600369,2.053992,0.1052128,2.1592048000000004,2259.8836846351624,0.49,0.0326231691078561,1.8843479521560208e-05
react-v0,gpt-4.1-mini,tw-cooking-10,10,4.456741787624141,0,0,0.4456741787624141,4.456741787624141,312,779340,9338,788678,0.6234720000000001,0.0298816,0.6533536000000002,581.8035187721252,0.4456741787624141,0.0142844288064876,5.650901619703023e-06
react-v0,gpt-4.1-mini,tw-cooking-100,100,43.99024064171124,3,5,0.4399024064171123,43.99024064171124,4906,15018075,144350,15162425,12.01446,0.4619200000000001,12.47638,10522.336658239365,0.4399024064171123,0.0089666205955383,2.9012668251754742e-06
react-v0,gpt-4.1-mini,tw-simple-10,10,9.8,0,0,0.98,9.8,113,157731,2458,160189,0.1261848,0.0078656,0.1340504,163.10574388504028,0.98,0.0867256637168141,6.117773380194645e-05
react-v0,gpt-4.1-mini,tw-simple-100,100,100.0,0,0,1.0,100.0,1129,1551128,23309,1574437,1.2409024,0.0745888,1.3154912,1638.8128418922424,1.0,0.0885739592559787,6.351476750101782e-05
react-v0,gpt-4.1-mini,tw-treasure-10,10,6.0,4,0,0.6,6.0,404,1858046,8803,1866849,1.4864368,0.0281696,1.5146064,1184.4930713176727,0.6,0.0148514851485148,3.213971778113816e-06
react-v0,gpt-4.1-mini,tw-treasure-100,100,71.0,29,0,0.71,71.0,3433,15079077,78965,15158042,12.0632616,0.252688,12.315949599999998,9924.161952257156,0.71,0.0206816195747159,4.683982271588903e-06
react-v1,gpt-4.1-mini,debug-all-tools-10,10,2.0,8,0,0.2,2.0,41,38878,2057,40935,0.0311024,0.0065823999999999,0.0376848,75.71552443504333,0.2,0.048780487804878,4.885794552339074e-05
react-v1,gpt-4.1-mini,debug-all-tools-10,10,9.0,1,1,0.9,9.0,19,18637,1146,19783,0.0149096,0.0036672,0.0185768,39.98391246795654,0.9,0.4736842105263157,0.0004549360562098
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,20,17966,1080,19046,0.0143728,0.003456,0.0178288,35.94267153739929,1.0,0.5,0.0005250446287934
react-v1,gpt-4.1-mini,debug-finish-1,1,1.0,0,0,1.0,1.0,1,801,28,829,0.0006408,8.960000000000001e-05,0.0007304,1.6487374305725098,1.0,1.0,0.0012062726176115
react-v1,gpt-4.1-mini,debug-tw-cooking-1,1,0.4,0,0,0.4,0.4,20,26584,840,27424,0.0212672,0.002688,0.0239552,39.69941687583923,0.4,0.02,1.4585764294049007e-05
react-v1,gpt-4.1-mini,debug-tw-cooking-1,1,0.2,0,0,0.2,0.2,7,7658,318,7976,0.0061264,0.0010176,0.007144,14.08322024345398,0.2,0.0285714285714285,2.507522567703109e-05
react-v1,gpt-4.1-mini,gaia-10,10,4.0,6,0,0.4,4.0,63,142180,8192,150372,0.113744,0.0262144,0.1399584,192.3837103843689,0.4,0.0634920634920634,2.660069693825978e-05
react-v1,gpt-4.1-mini,gaia-100,100,36.0,64,0,0.36,36.0,721,1712305,88023,1800328,1.369844,0.2816735999999999,1.6515175999999998,2227.3084902763367,0.36,0.0499306518723994,1.999635621953333e-05
react-v1,gpt-4.1-mini,gpqa-diamond-10,10,6.0,4,0,0.6,6.0,21,25263,2959,28222,0.0202104,0.0094688,0.0296792,46.36945414543152,0.6,0.2857142857142857,0.0002126000992133
react-v1,gpt-4.1-mini,gpqa-diamond-100,100,57.0,43,0,0.57,57.0,214,304336,40689,345025,0.2434688,0.1302047999999999,0.3736736,1633.0510034561155,0.57,0.2663551401869158,0.0001652054198971
react-v1,gpt-4.1-mini,hle-10,10,0.0,10,0,0.0,0.0,16,18835,3329,22164,0.015068,0.0106528,0.0257208,49.63036394119263,0.0,0.0,0.0
react-v1,gpt-4.1-mini,hle-100,100,10.0,90,0,0.1,10.0,302,612723,62634,675357,0.4901784,0.2004288,0.6906071999999999,1711.0849163532257,0.1,0.0331125827814569,1.480698356572894e-05
react-v1,gpt-4.1-mini,mmlu-pro-10,10,8.0,2,0,0.8,8.0,18,18933,1657,20590,0.0151464,0.0053024,0.0204488,27.307491302490234,0.8,0.4444444444444444,0.0003885381253035
react-v1,gpt-4.1-mini,mmlu-pro-100,100,76.0,24,0,0.76,76.0,180,211033,22310,233343,0.1688264,0.071392,0.2402184,393.0105421543121,0.76,0.4222222222222222,0.0003257007923957
react-v1,gpt-4.1-mini,simple-qa-10,10,10.0,0,0,1.0,10.0,50,126715,4623,131338,0.101372,0.0147936,0.1161656,648.6214401721954,1.0,0.2,7.613942651783946e-05
react-v1,gpt-4.1-mini,simple-qa-100,100,82.0,18,0,0.82,82.0,390,800626,35148,835774,0.6405008,0.1124736,0.7529744,2153.6331462860107,0.82,0.2102564102564102,9.81126476774822e-05
