agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
truncate-0,gpt-4.1-mini,tw-treasure-3,1,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First stop, make an effort to move south. Once you get around to doing that, go south. Then, pick up the sandwich from the floor of the study. And once you've done that, you win!",True,1.0,3,20,3,3919,55,3974,0.0031352,0.00017600000000000002,0.0033112,1763800952.5532265,,0.8108623027801514,0.3333333333333333,0.0002516356316054353,,1763800956.3640888
truncate-0,gpt-4.1-mini,tw-treasure-3,2,"Who's got a virtual machine and is about to play through an fast paced round of TextWorld? You do! First of all, go north. And then, go to the east. And then, pick-up the cushion from the floor of the bedroom. And once you've done that, you win!",True,1.0,3,20,3,4090,56,4146,0.003272,0.00017920000000000002,0.0034512,1763800957.596254,,-0.9202308654785156,0.3333333333333333,0.000241196333815726,,1763800959.6760232
truncate-0,gpt-4.1-mini,tw-treasure-3,3,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First stop, attempt to head west. Then, move north. Following that, pick up the passkey from the stand within the closet. Got that? Good!",False,0.0,20,20,3,26090,375,26465,0.020872,0.0012000000000000001,0.022072,1763800961.004581,,9.443866491317749,0.0,0.0,,1763800990.4484475
truncate-0,gpt-4.1-mini,tw-treasure-3,4,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First of all, travel south. And then, go to the south. After that, take the keycard from the bed within the lounge. That's it!",True,1.0,3,20,3,4001,53,4054,0.0032008,0.0001696,0.0033704,1763800991.7205846,,0.613086462020874,0.3333333333333333,0.000246669955599408,,1763800995.333671
truncate-0,gpt-4.1-mini,tw-treasure-3,5,"Welcome to TextWorld! First of all, you could, like, take a trip west. Okay, and then, make an effort to take a trip south. After that, lift the keycard from the floor of the kitchenette. Got that? Good!",False,0.0,20,20,3,25601,397,25998,0.0204808,0.0012704,0.021751200000000002,1763800996.6635122,,10.975183725357056,0.0,0.0,,1763801027.638696
truncate-0,gpt-4.1-mini,tw-treasure-3,6,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! First, it would be great if you could go to the north. With that done, attempt to travel north. Following that, retrieve the key from the board in the shower. Once that's all handled, you can stop!",True,1.0,3,20,3,3978,55,4033,0.0031824,0.00017600000000000002,0.0033584,1763801028.9380822,,1.6578490734100342,0.3333333333333333,0.0002479543763947434,,1763801033.5959313
truncate-0,gpt-4.1-mini,tw-treasure-3,7,"Welcome to TextWorld! Here is how to play! First, it would be great if you could go to the west. Then, make an effort to go north. After that, pick-up the vacuum from the floor of the washroom. And if you do that, you're the winner!",False,0.0,20,20,3,25879,391,26270,0.0207032,0.0012512,0.021954400000000002,1763801034.8483732,,9.510805606842041,0.0,0.0,,1763801064.3591788
truncate-0,gpt-4.1-mini,tw-treasure-3,8,"Welcome to TextWorld! First of all, assure that the portal is wide open. Once you have pulled open the portal, make an effort to go to the west. And then, pick up the nest of shrimp from the chair in the cubicle. That's it!",True,1.0,10,20,3,12872,340,13212,0.0102976,0.0010880000000000002,0.011385600000000001,1763801065.7613351,,7.27342963218689,0.1,7.568876778686043e-05,,1763801083.0347648
truncate-0,gpt-4.1-mini,tw-treasure-3,9,"You are now playing a life changing game of TextWorld! First off, head west. After that, go to the north. Then, pick up the latchkey from the floor of the recreation zone. That's it!",False,0.0,20,20,3,25677,385,26062,0.0205416,0.001232,0.0217736,1763801084.3063004,,8.561429262161255,0.0,0.0,,1763801112.8677297
truncate-0,gpt-4.1-mini,tw-treasure-3,10,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! First off, if it's not too much trouble, I need you to take a trip west. That done, venture north. And then, pick-up the fondue from the floor of the studio. And if you do that, you're the winner!",False,0.0,20,20,3,25583,336,25919,0.020466400000000003,0.0010752,0.0215416,1763801114.0598996,,11.525486469268799,0.0,0.0,,1763801145.585386
truncate-0,gpt-4.1-mini,tw-treasure-3,11,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! First off, make an effort to head south. Then, try to take a trip east. With that accomplished, go north. That done, attempt to take a trip east. That done, take the cauliflower from the couch within the playroom. And once you've done that, you win!",False,0.0,20,20,5,26969,361,27330,0.021575200000000003,0.0011552,0.0227304,1763801146.8185709,,10.590719223022461,0.0,0.0,,1763801177.40929
truncate-0,gpt-4.1-mini,tw-treasure-3,12,"You are now playing a fast paced game of TextWorld! Your first objective is to make an effort to go to the south. Then, try to venture south. After that, make an effort to go to the south. And then, make an effort to travel west. And then, recover the passkey from the floor of the cubicle. Once that's all handled, you can stop!",False,0.0,20,20,5,26057,405,26462,0.020845600000000002,0.001296,0.0221416,1763801178.6725464,,11.196408748626709,0.0,0.0,,1763801209.8689551
truncate-0,gpt-4.1-mini,tw-treasure-3,13,"Welcome to TextWorld! First of all, head south. Then, take a trip east. If you can do that, make an attempt to move north. And then, make an effort to head east. After that, lift the passkey from the floor of the chamber. Once that's all handled, you can stop!",False,0.0,20,20,5,25346,373,25719,0.0202768,0.0011936000000000002,0.0214704,1763801211.1310458,,20.80476689338684,0.0,0.0,,1763801251.9358127
truncate-0,gpt-4.1-mini,tw-treasure-3,14,"Welcome to TextWorld! Here is your task for today. First stop, make an attempt to travel north. That done, attempt to move north. And then, try to venture north. With that done, make an effort to go west. Then, lift the butterfly from the floor of the vault. Got that? Good!",True,1.0,8,20,5,10534,208,10742,0.008427200000000001,0.0006656,0.009092800000000002,1763801253.2103393,,3.6042072772979736,0.125,9.30925339787749e-05,,1763801264.8145466
truncate-0,gpt-4.1-mini,tw-treasure-3,15,"Welcome to TextWorld! Here is your task for today. First step, attempt to head south. And then, try to take a trip south. Then, attempt to venture south. Then, move east. And then, pick up the shadfly from the floor of the cellar. Alright, thanks!",False,0.0,20,20,5,26499,376,26875,0.0211992,0.0012032,0.022402400000000003,1763801266.0631516,,20.391361951828003,0.0,0.0,,1763801306.4545135
truncate-0,gpt-4.1-mini,tw-treasure-3,16,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First, it would be great if you could make an effort to head west. And then, make an effort to take a trip north. And then, move east. Next, go east. Okay, and then, recover the loaf of bread from the floor of the attic. And once you've done that, you win!",False,0.0,20,20,5,26601,382,26983,0.021280800000000002,0.0012224000000000002,0.0225032,1763801307.6965544,,7.116953611373901,0.0,0.0,,1763801334.813508
truncate-0,gpt-4.1-mini,tw-treasure-3,17,"Who's got a virtual machine and is about to play through an fast paced round of TextWorld? You do! Here is your task for today. First thing I need you to do is to travel south. Following that, attempt to head south. With that accomplished, make an effort to take a trip south. Following that, venture west. Once you manage that, retrieve the sandwich from the bowl. Once that's all handled, you can stop!",False,0.0,20,20,5,27061,376,27437,0.021648800000000003,0.0012032,0.022852000000000004,1763801336.0488222,,10.539440393447876,0.0,0.0,,1763801366.5882626
truncate-0,gpt-4.1-mini,tw-treasure-3,18,"Who's got a virtual machine and is about to play through an fast paced round of TextWorld? You do! Here is your task for today. First thing I need you to do is to move east. Then, move east. And then, attempt to travel east. With that done, take a trip north. And then, lift the latchkey from the floor of the canteen. Got that? Good!",False,0.0,20,20,5,25622,812,26434,0.0204976,0.0025984000000000003,0.023096000000000002,1763801368.0037637,,13.748105764389038,0.0,0.0,,1763801401.7518694
truncate-0,gpt-4.1-mini,tw-treasure-3,19,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Your first objective is to try to travel east. That done, move east. Then, make an effort to move south. Following that, attempt to venture south. Next, recover the burger from the floor of the vault. Got that? Good!",False,0.0,20,20,5,26494,492,26986,0.0211952,0.0015744,0.0227696,1763801403.0293303,,14.252397298812866,0.0,0.0,,1763801437.2817276
truncate-0,gpt-4.1-mini,tw-treasure-3,20,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First thing I need you to do is to ensure that the passageway inside the bedchamber is open. And then, make an effort to take a trip south. With that over with, venture south. And then, travel east. Then, pick-up the passkey from the floor of the laundromat. Once that's all handled, you can stop!",False,0.0,20,20,5,26520,983,27503,0.021216,0.0031456,0.024361599999999997,1763801438.6330824,,19.500497579574585,0.0,0.0,,1763801478.13358
truncate-0,gpt-4.1-mini,tw-treasure-3,21,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is your task for today. First, it would be fantastic if you could make an attempt to go to the west. With that over with, attempt to head north. Okay, and then, make an attempt to move west. Next, travel north. After that, move north. And then, go east. And then, retrieve the peanut from the floor of the bedroom. Got that? Good!",False,0.0,20,20,7,26873,562,27435,0.0214984,0.0017984000000000001,0.0232968,1763801479.4363987,,11.231346607208252,0.0,0.0,,1763801510.6677454
truncate-0,gpt-4.1-mini,tw-treasure-3,22,"Welcome to another profound session of TextWorld! Here is how to play! First off, if it's not too much trouble, I need you to head west. Then, open the gateway. And then, venture north. Once you accomplish that, make an effort to head west. Next, make sure that the hatch within the cookery is opened. After opening the hatch, take a trip north. After that, pick-up the legume from the floor of the bedroom. And if you do that, you're the winner!",True,1.0,8,20,7,10835,151,10986,0.008668,0.00048320000000000004,0.0091512,1763801511.9486852,,3.785900115966797,0.125,9.102494083378845e-05,,1763801523.7345853
truncate-0,gpt-4.1-mini,tw-treasure-3,23,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First stop, try to go to the west. And then, make an attempt to move south. And then, try to venture west. That done, go to the north. And then, try to head north. Following that, ensure that the box is open. And then, recover the latchkey from the box within the workshop. Alright, thanks!",False,0.0,20,20,7,26152,479,26631,0.020921600000000002,0.0015328,0.022454400000000003,1763801525.0153224,,13.438676834106445,0.0,0.0,,1763801558.4539993
truncate-0,gpt-4.1-mini,tw-treasure-3,24,"Welcome to another life changing episode of TextWorld! Here is how to play! First step, make an attempt to venture west. Once you get through with that, recover the key from the floor of the garage. After taking the key, assure that the gateway is unlocked. Having unlocked the gateway, open the gateway. After that, travel west. With that over with, make an attempt to move north. And then, pick up the latchkey from the floor of the workshop. That's it!",True,1.0,8,20,7,10686,167,10853,0.0085488,0.0005344,0.0090832,1763801559.734499,,3.0952858924865723,0.125,9.214042200313278e-05,,1763801570.8297849
truncate-0,gpt-4.1-mini,tw-treasure-3,25,"It's time to explore the amazing world of TextWorld! Here is how to play! Your first objective is to move south. Following that, take a trip east. After that, attempt to go north. Then, go to the east. Then, make an attempt to move south. With that over with, attempt to travel south. That done, pick up the Comic Strip Calendar from the floor of the office. Alright, thanks!",False,0.0,20,20,7,26129,426,26555,0.0209032,0.0013632000000000002,0.0222664,1763801572.0890577,,9.85369873046875,0.0,0.0,,1763801601.9427564
truncate-0,gpt-4.1-mini,tw-treasure-3,26,"It's time to explore the amazing world of TextWorld! Here is how to play! First stop, go west. And then, try to go south. Then, head south. That done, make an effort to go to the south. After that, make an effort to travel south. And then, make an effort to take a trip east. Then, recover the gummy bear from the desk inside the lounge. Got that? Good!",False,0.0,20,20,7,25637,411,26048,0.020509600000000003,0.0013152,0.021824800000000002,1763801603.2734642,,7.099815845489502,0.0,0.0,,1763801630.37328
