agent_name,model_name,eval_name,top_k,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Art,,20,"""Ken Noda was invited to perform at the White House by President Ronald Reagan and First Lady Nancy Reagan before the age of 11.""",0.0,6,4092,442,4534,0.0032736,0.0014144000000000001,0.004688,1758311242.5376244,,16.371071338653564,0.0,0.0,,0,Answer the following question:,At what age was Ken Noda invited by President Ronald Reagan and First Lady Nancy Reagan to perform at the White House?,1758311258.9086957
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Art,,Knoedler,"""Knoedler""",1.0,2,884,137,1021,0.0007072000000000001,0.00043840000000000003,0.0011456,1758311259.91562,,4.228771448135376,0.5,0.0009794319294809011,,1,Answer the following question:,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",1758311264.1443915
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Music,,Anna Bruun Tordenskjold,"""The mother's name of composer Sigrid Ingeborg Henriette Wienecke is not readily available in common online sources.""",0.0,8,6596,487,7083,0.005276800000000001,0.0015584000000000001,0.006835200000000001,1758311265.1540613,,18.2113618850708,0.0,0.0,,2,Answer the following question:,What was composer Sigrid Ingeborg Henriette Wienecke's mother's name?,1758311283.3654232
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Geography,,"77,482.49","""77000""",1.0,13,16716,985,17701,0.013372800000000002,0.0031520000000000003,0.016524800000000003,1758311284.371716,,34.44816303253174,0.07692307692307693,5.6493983390768884e-05,,3,Answer the following question:,What is the forest cover area of Madhya Pradesh in square kilometers according to the India State of Forest Report 2019?,1758311318.819879
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,TV shows,,Alison Garrs,"""Tommy Lee Royce""",0.0,3,1489,180,1669,0.0011912000000000001,0.000576,0.0017672,1758311319.842137,,7.563413143157959,0.0,0.0,,4,Answer the following question:,Who kills Daryl Garrs in Happy Valley?,1758311327.4055502
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,165,"""165th district""",1.0,8,7091,585,7676,0.0056728,0.0018720000000000002,0.007544800000000001,1758311328.4290462,,20.5788893699646,0.125,0.00013027618551328816,,5,Answer the following question:,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,1758311349.0079355
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Science and technology,,1843,"""1843""",1.0,2,855,107,962,0.000684,0.00034240000000000003,0.0010264,1758311350.015438,,3.8897337913513184,0.5,0.0010395010395010396,,6,Answer the following question:,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1758311353.9051719
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Music,,1946.,"""1945""",0.0,7,5324,363,5687,0.0042592,0.0011616,0.0054208,1758311354.920417,,14.924718856811523,0.0,0.0,,7,Answer the following question:,In what year was American music producer George Avakian discharged from the U.S. Army?,1758311369.845136
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Art,,the Slade School of Art ,"""Slade School of Art""",1.0,2,810,90,900,0.000648,0.000288,0.000936,1758311370.8558807,,3.9623279571533203,0.5,0.0011111111111111111,,8,Answer the following question:,From what school did Phyllida Barlow graduate in 1966?,1758311374.8182087
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,TV shows,,Peters,"""Peters""",1.0,2,884,129,1013,0.0007072000000000001,0.0004128,0.0011200000000000001,1758311375.8251898,,4.6158599853515625,0.5,0.0009871668311944718,,9,Answer the following question:,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",1758311380.4410498
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Art,,Second Empire style,"""Second Empire""",1.0,2,814,75,889,0.0006512000000000001,0.00023999999999999998,0.0008912000000000001,1758311381.450859,,3.4307632446289062,0.5,0.0011248593925759281,,10,Answer the following question:,"What is the architectural style of the Odd Fellows Hall building in Eureka, California?",1758311384.8816223
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,September 1989,"""February 1986""",0.0,4,2431,279,2710,0.0019448,0.0008928,0.0028376,1758311385.8875449,,9.244451761245728,0.0,0.0,,11,Answer the following question:,"In what month and year was Nikolai Talyzin dismissed from Nikolai Ryzhkov's government, along with many other conservatives, during the period of perestroika?",1758311395.1319966
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,13 May 2004,"""May 13, 2004""",1.0,7,4906,416,5322,0.0039248,0.0013312,0.005256,1758311396.1402688,,16.255505800247192,0.14285714285714285,0.00018789928598271326,,12,Answer the following question:,"What day, month, and year was David Crombie appointed an Officer of the Order of Canada?",1758311412.3957746
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Geography,,Ahmedabad,"""Ahmedabad""",1.0,2,859,106,965,0.0006872,0.0003392,0.0010264,1758311413.4032996,,4.558972358703613,0.5,0.0010362694300518134,,13,Answer the following question:,In which city in India is the flyover bridge named after Sam Manekshaw?,1758311417.962272
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Music,,12,"""1""",0.0,6,5006,460,5466,0.0040048,0.0014720000000000002,0.0054768,1758311418.971996,,16.872356176376343,0.0,0.0,,14,Answer the following question:,"What total number of newly discovered pieces of music by Maddalena Casulana were played for the first time in 400 years on March 8, 2022, as part of BBC Radio 3's programming for International Women's Day?",1758311435.8443522
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Science and technology,,Garfield,"""Garfield""",1.0,2,814,80,894,0.0006512000000000001,0.00025600000000000004,0.0009072000000000002,1758311436.8514504,,3.7736904621124268,0.5,0.0011185682326621924,,15,Answer the following question:,What is the surname of the individual who won the Herman Skolnik Award in 1977?,1758311440.625141
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Geography,,1586,"""1600""",1.0,9,7859,524,8383,0.0062872,0.0016768000000000002,0.007964,1758311441.633402,,21.074836015701294,0.1111111111111111,0.00011928903733746869,,16,Answer the following question:,"What year was the municipality of Cómbita, Boyacá, Colombia, founded?",1758311462.7082381
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Other,,September 2022,"""September 2022""",1.0,2,891,119,1010,0.0007128,0.00038080000000000004,0.0010936000000000001,1758311463.719382,,4.226696491241455,0.5,0.0009900990099009901,,17,Answer the following question:,"In which month and year was Hakyung Lee, the mother of the children whose bodies were found in a suitcase in New Zealand, arrested in South Korea?",1758311467.9460785
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Other,,"154,965",,0.0,20,35539,1426,36965,0.028431200000000004,0.0045632,0.03299440000000001,1758311468.9539812,,53.04580092430115,0.0,0.0,,18,Answer the following question:,"As of 31 March 2017, how many post offices does the Indian Postal Service have?",1758311521.999782
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Sports,,57,"""Isco was given a yellow card around the 30th minute, plus or minus one minute, in the 2014 Champions League semi-final between Real Madrid and Bayern Munich.""",0.0,6,4585,461,5046,0.003668,0.0014752,0.0051432,1758311523.0105891,,16.85436773300171,0.0,0.0,,19,Answer the following question:,"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?",1758311539.8649569
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,1985,"""The exact year John B. Mortimer was appointed a Judge of the High Court of Hong Kong is not available from the provided sources.""",0.0,8,6670,532,7202,0.0053360000000000005,0.0017024000000000002,0.0070384,1758311540.8720233,,19.233207941055298,0.0,0.0,,20,Answer the following question:,In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,1758311560.1052313
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,Cornelius Holmboe,"""Cornelius Holmboe""",1.0,10,9872,669,10541,0.007897600000000001,0.0021408,0.010038400000000001,1758311561.1144545,,25.667187690734863,0.1,9.48676596148373e-05,,21,Answer the following question:,Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,1758311586.7816422
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,TV shows,,Arnold,"""Arnold""",1.0,2,795,64,859,0.0006360000000000001,0.0002048,0.0008408000000000001,1758311587.7926219,,3.5532801151275635,0.5,0.0011641443538998836,,22,Answer the following question:,"On The Flintstones, what is the name of the character that delivers newspapers?",1758311591.345902
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Music,,F Major,"""G major""",0.0,2,851,102,953,0.0006808000000000001,0.0003264,0.0010072000000000002,1758311592.3540866,,3.6398093700408936,0.0,0.0,,23,Answer the following question:,"In what key was ""I Offer My Life"" by Don Moen composed?",1758311595.993896
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Sports,,16 February 1994,"""16 February 1994""",1.0,4,2333,222,2555,0.0018664,0.0007104,0.0025768,1758311597.009554,,8.370294094085693,0.25,0.0003913894324853229,,24,Answer the following question:,"What day, month, and year was Eyþór Ingólfsson Melsteð born?",1758311605.379848
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,28 August 1901.,"""The exact date when George John Sandys was promoted to Lieutenant is not readily available from the sources searched.""",0.0,10,9858,565,10423,0.0078864,0.001808,0.0096944,1758311606.3866313,,23.580272912979126,0.0,0.0,,25,Answer the following question:,"On what date (month, day, year) was politician George John Sandys promoted to Lieutenant?",1758311629.9669042
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Science and technology,,September 2015.,"""September 2015""",1.0,2,872,112,984,0.0006976,0.00035840000000000004,0.001056,1758311630.9827065,,3.9902262687683105,0.5,0.0010162601626016261,,26,Answer the following question:,What were the month and year when Telegram announced that the app had 60 million active users and delivered 12 billion daily messages?,1758311634.9729328
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Other,, Dr. Lorne Warneke,"""Dr. Lorne Warneke""",1.0,2,856,113,969,0.0006848000000000001,0.0003616,0.0010464,1758311635.9796674,,4.365195274353027,0.5,0.0010319917440660474,,27,Answer the following question:,Who opened the first gender clinic in Canada at the Grey Nuns Community Hospital in 1996?,1758311640.3448627
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Other,,19 of July of 2023,"""19 July 2023""",1.0,2,841,113,954,0.0006728,0.0003616,0.0010344,1758311641.3544536,,4.112077951431274,0.5,0.0010482180293501049,,28,Answer the following question:,"What day, month, and year did the Christchurch, New Zealand, real estate agent Yanfei Bao go missing?",1758311645.4665315
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Other,,"May 26, 2011","""May 2011""",1.0,3,1487,198,1685,0.0011896,0.0006336,0.0018232,1758311646.4737349,,7.739992618560791,0.3333333333333333,0.0005934718100890207,,29,Answer the following question:,"On what day, month, and year did the Canadian Centre for Inquiry's Think Again! TV document one of Popoff's performances in Toronto?",1758311654.2137275
react-k1,gpt-4.1-mini,simple-qa-1000,1,0,Politics,,August 2011,"""August 2011""",1.0,6,4305,340,4645,0.003444,0.0010880000000000002,0.0045320000000000004,1758311655.2217462,,14.074737071990967,0.16666666666666666,0.00021528525296017224,,30,Answer the following question:,"What month and year did Anna Paola Concia, an Italian politician and LGBT rights activist, marry her wife, Ricarda Trautmann, in Frankfurt?",1758311669.2964833
