agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
react-v0,gpt-4.1-mini,tw-curriculum-1-1,1,1.0,0,0,1.0,1.0,5,5645,152,5797,0.004516,0.0004864,0.0050024,9.230549573898315,1.0,0.2,0.0001725030188028
react-v0,gpt-4.1-mini,tw-curriculum-1-10,1,0.4,0,0,0.4,0.4,9,10390,216,10606,0.008312,0.0006912,0.0090032,13.706014633178713,0.4,0.0444444444444444,3.771450122572129e-05
react-v0,gpt-4.1-mini,tw-curriculum-1-11,1,0.2,0,0,0.2,0.2,5,5007,127,5134,0.0040056,0.0004064,0.004412,8.597909450531006,0.2,0.04,3.895597974289054e-05
react-v0,gpt-4.1-mini,tw-curriculum-1-2,1,1.0,0,0,1.0,1.0,6,6369,154,6523,0.0050952,0.0004928,0.005588,8.556843757629395,1.0,0.1666666666666666,0.000153303694619
react-v0,gpt-4.1-mini,tw-curriculum-1-3,1,1.0,0,0,1.0,1.0,4,4055,121,4176,0.003244,0.0003872,0.0036312,6.537660837173462,1.0,0.25,0.0002394636015325
react-v0,gpt-4.1-mini,tw-curriculum-1-4,1,0.75,0,0,0.75,0.75,6,6451,143,6594,0.0051608,0.0004576,0.0056184,10.1725172996521,0.75,0.125,0.0001137397634212
react-v0,gpt-4.1-mini,tw-curriculum-1-5,1,1.0,0,0,1.0,1.0,5,5391,137,5528,0.0043128,0.0004384,0.0047512,6.813892364501953,1.0,0.2,0.0001808972503617
react-v0,gpt-4.1-mini,tw-curriculum-1-6,1,1.0,0,0,1.0,1.0,8,8820,228,9048,0.007056,0.0007296,0.0077856,14.659505844116213,1.0,0.125,0.0001105216622458
react-v0,gpt-4.1-mini,tw-curriculum-1-7,1,0.4,0,0,0.4,0.4,5,5118,117,5235,0.0040944,0.0003744,0.0044688,8.553584575653076,0.4,0.08,7.640878701050621e-05
react-v0,gpt-4.1-mini,tw-curriculum-1-8,1,0.4,0,0,0.4,0.4,5,5120,120,5240,0.004096,0.000384,0.00448,6.641167402267456,0.4,0.08,7.633587786259542e-05
react-v0,gpt-4.1-mini,tw-curriculum-1-9,1,1.0,0,0,1.0,1.0,12,16143,341,16484,0.0129144,0.0010912,0.0140056,21.726726531982425,1.0,0.0833333333333333,6.066488716330988e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-1,1,1.0,0,0,1.0,1.0,5,5732,160,5892,0.0045856,0.000512,0.0050976,8.772774934768677,1.0,0.2,0.0001697216564833
react-v0,gpt-4.1-mini,tw-curriculum-2-10,1,1.0,0,0,1.0,1.0,25,44525,809,45334,0.03562,0.0025888,0.0382088,50.39279985427856,1.0,0.04,2.205849913971853e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-11,1,0.25,0,0,0.25,0.25,40,97620,1080,98700,0.078096,0.003456,0.081552,109.13794445991516,0.25,0.00625,2.5329280648429584e-06
react-v0,gpt-4.1-mini,tw-curriculum-2-12,1,0.75,0,0,0.75,0.75,40,101780,1095,102875,0.081424,0.003504,0.084928,77.13789749145508,0.75,0.01875,7.290400972053463e-06
react-v0,gpt-4.1-mini,tw-curriculum-2-2,1,1.0,0,0,1.0,1.0,4,4147,106,4253,0.0033176,0.0003392,0.0036568,5.155071258544922,1.0,0.25,0.0002351281448389
react-v0,gpt-4.1-mini,tw-curriculum-2-3,1,1.0,0,0,1.0,1.0,6,6604,198,6802,0.0052832,0.0006336,0.0059168,10.249355792999268,1.0,0.1666666666666666,0.0001470155836518
react-v0,gpt-4.1-mini,tw-curriculum-2-4,1,1.0,0,0,1.0,1.0,12,15569,389,15958,0.0124552,0.0012448,0.0137,20.55848288536072,1.0,0.0833333333333333,6.266449429753102e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-5,1,1.0,0,0,1.0,1.0,14,18116,380,18496,0.0144928,0.001216,0.0157088,23.69383764266968,1.0,0.0714285714285714,5.406574394463668e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-6,1,1.0,0,0,1.0,1.0,16,21277,391,21668,0.0170216,0.0012512,0.0182728,28.74756622314453,1.0,0.0625,4.61510060919328e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-7,1,0.6666666666666666,0,0,0.6666666666666666,0.6666666666666666,11,12952,300,13252,0.0103616,0.0009599999999999,0.0113216,19.19419860839844,0.6666666666666666,0.0606060606060606,5.030687191870409e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-8,1,0.875,0,0,0.875,0.875,27,42823,731,43554,0.0342584,0.0023392,0.0365976,49.93609166145325,0.875,0.0324074074074074,2.009000321440052e-05
react-v0,gpt-4.1-mini,tw-curriculum-2-9,1,0.375,0,0,0.375,0.375,40,75697,1283,76980,0.0605576,0.0041056,0.0646632,80.14672470092773,0.375,0.009375,4.871395167575994e-06
react-v0,gpt-4.1-mini,tw-curriculum-3-1,1,1.0,0,0,1.0,1.0,5,5589,146,5735,0.0044712,0.0004672,0.0049384,10.062619924545288,1.0,0.2,0.0001743679163034
react-v0,gpt-4.1-mini,tw-curriculum-3-10,1,0.8181818181818182,0,0,0.8181818181818182,0.8181818181818182,60,177273,2313,179586,0.1418183999999999,0.0074016,0.14922,150.691969871521,0.8181818181818182,0.0136363636363636,4.555933191795676e-06
react-v0,gpt-4.1-mini,tw-curriculum-3-11,1,0.2727272727272727,0,0,0.2727272727272727,0.2727272727272727,60,191003,1969,192972,0.1528024,0.0063008,0.1591032,144.37363362312317,0.2727272727272727,0.0045454545454545,1.4132997156440972e-06
react-v0,gpt-4.1-mini,tw-curriculum-3-12,1,0.2727272727272727,0,0,0.2727272727272727,0.2727272727272727,60,204763,1768,206531,0.1638104,0.0056576,0.169468,147.91954946517944,0.2727272727272727,0.0045454545454545,1.3205149480091256e-06
react-v0,gpt-4.1-mini,tw-curriculum-3-13,1,0.3636363636363636,0,0,0.3636363636363636,0.3636363636363636,42,123280,1215,124495,0.098624,0.003888,0.102512,92.48862957954408,0.3636363636363636,0.0086580086580086,2.9208913099832413e-06
react-v0,gpt-4.1-mini,tw-curriculum-3-2,1,1.0,0,0,1.0,1.0,13,17794,381,18175,0.0142352,0.0012192,0.0154544,23.391234874725345,1.0,0.0769230769230769,5.502063273727648e-05
react-v0,gpt-4.1-mini,tw-curriculum-3-3,1,1.0,0,0,1.0,1.0,12,15061,374,15435,0.0120488,0.0011968,0.0132456,22.45521187782288,1.0,0.0833333333333333,6.47878198898607e-05
react-v0,gpt-4.1-mini,tw-curriculum-3-4,1,1.0,0,0,1.0,1.0,7,7931,210,8141,0.0063448,0.000672,0.0070168,14.35062313079834,1.0,0.1428571428571428,0.0001228350325512
react-v0,gpt-4.1-mini,tw-curriculum-3-5,1,1.0,0,0,1.0,1.0,10,11718,293,12011,0.0093744,0.0009376,0.010312,18.933475732803345,1.0,0.1,8.32570144034635e-05
react-v0,gpt-4.1-mini,tw-curriculum-3-6,1,0.5,0,0,0.5,0.5,7,8205,201,8406,0.006564,0.0006432,0.0072072,13.19925045967102,0.5,0.0714285714285714,5.948132286462051e-05
react-v0,gpt-4.1-mini,tw-curriculum-3-7,1,0.625,0,0,0.625,0.625,60,167467,3004,170471,0.1339736,0.0096128,0.1435864,149.96200466156006,0.625,0.0104166666666666,3.666312745276323e-06
