agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
v0-baseline,gpt-4.1-mini,tw-coin-1,100,17,0,0,0.17,17.0,6486,49877655,136292,50013947,39.90212400000001,0.4361344,40.33825840000001,10580.223076343536,0.17,0.0026210299105766,3.3990518684718085e-07
v0-baseline,gpt-4.1-mini,tw-coin-2,100,13,0,0,0.13,13.0,6586,54005506,131361,54136867,43.204404800000006,0.4203552,43.62476,13338.365090847015,0.13,0.0019738839963559,2.40132108125134e-07
v0-baseline,gpt-4.1-mini,tw-coin-3,100,15,0,0,0.15,15.0,6621,57269843,132787,57402630,45.815874400000006,0.4249184,46.24079280000001,12469.725268125534,0.15,0.002265518803806,2.613120688024225e-07
v0-baseline,gpt-4.1-mini,tw-cooking-1,100,78,0,0,0.78,86.20000000000002,693,1480217,17936,1498153,1.1841736000000005,0.0573952,1.2415688,443.0751233100891,0.8620000000000002,0.1243867243867244,5.7537514526219965e-05
v0-baseline,gpt-4.1-mini,tw-cooking-2,100,22,0,0,0.22,58.7550920484744,2752,14915399,75493,14990892,11.9323192,0.2415776,12.1738968,4616.019793748856,0.587550920484744,0.0213499607734281,3.919385987736714e-06
v0-baseline,gpt-4.1-mini,tw-cooking-3,100,2,0,0,0.02,37.967011419952605,3559,25628033,100955,25728988,20.502426400000004,0.3230559999999999,20.8254824,10785.218903541563,0.379670114199526,0.0106678874458984,1.4756511767953176e-06
v0-baseline,gpt-4.1-mini,tw-simple-1,100,53,0,0,0.53,73.85595238095237,1606,4613950,39951,4653901,3.69116,0.1278432,3.8190032,1947.8030400276184,0.7385595238095237,0.0459875170491608,1.5869687039099538e-05
v0-baseline,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,297,389645,6191,395836,0.311716,0.0198111999999999,0.3315272000000001,109.86715245246889,0.99,0.3333333333333333,0.0002501035782495
v0-baseline,gpt-4.1-mini,tw-treasure-2,100,97,0,0,0.97,97.0,649,1208981,13144,1222125,0.9671848,0.0420608,1.0092456,462.3919813632965,0.97,0.1494607087827426,7.936994988237701e-05
v0-baseline,gpt-4.1-mini,tw-treasure-3,100,85,0,0,0.85,85.0,1180,3124263,24262,3148525,2.499410400000001,0.0776384,2.5770488,1540.7078607082367,0.85,0.0720338983050847,2.699676832802661e-05
v0-baseline,gpt-5-mini,tw-coin-1,100,19,0,0,0.19,19.0,6577,51730434,5050759,56781193,12.9326085,10.101518000000002,23.0341265,74334.79306149483,0.19,0.0028888551011099,3.346178372828483e-07
v0-baseline,gpt-5-mini,tw-coin-2,100,19,0,0,0.19,19.0,6587,56860864,5024209,61885073,14.215216,10.048418,24.263634000000003,59126.8429851532,0.19,0.002884469409442842,3.0702072533710994e-07
v0-baseline,gpt-5-mini,tw-coin-3,100,16,0,0,0.16,16.0,6380,58294961,5029678,63324639,14.573740249999998,10.059355999999998,24.63309625,75518.85335206985,0.16,0.0025078369905956,2.526662647062228e-07
v0-baseline,gpt-5-mini,tw-cooking-1,100,91,0,0,0.91,95.0,606,1145793,163893,1309686,0.2864482499999999,0.3277859999999999,0.6142342500000002,2431.5614421367645,0.95,0.1567656765676567,7.253647057386274e-05
v0-baseline,gpt-5-mini,tw-cooking-2,100,85,0,0,0.85,91.5262895601131,2635,12647839,1431252,14079091,3.1619597499999994,2.8625040000000004,6.024463750000001,20443.6271045208,0.9152628956011308,0.034734834747671,6.500866395430863e-06
v0-baseline,gpt-5-mini,tw-cooking-3,100,53,0,0,0.53,74.20269069166126,4811,40302799,2875948,43178747,10.075699750000002,5.751896,15.82759575,44304.90477013588,0.7420269069166125,0.0154235482626608,1.718500323588854e-06
v0-baseline,gpt-5-mini,tw-simple-1,100,53,0,0,0.53,74.44880952380953,1587,4459376,366464,4825840,1.114844,0.7329279999999999,1.847772,5949.163244009018,0.7444880952380953,0.046911663216011,1.5427119325093565e-05
v0-baseline,gpt-5-mini,tw-treasure-1,100,100,0,0,1.0,100.0,300,394121,63058,457179,0.0985302499999999,0.1261159999999999,0.22464625,930.4057111740112,1.0,0.3333333333333333,0.0002187327064453
v0-baseline,gpt-5-mini,tw-treasure-2,100,93,0,0,0.93,93.0,633,1165773,152092,1317865,0.2914432499999999,0.304184,0.59562725,2367.6607387065887,0.93,0.1469194312796208,7.056868495634985e-05
v0-baseline,gpt-5-mini,tw-treasure-3,100,82,0,0,0.82,82.0,1210,3341950,482640,3824590,0.8354875,0.96528,1.8007675000000003,8249.93167090416,0.82,0.0677685950413223,2.144020666267496e-05
