step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Bathroom,"You've just shown up in a bathroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a toilet. The toilet is white. But the thing is empty.

You don't like doors? Why not try going north, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
1,,I should go north to leave the bathroom and find the kitchen where the cookbook might be.,go north,,"You arrive in a corridor. A typical one.



You need an exit without a door? You should try going south. There is an exit to the west.",Corridor,"You arrive in a corridor. A typical one.



You need an exit without a door? You should try going south. There is an exit to the west.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
2,,I should go west to explore the exit and possibly find the kitchen or the cookbook.,go west,,"Well, here we are in the bedroom.

You scan the room, seeing a bed. The bed is large. But there isn't a thing on it. What, you think everything in TextWorld should have stuff on it?

There is an exit to the east. You need an exit without a door? You should try going north.",Bedroom,"Well, here we are in the bedroom.

You scan the room, seeing a bed. The bed is large. But there isn't a thing on it. What, you think everything in TextWorld should have stuff on it?

There is an exit to the east. You need an exit without a door? You should try going north.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
3,,I should go north from the bedroom to explore further and try to find the kitchen or the cookbook.,go north,,"Well, here we are in a livingroom. The room is well lit.

You see a sofa. The sofa is comfy. Unfortunately, there isn't a thing on it.

There is an exit to the north. Don't worry, there is no door. There is an exit to the south. Don't worry, there is no door.",Livingroom,"Well, here we are in a livingroom. The room is well lit.

You see a sofa. The sofa is comfy. Unfortunately, there isn't a thing on it.

There is an exit to the north. Don't worry, there is no door. There is an exit to the south. Don't worry, there is no door.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
4,,I should go north from the livingroom to continue exploring and try to find the kitchen or the cookbook.,go north,,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a red hot pepper, a banana, a raw purple potato, a red apple, a raw yellow potato, a raw red potato, a cookbook and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.",Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a red hot pepper, a banana, a raw purple potato, a red apple, a raw yellow potato, a raw red potato, a cookbook and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
5,,I should take the cookbook from the counter to check the recipe for cooking a delicious meal.,take cookbook from counter,,You take the cookbook from the counter.,Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a red hot pepper, a banana, a raw purple potato, a red apple, a raw yellow potato, a raw red potato and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.",You are carrying: a cookbook and a raw pork chop.,0 of 17,0.0,False,
6,,I should examine the cookbook to find the recipe for cooking a delicious meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
banana
  white onion
  orange bell pepper
  red hot pepper
  block of cheese

Directions:
slice the banana
  fry the banana
  chop the white onion
  roast the white onion
  slice the orange bell pepper
  roast the orange bell pepper
  slice the red hot pepper
  fry the red hot pepper
  chop the block of cheese
  roast the block of cheese
  prepare meal",Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a red hot pepper, a banana, a raw purple potato, a red apple, a raw yellow potato, a raw red potato and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.",You are carrying: a cookbook and a raw pork chop.,0 of 17,0.0,False,
7,,I should take the banana and the red hot pepper from the counter as they are needed for the recipe.,take banana from counter,,"You take the banana from the counter.



Your score has just gone up by one point.",Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a red hot pepper, a raw purple potato, a red apple, a raw yellow potato, a raw red potato and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.","You are carrying: a banana, a cookbook and a raw pork chop.",1 of 17,0.058823529411764705,False,
8,,I should take the red hot pepper from the counter as it is also needed for the recipe.,take red hot pepper from counter,,"You take the red hot pepper from the counter.



Your score has just gone up by one point.",Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a raw purple potato, a red apple, a raw yellow potato, a raw red potato and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.","You are carrying: a red hot pepper, a banana, a cookbook and a raw pork chop.",2 of 17,0.11764705882352941,False,
9,,I should slice the banana as the first step in the recipe.,slice banana with knife,,You need to take the knife first.,Kitchen,"You've just walked into a kitchen. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You can make out a fridge. You make out an oven. You can't wait to tell the folks at home about this! You can make out a table. But the thing is empty, unfortunately. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. The counter is vast. On the counter you can make out a raw purple potato, a red apple, a raw yellow potato, a raw red potato and a knife. What's that over there? It looks like it's a stove. However, the stove, like an empty stove, has nothing on it.

There is a closed plain door leading north. You need an exit without a door? You should try going south.","You are carrying: a red hot pepper, a banana, a cookbook and a raw pork chop.",2 of 17,0.11764705882352941,False,
