step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Welcome to TextWorld! Here is how to play! First step, open the antique trunk. Then, recover the old key from the antique trunk. After that, check that the wooden door inside the bedroom is unlocked with the old key. And then, open the wooden door within the bedroom. Then, go east. And then, make an effort to go south. Then, pick up the half of a bag of chips from the couch within the living room. Then, try to head north. And then, rest the half of a bag of chips on the stove. And if you do that, you're the winner!",,Bedroom,"You've entered a bedroom.

You can make out a closed chest drawer. You make out a closed antique trunk nearby. You can make out a king-size bed. You shudder, but continue examining the king-size bed. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the king-size bed! oh well.

There is a closed wooden door leading east.",You are carrying nothing.,0 of 3,0.0,False,
1,,,open antique trunk,,"You open the antique trunk, revealing an old key.",Bedroom,"You've entered a bedroom.

You can make out a closed chest drawer. You make out an opened antique trunk nearby. The antique trunk contains an old key. You can make out a king-size bed. You shudder, but continue examining the king-size bed. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the king-size bed! oh well.

There is a closed wooden door leading east.",You are carrying nothing.,0 of 3,0.0,False,
2,,,take old key from antique trunk,,You take the old key from the antique trunk.,Bedroom,"You've entered a bedroom.

You can make out a closed chest drawer. You make out an opened antique trunk nearby. The antique trunk is empty! What a waste of a day! You can make out a king-size bed. You shudder, but continue examining the king-size bed. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the king-size bed! oh well.

There is a closed wooden door leading east.",You are carrying: an old key.,0 of 3,0.0,False,
3,,,unlock wooden door with old key,,You unlock wooden door.,Bedroom,"You've entered a bedroom.

You can make out a closed chest drawer. You make out an opened antique trunk nearby. The antique trunk is empty! What a waste of a day! You can make out a king-size bed. You shudder, but continue examining the king-size bed. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the king-size bed! oh well.

There is a closed wooden door leading east.",You are carrying: an old key.,0 of 3,0.0,False,
4,,,open wooden door,,You open wooden door.,Bedroom,"You've entered a bedroom.

You can make out a closed chest drawer. You make out an opened antique trunk nearby. The antique trunk is empty! What a waste of a day! You can make out a king-size bed. You shudder, but continue examining the king-size bed. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the king-size bed! oh well.

There is an open wooden door leading east.",You are carrying: an old key.,0 of 3,0.0,False,
5,,,go east,,"You find yourself in a kitchen.

You can see a closed refrigerator. You can see a counter. The counter is usual. But the thing is empty. You see a stove. You wonder idly who left that here. Looks like someone's already been here and taken everything off it, though. You scan the room for a kitchen island, and you find a kitchen island. On the kitchen island you can see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen.

You can see a closed refrigerator. You can see a counter. The counter is usual. But the thing is empty. You see a stove. You wonder idly who left that here. Looks like someone's already been here and taken everything off it, though. You scan the room for a kitchen island, and you find a kitchen island. On the kitchen island you can see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: an old key.,1 of 3,0.3333333333333333,False,
6,,,go south,,"I just think it's awesome that you're in a living room now.

If you haven't noticed it already, there seems to be something there by the wall, it's a couch. The couch is normal. On the couch you see a half of a bag of chips. You can see a low table. The low table is standard. On the low table you can see a remote. Hmmm... what else, what else? You rest your hand against a wall, but you miss the wall and fall onto a tv. The tv is standard. But oh no! there's nothing on this piece of junk. What's the point of an empty tv?

You don't like doors? Why not try going north, that entranceway is unguarded.",Living Room,"I just think it's awesome that you're in a living room now.

If you haven't noticed it already, there seems to be something there by the wall, it's a couch. The couch is normal. On the couch you see a half of a bag of chips. You can see a low table. The low table is standard. On the low table you can see a remote. Hmmm... what else, what else? You rest your hand against a wall, but you miss the wall and fall onto a tv. The tv is standard. But oh no! there's nothing on this piece of junk. What's the point of an empty tv?

You don't like doors? Why not try going north, that entranceway is unguarded.",You are carrying: an old key.,1 of 3,0.3333333333333333,False,
7,,,take half of a bag of chips from couch,,"You take the half of a bag of chips from the couch.



Your score has just gone up by one point.",Living Room,"I just think it's awesome that you're in a living room now.

If you haven't noticed it already, there seems to be something there by the wall, it's a couch. The couch is normal. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can see a low table. The low table is standard. On the low table you can see a remote. Hmmm... what else, what else? You rest your hand against a wall, but you miss the wall and fall onto a tv. The tv is standard. But oh no! there's nothing on this piece of junk. What's the point of an empty tv?

You don't like doors? Why not try going north, that entranceway is unguarded.",You are carrying: a half of a bag of chips and an old key.,2 of 3,0.6666666666666666,False,
8,,,go north,,"You find yourself in a kitchen.

You can see a closed refrigerator. You can see a counter. The counter is usual. But the thing is empty. You see a stove. You wonder idly who left that here. Looks like someone's already been here and taken everything off it, though. You scan the room for a kitchen island, and you find a kitchen island. On the kitchen island you can see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",Kitchen,"You find yourself in a kitchen.

You can see a closed refrigerator. You can see a counter. The counter is usual. But the thing is empty. You see a stove. You wonder idly who left that here. Looks like someone's already been here and taken everything off it, though. You scan the room for a kitchen island, and you find a kitchen island. On the kitchen island you can see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: a half of a bag of chips and an old key.,2 of 3,0.6666666666666666,False,
9,,,put half of a bag of chips on stove,,"You put the half of a bag of chips on the stove.


Your score has just gone up by one point.


                               *** The End ***

You scored 3 out of a possible 3, in 10 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Kitchen,"You find yourself in a kitchen.

You can see a closed refrigerator. You can see a counter. The counter is usual. But the thing is empty. You see a stove. You wonder idly who left that here. On the stove you can make out a half of a bag of chips. You scan the room for a kitchen island, and you find a kitchen island. On the kitchen island you can see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: an old key.,3 of 3,1.0,True,
