agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
baseline-10,gpt-4.1-mini,tw-coin-1,10,2,0,0,0.2,2.0,706,1981459,15444,1996903,1.5851672000000003,0.0494208,1.6345880000000002,558.4845066070557,0.2,0.0028328611898017,1.001550901571083e-06
baseline-10,gpt-4.1-mini,tw-coin-2,10,1,0,0,0.1,1.0,710,2055741,15822,2071563,1.6445928,0.0506304,1.6952232,1078.5927271842957,0.1,0.0014084507042253,4.827272933528935e-07
baseline-10,gpt-4.1-mini,tw-coin-3,10,1,0,0,0.1,1.0,710,2109262,15481,2124743,1.6874095999999998,0.0495392,1.7369488000000002,1083.0808351039886,0.1,0.0014084507042253,4.706451556729449e-07
baseline-10,gpt-4.1-mini,tw-cooking-1,10,8,0,0,0.8,8.8,70,160203,1847,162050,0.1281624,0.0059104,0.1340728,75.91640067100525,0.8800000000000001,0.1257142857142857,5.43042270904042e-05
baseline-10,gpt-4.1-mini,tw-cooking-2,10,1,0,0,0.1,5.565670114199526,261,717269,7132,724401,0.5738152,0.0228224,0.5966376000000002,268.93486499786377,0.5565670114199526,0.0213244065678142,7.683134222895228e-06
baseline-10,gpt-4.1-mini,tw-cooking-3,10,0,0,0,0.0,3.9936974789915967,414,1236259,12132,1248391,0.9890072,0.0388224,1.0278296,587.1861519813538,0.3993697478991597,0.0096466122680956,3.1990758336062955e-06
baseline-10,gpt-4.1-mini,tw-simple-1,10,4,0,0,0.4,5.725,169,422676,4505,427181,0.3381408,0.014416,0.3525568,133.49040985107422,0.5725,0.0338757396449704,1.3401813282894135e-05
baseline-10,gpt-4.1-mini,tw-treasure-1,10,10,0,0,1.0,10.0,31,52513,686,53199,0.0420104,0.0021952,0.0442056,16.513153076171875,1.0,0.3225806451612903,0.0001879734581477
baseline-10,gpt-4.1-mini,tw-treasure-2,10,10,0,0,1.0,10.0,67,140054,1552,141606,0.1120432,0.0049664,0.1170096,54.19554328918457,1.0,0.1492537313432835,7.06184766182224e-05
baseline-10,gpt-4.1-mini,tw-treasure-3,10,7,0,0,0.7,7.0,135,327224,2662,329886,0.2617792,0.0085184,0.2702976,84.21539449691772,0.7,0.0518518518518518,2.121945156811747e-05
reflection-v1,gpt-4.1-mini,tw-coin-1,10,2,0,0,0.2,2.0,705,2181434,25634,2207068,1.7451472000000003,0.0820288,1.8271760000000004,851.8388409614563,0.2,0.0028368794326241,9.06179601172234e-07
reflection-v1,gpt-4.1-mini,tw-coin-2,10,1,0,0,0.1,1.0,710,2252262,26472,2278734,1.8018096,0.0847104,1.88652,1083.9504344463348,0.1,0.0014084507042253,4.388401630027902e-07
