agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
actor-only,gpt-5.2,tw-coin-1,10,3,7,0,0.3,3.0,686,1914843,4103,1918946,3.3509752500000003,0.0574419999999999,3.4084172500000003,2714.0747804641724,0.3,0.0043731778425655,1.563358218522043e-06
actor-only,gpt-5.2,tw-coin-2,10,1,9,0,0.1,1.0,711,2043797,4228,2048025,3.57664475,0.0591919999999999,3.63583675,3367.142516374588,0.1,0.0014064697609001,4.882752896082811e-07
actor-only,gpt-5.2,tw-coin-3,10,1,9,0,0.1,1.0,711,2079813,4197,2084010,3.63967275,0.058758,3.69843075,1889.564606189728,0.1,0.0014064697609001,4.798441466211774e-07
actor-only,gpt-5.2,tw-cooking-1,10,10,0,0,1.0,10.0,67,151500,479,151979,0.265125,0.006706,0.271831,111.00823497772215,1.0,0.1492537313432835,6.579856427532751e-05
actor-only,gpt-5.2,tw-cooking-2,10,6,4,0,0.6,7.014705882352941,323,882655,2668,885323,1.5446462499999998,0.0373519999999999,1.5819982499999998,803.7960703372955,0.7014705882352941,0.0217173556729193,7.92332954453114e-06
actor-only,gpt-5.2,tw-cooking-3,10,3,7,0,0.3,5.103991596638656,582,1691826,4252,1696078,2.9606955,0.059528,3.0202235,1615.685745716095,0.5103991596638655,0.0087697450114066,3.0092906084735816e-06
actor-only,gpt-5.2,tw-simple-1,10,10,0,0,1.0,10.0,113,282180,837,283017,0.493815,0.011718,0.505533,218.30315160751343,1.0,0.0884955752212389,3.533356653487246e-05
actor-only,gpt-5.2,tw-treasure-1,10,10,0,0,1.0,10.0,40,70634,240,70874,0.1236095,0.00336,0.1269695,55.68406987190247,1.0,0.25,0.0001410954651917
actor-only,gpt-5.2,tw-treasure-2,10,10,0,0,1.0,10.0,64,131182,384,131566,0.2295684999999999,0.005376,0.2349444999999999,90.70063853263856,1.0,0.15625,7.600747913594697e-05
actor-only,gpt-5.2,tw-treasure-3,10,10,0,0,1.0,10.0,124,299559,808,300367,0.52422825,0.011312,0.53554025,239.95677280426025,1.0,0.0806451612903225,3.329260537941918e-05
baseline-100,gpt-5.2,tw-coin-1,10,7,3,0,0.7,7.0,647,1822282,14034,1836316,3.1889935,0.196476,3.3854695,1588.4429206848145,0.7,0.0108191653786707,3.811980073146452e-06
baseline-100,gpt-5.2,tw-coin-2,10,3,7,0,0.3,3.0,675,1993061,16911,2009972,3.48785675,0.236754,3.72461075,1855.759756565094,0.3,0.0044444444444444,1.4925581052870388e-06
baseline-100,gpt-5.2,tw-coin-3,10,3,7,0,0.3,3.0,685,2068207,16093,2084300,3.61936225,0.225302,3.84466425,1859.5704488754272,0.3,0.0043795620437956,1.4393321498824546e-06
baseline-100,gpt-5.2,tw-cooking-1,10,10,0,0,1.0,10.0,56,121581,1476,123057,0.21276675,0.020664,0.23343075,83.5903332233429,1.0,0.1785714285714285,8.126315447313034e-05
baseline-100,gpt-5.2,tw-cooking-2,10,5,5,0,0.5,7.674773755656108,252,696316,7442,703758,1.2185530000000002,0.104188,1.322741,1421.1765294075012,0.7674773755656108,0.0304554514113337,1.0905416003308109e-05
baseline-100,gpt-5.2,tw-cooking-3,10,1,9,0,0.1,5.067226890756303,485,1417322,14423,1431745,2.4803135000000003,0.201922,2.6822355,3643.596035718918,0.5067226890756303,0.0104478904964047,3.539196498507977e-06
baseline-100,gpt-5.2,tw-simple-1,10,10,0,0,1.0,10.0,104,255224,2450,257674,0.4466419999999999,0.0343,0.480942,204.83351302146912,1.0,0.0961538461538461,3.880872730659671e-05
baseline-100,gpt-5.2,tw-treasure-1,10,10,0,0,1.0,10.0,30,50440,683,51123,0.0882699999999999,0.009562,0.0978319999999999,32.146098136901855,1.0,0.3333333333333333,0.0001956066740997
baseline-100,gpt-5.2,tw-treasure-2,10,10,0,0,1.0,10.0,54,106947,1191,108138,0.18715725,0.016674,0.20383125,66.88143754005432,1.0,0.1851851851851851,9.24744308198783e-05
baseline-100,gpt-5.2,tw-treasure-3,10,9,1,0,0.9,9.0,117,282104,2584,284688,0.493682,0.036176,0.529858,219.08821845054624,0.9,0.0769230769230769,3.161355589276682e-05
modular-v1,gpt-5.2,tw-coin-1,10,6,4,0,0.6,6.0,628,3872373,33390,3905763,6.77665275,0.46746,7.244112750000001,10659.977395296097,0.6,0.0095541401273885,1.53619152006919e-06
modular-v1,gpt-5.2,tw-coin-2,10,4,6,0,0.4,4.0,687,4370073,37516,4407589,7.647627749999999,0.525224,8.17285175,10942.18002462387,0.4,0.0058224163027656,9.075256336287254e-07
modular-v1,gpt-5.2,tw-coin-3,10,3,7,0,0.3,3.0,692,4532798,38893,4571691,7.932396499999999,0.544502,8.476898499999999,10368.703241586683,0.3,0.0043352601156069,6.562123293109705e-07
modular-v1,gpt-5.2,tw-cooking-1,10,10,0,0,1.0,10.0,66,323318,2999,326317,0.5658065,0.0419859999999999,0.6077925,801.257898569107,1.0,0.1515151515151515,3.064504760708146e-05
modular-v1,gpt-5.2,tw-cooking-2,10,6,4,0,0.6,7.529532967032967,237,1428636,14033,1442669,2.500113,0.196462,2.696575,3420.31964635849,0.7529532967032967,0.0317701812954977,5.219168753908878e-06
