step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Welcome to another fast paced session of TextWorld! Here is your task for today. First, it would be good if you could try to go south. Okay, and then, travel south. Then, try to venture south. Following that, make an effort to go to the south. And then, make an attempt to go south. Okay, and then, take a trip south. And then, attempt to move south. Then, make an effort to venture west. Okay, and then, go south. With that over with, go west. Then, venture north. That done, travel west. If you can manage that, go north. Next, try to venture east. After that, go to the south. Okay, and then, make an effort to travel east. Then, take a trip south. If you can finish that, head west. Then, venture west. Then, head north. Then, recover the coin from the floor of the spare room. And once you've done that, you win!",,Kitchen,"You are in a kitchen. A typical one. Let's see what's in here.



You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
1,,,go south,,"You are in a bathroom. An ordinary kind of place. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. There is an unblocked exit to the south.",Bathroom,"You are in a bathroom. An ordinary kind of place. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. There is an unblocked exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
2,,,go south,,"You arrive in a chamber. A typical kind of place.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",Chamber,"You arrive in a chamber. A typical kind of place.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
3,,,go south,,"You've just walked into a lounge. Okay, just remember what you're here to do, and everything will go great.



There is an unguarded exit to the east. You need an unguarded exit? You should try going north. There is an unblocked exit to the south.",Lounge,"You've just walked into a lounge. Okay, just remember what you're here to do, and everything will go great.



There is an unguarded exit to the east. You need an unguarded exit? You should try going north. There is an unblocked exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
4,,,go south,,"You find yourself in a kitchenette. An ordinary kind of place.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an unguarded exit to the south. There is an exit to the west. Don't worry, it is unblocked.",Kitchenette,"You find yourself in a kitchenette. An ordinary kind of place.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an unguarded exit to the south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
5,,,go south,,"You find yourself in a basement. A normal kind of place.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unblocked.",Basement,"You find yourself in a basement. A normal kind of place.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,,,go south,,"Well, here we are in the playroom. You decide to start listing off everything you see in the room, as if you were in a text adventure.



You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Playroom,"Well, here we are in the playroom. You decide to start listing off everything you see in the room, as if you were in a text adventure.



You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,,,go south,,"You're now in a stuffed cellar.



There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. You need an unblocked exit? You should try going west.",Stuffed Cellar,"You're now in a stuffed cellar.



There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
8,,,go west,,"You arrive in a laundry place. A standard one.



There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked.",Laundry Place,"You arrive in a laundry place. A standard one.



There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
9,,,go south,,"You find yourself in an attic. An ordinary kind of place.



There is an unblocked exit to the east. There is an unblocked exit to the north. There is an exit to the west. Don't worry, it is unguarded.",Attic,"You find yourself in an attic. An ordinary kind of place.



There is an unblocked exit to the east. There is an unblocked exit to the north. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
10,,,go west,,"You have stumbled into a cookhouse. Not the cookhouse you'd expect. No, this is a cookhouse.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Cookhouse,"You have stumbled into a cookhouse. Not the cookhouse you'd expect. No, this is a cookhouse.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
11,,,go north,,"Ah, the shower. This is some kind of shower, really great typical vibes in this place, a wonderful typical atmosphere. And now, well, you're in it.



There is an unguarded exit to the north. You need an unguarded exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unguarded.",Shower,"Ah, the shower. This is some kind of shower, really great typical vibes in this place, a wonderful typical atmosphere. And now, well, you're in it.



There is an unguarded exit to the north. You need an unguarded exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
12,,,go west,,"You find yourself in a garage. A typical one.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",Garage,"You find yourself in a garage. A typical one.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
13,,,go north,,"You are in a bedchamber. A normal kind of place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",Bedchamber,"You are in a bedchamber. A normal kind of place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
14,,,go east,,"This might come as a shock to you, but you've just entered a bedroom.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",Bedroom,"This might come as a shock to you, but you've just entered a bedroom.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
15,,,go south,,"You are in a canteen. An ordinary kind of place. You can barely contain your excitement.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.",Canteen,"You are in a canteen. An ordinary kind of place. You can barely contain your excitement.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
16,,,go east,,"You are in a salon. An ordinary kind of place.



You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. There is an exit to the west. Don't worry, it is unblocked.",Salon,"You are in a salon. An ordinary kind of place.



You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
17,,,go south,,"You find yourself in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the north. You need an unguarded exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",Pantry,"You find yourself in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the north. You need an unguarded exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
18,,,go west,,"You find yourself in a laundromat. An usual kind of place.



There is an unguarded exit to the east. You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",Laundromat,"You find yourself in a laundromat. An usual kind of place.



There is an unguarded exit to the east. You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
19,,,go west,,"You find yourself in a cellar. A standard one.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded.",Cellar,"You find yourself in a cellar. A standard one.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
20,,,go north,,"You arrive in a spare room. An ordinary kind of place.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded.

There is a coin on the floor.",Spare Room,"You arrive in a spare room. An ordinary kind of place.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded.

There is a coin on the floor.",You are carrying nothing.,0 of 1,0.0,False,
21,,,take coin,,"You pick up the coin from the ground.



Your score has just gone up by one point.


                               *** The End ***

You scored 1 out of a possible 1, in 22 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Spare Room,"You arrive in a spare room. An ordinary kind of place.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying: a coin.,1 of 1,1.0,True,
