agent_name,model_name,eval_name,chunk_size,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Art,,20,"""20 years old""",1.0,3,4772,197,4969,0.0038176000000000004,0.0006304,0.0044480000000000006,1758649489.5885556,,16.397533416748047,0.3333333333333333,0.0002012477359629704,,0,Answer the following question:,At what age was Ken Noda invited by President Ronald Reagan and First Lady Nancy Reagan to perform at the White House?,1758649505.986089
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Art,,Knoedler,"""Duveen Brothers""",0.0,5,10492,452,10944,0.0083936,0.0014464,0.00984,1758649507.0021727,,16.00306010246277,0.0,0.0,,1,Answer the following question:,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",1758649523.0052328
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Music,,Anna Bruun Tordenskjold,"""Anna Bruun Tordenskjold""",1.0,3,5064,208,5272,0.0040512000000000005,0.0006656,0.0047168,1758649524.0190907,,9.557302713394165,0.3333333333333333,0.00018968133535660092,,2,Answer the following question:,What was composer Sigrid Ingeborg Henriette Wienecke's mother's name?,1758649533.5763934
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Geography,,"77,482.49","""77,482 square kilometers""",0.0,15,161029,1573,162602,0.1288232,0.0050336,0.1338568,1758649534.5875342,,89.64683628082275,0.0,0.0,,3,Answer the following question:,What is the forest cover area of Madhya Pradesh in square kilometers according to the India State of Forest Report 2019?,1758649624.2343705
react-c11,gpt-4.1-mini,simple-qa-100,11,0,TV shows,,Alison Garrs,"""Alison Garrs kills Daryl Garrs in Happy Valley.""",0.0,4,7688,320,8008,0.0061504,0.0010240000000000002,0.007174400000000001,1758649625.2526567,,12.90976619720459,0.0,0.0,,4,Answer the following question:,Who kills Daryl Garrs in Happy Valley?,1758649638.162423
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Politics,,165,"""165th district""",1.0,6,8564,449,9013,0.006851200000000001,0.0014368000000000002,0.008288,1758649639.1747944,,16.72556734085083,0.16666666666666666,0.00011095084877399312,,5,Answer the following question:,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,1758649655.9003618
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Science and technology,,1843,"""Augustus De Morgan published the article 'Trochoidal Curve' in the Penny Cyclopaedia between 1833 and 1843.""",0.0,12,53820,1083,54903,0.043056000000000004,0.0034656,0.0465216,1758649656.9130716,,41.18627691268921,0.0,0.0,,6,Answer the following question:,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1758649698.0993485
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Music,,1946.,"""1944""",0.0,12,139494,923,140417,0.1115952,0.0029536000000000002,0.1145488,1758649699.1130435,,82.46802544593811,0.0,0.0,,7,Answer the following question:,In what year was American music producer George Avakian discharged from the U.S. Army?,1758649781.581069
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Art,,the Slade School of Art ,"""Slade School of Fine Art""",1.0,3,4898,174,5072,0.0039184,0.0005568,0.0044751999999999995,1758649782.601419,,8.143844366073608,0.3333333333333333,0.0001971608832807571,,8,Answer the following question:,From what school did Phyllida Barlow graduate in 1966?,1758649790.7452633
react-c11,gpt-4.1-mini,simple-qa-100,11,0,TV shows,,Peters,"""Peters""",1.0,4,12505,279,12784,0.010004,0.0008928,0.010896800000000002,1758649791.7574062,,15.278959512710571,0.25,7.822277847309137e-05,,9,Answer the following question:,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",1758649807.0363657
react-c11,gpt-4.1-mini,simple-qa-100,11,0,Art,,Second Empire style,"""Second Empire""",1.0,3,4883,169,5052,0.0039064,0.0005408,0.0044472,1758649808.0590925,,7.296128749847412,0.3333333333333333,0.0001979414093428345,,10,Answer the following question:,"What is the architectural style of the Odd Fellows Hall building in Eureka, California?",1758649815.3552213
