agent_name,model_name,eval_name,chunk_size,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Art,,20,"""20""",1.0,9,15335,589,15924,0.012268000000000001,0.0018848,0.014152800000000002,1758581495.2068088,,30.980295658111572,0.1111111111111111,6.279829188646068e-05,,0,Answer the following question:,At what age was Ken Noda invited by President Ronald Reagan and First Lady Nancy Reagan to perform at the White House?,1758581526.1871045
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Art,,Knoedler,"""Information about the art dealership from which Peter Arrell Browne Widener bought 'Portrait of Elena Grimaldi Cattaneo' in 1906 is not available in the provided sources.""",0.0,7,7813,686,8499,0.006250400000000001,0.0021952,0.008445600000000001,1758581527.2084987,,26.932842016220093,0.0,0.0,,1,Answer the following question:,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",1758581554.1413407
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Music,,Anna Bruun Tordenskjold,"""Anna Bruun Tordenskjol""",1.0,8,12391,500,12891,0.0099128,0.0016,0.0115128,1758581555.1615171,,22.46879243850708,0.125,7.757350089209525e-05,,2,Answer the following question:,What was composer Sigrid Ingeborg Henriette Wienecke's mother's name?,1758581577.6303096
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Geography,,"77,482.49",,0.0,20,71262,1278,72540,0.05700960000000001,0.0040896000000000005,0.061099200000000006,1758581578.6396756,,54.71553063392639,0.0,0.0,,3,Answer the following question:,What is the forest cover area of Madhya Pradesh in square kilometers according to the India State of Forest Report 2019?,1758581633.3552063
react-c1,gpt-4.1-mini,simple-qa-100,1,0,TV shows,,Alison Garrs,"""Alison Garrs kills Daryl Garrs in Happy Valley.""",0.0,12,28645,792,29437,0.022916000000000002,0.0025344,0.0254504,1758581634.3662276,,32.04439926147461,0.0,0.0,,4,Answer the following question:,Who kills Daryl Garrs in Happy Valley?,1758581666.410627
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Politics,,165,"""165th district""",1.0,11,19296,733,20029,0.0154368,0.0023456,0.0177824,1758581667.4214613,,32.55963754653931,0.09090909090909091,4.992760497278945e-05,,5,Answer the following question:,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,1758581699.981099
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Science and technology,,1843,"""Augustus De Morgan published the article 'Trochoidal Curve' in the Penny Cyclopaedia between 1833 and 1843.""",0.0,13,27724,929,28653,0.0221792,0.0029728000000000003,0.025152,1758581701.0043268,,40.63341975212097,0.0,0.0,,6,Answer the following question:,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1758581741.6377466
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Music,,1946.,,0.0,20,78510,1361,79871,0.062808,0.0043552,0.0671632,1758581742.6563275,,60.49848413467407,0.0,0.0,,7,Answer the following question:,In what year was American music producer George Avakian discharged from the U.S. Army?,1758581803.1548116
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Art,,the Slade School of Art ,"""Slade School of Art""",1.0,10,19844,638,20482,0.015875200000000003,0.0020416,0.017916800000000004,1758581804.1676242,,27.50198793411255,0.1,4.882335709403378e-05,,8,Answer the following question:,From what school did Phyllida Barlow graduate in 1966?,1758581831.6696122
react-c1,gpt-4.1-mini,simple-qa-100,1,0,TV shows,,Peters,,0.0,20,74201,1307,75508,0.059360800000000005,0.0041824,0.06354320000000001,1758581832.677683,,59.217198848724365,0.0,0.0,,9,Answer the following question:,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",1758581891.894882
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Art,,Second Empire style,,0.0,20,73548,1350,74898,0.058838400000000006,0.00432,0.0631584,1758581892.9094813,,56.00041961669922,0.0,0.0,,10,Answer the following question:,"What is the architectural style of the Odd Fellows Hall building in Eureka, California?",1758581948.909901
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Politics,,September 1989,,0.0,20,85452,1305,86757,0.06836160000000001,0.004176,0.07253760000000001,1758581949.9320757,,52.26075482368469,0.0,0.0,,11,Answer the following question:,"In what month and year was Nikolai Talyzin dismissed from Nikolai Ryzhkov's government, along with many other conservatives, during the period of perestroika?",1758582002.1928306
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Politics,,13 May 2004,,0.0,20,71136,1269,72405,0.05690880000000001,0.0040608,0.06096960000000001,1758582003.2006192,,46.33091354370117,0.0,0.0,,12,Answer the following question:,"What day, month, and year was David Crombie appointed an Officer of the Order of Canada?",1758582049.5315328
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Geography,,Ahmedabad,"""Ahmedabad""",1.0,5,5696,359,6055,0.0045568,0.0011488,0.0057056,1758582050.5461407,,11.435733795166016,0.2,0.00016515276630883568,,13,Answer the following question:,In which city in India is the flyover bridge named after Sam Manekshaw?,1758582061.9818745
react-c1,gpt-4.1-mini,simple-qa-100,1,0,Music,,12,,0.0,20,85475,2042,87517,0.06838,0.0065344,0.07491439999999999,1758582062.9961247,,53.92357563972473,0.0,0.0,,14,Answer the following question:,"What total number of newly discovered pieces of music by Maddalena Casulana were played for the first time in 400 years on March 8, 2022, as part of BBC Radio 3's programming for International Women's Day?",1758582116.9197004
