agent_name,model_name,eval_name,chunk_size,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Art,,20,"""20""",1.0,6,12651,397,13048,0.010120800000000001,0.0012704,0.0113912,1758587896.9625986,,16.42793321609497,0.16666666666666666,7.664009809932556e-05,,0,Answer the following question:,At what age was Ken Noda invited by President Ronald Reagan and First Lady Nancy Reagan to perform at the White House?,1758587913.3905318
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Art,,Knoedler,"""Peter Arrell Browne Widener bought 'Portrait of Elena Grimaldi Cattaneo' in 1906 from the art dealership Trotti et Cie., Paris, and P. & D. Colnaghi, London.""",0.0,13,43438,1236,44674,0.0347504,0.0039552,0.0387056,1758587914.4007683,,40.96536040306091,0.0,0.0,,1,Answer the following question:,"Which art dealership did Peter Arrell Browne Widener buy ""Portrait of Elena Grimaldi Cattaneo"" from in 1906?",1758587955.3661287
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Music,,Anna Bruun Tordenskjold,"""Anna Bruun Tordenskjol""",1.0,4,5071,268,5339,0.0040568,0.0008576,0.0049144,1758587956.3883379,,10.313938856124878,0.25,0.00018730099269526128,,2,Answer the following question:,What was composer Sigrid Ingeborg Henriette Wienecke's mother's name?,1758587966.7022767
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Geography,,"77,482.49","""77,482""",1.0,19,132522,1609,134131,0.1060176,0.0051488,0.1111664,1758587967.75382,,78.89935755729675,0.05263157894736842,7.455398080980534e-06,,3,Answer the following question:,What is the forest cover area of Madhya Pradesh in square kilometers according to the India State of Forest Report 2019?,1758588046.6531775
react-c3,gpt-4.1-mini,simple-qa-100,3,0,TV shows,,Alison Garrs,"""Alison Garrs""",1.0,6,11586,415,12001,0.0092688,0.0013280000000000002,0.0105968,1758588047.6771564,,14.53624439239502,0.16666666666666666,8.332638946754438e-05,,4,Answer the following question:,Who kills Daryl Garrs in Happy Valley?,1758588062.2134008
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Politics,,165,"""165th district""",1.0,7,9365,482,9847,0.007492,0.0015424000000000002,0.009034400000000001,1758588063.2387407,,15.706582069396973,0.14285714285714285,0.00010155377272265665,,5,Answer the following question:,Which district did Mary Ann Arty serve in the Pennsylvania House of Representatives in 1981?,1758588078.9453228
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Science and technology,,1843,"""Augustus De Morgan published the article 'Trochoidal Curve' in the Penny Cyclopaedia between 1833 and 1843.""",0.0,8,13952,649,14601,0.0111616,0.0020767999999999997,0.0132384,1758588079.95434,,20.164104461669922,0.0,0.0,,6,Answer the following question:,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1758588100.1184444
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Music,,1946.,"""1945""",0.0,14,82933,1025,83958,0.06634640000000001,0.0032800000000000004,0.06962640000000002,1758588101.1369636,,33.202542304992676,0.0,0.0,,7,Answer the following question:,In what year was American music producer George Avakian discharged from the U.S. Army?,1758588134.339506
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Art,,the Slade School of Art ,"""Slade School of Art""",1.0,5,8775,319,9094,0.00702,0.0010208,0.0080408,1758588135.3461578,,12.192010164260864,0.2,0.00010996261271167803,,8,Answer the following question:,From what school did Phyllida Barlow graduate in 1966?,1758588147.538168
react-c3,gpt-4.1-mini,simple-qa-100,3,0,TV shows,,Peters,"""Peters""",1.0,5,5903,339,6242,0.004722400000000001,0.0010848000000000001,0.005807200000000001,1758588148.547585,,12.355270624160767,0.2,0.00016020506247997436,,9,Answer the following question:,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",1758588160.9028556
react-c3,gpt-4.1-mini,simple-qa-100,3,0,Art,,Second Empire style,"""Second Empire""",1.0,5,8666,309,8975,0.0069328,0.0009888,0.0079216,1758588161.911699,,11.299862623214722,0.2,0.00011142061281337047,,10,Answer the following question:,"What is the architectural style of the Odd Fellows Hall building in Eureka, California?",1758588173.2115617
