agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
baseline,gpt-4.1-mini,tw-coin-1,100,17,0,0,0.17,17.0,6486,49877655,136292,50013947,39.90212400000001,0.4361344,40.33825840000001,10580.223076343536,0.17,0.0026210299105766,3.3990518684718085e-07
baseline,gpt-4.1-mini,tw-coin-2,100,13,0,0,0.13,13.0,6586,54005506,131361,54136867,43.204404800000006,0.4203552,43.62476,13338.365090847015,0.13,0.0019738839963559,2.40132108125134e-07
baseline,gpt-4.1-mini,tw-coin-3,100,15,0,0,0.15,15.0,6621,57269843,132787,57402630,45.815874400000006,0.4249184,46.24079280000001,12469.725268125534,0.15,0.002265518803806,2.613120688024225e-07
baseline,gpt-4.1-mini,tw-cooking-1,100,78,0,0,0.78,86.20000000000002,693,1480217,17936,1498153,1.1841736000000005,0.0573952,1.2415688,443.0751233100891,0.8620000000000002,0.1243867243867244,5.7537514526219965e-05
baseline,gpt-4.1-mini,tw-cooking-2,100,22,0,0,0.22,58.7550920484744,2752,14915399,75493,14990892,11.9323192,0.2415776,12.1738968,4616.019793748856,0.587550920484744,0.0213499607734281,3.919385987736714e-06
baseline,gpt-4.1-mini,tw-cooking-3,100,2,0,0,0.02,37.967011419952605,3559,25628033,100955,25728988,20.502426400000004,0.3230559999999999,20.8254824,10785.218903541563,0.379670114199526,0.0106678874458984,1.4756511767953176e-06
baseline,gpt-4.1-mini,tw-simple-1,100,53,0,0,0.53,73.85595238095237,1606,4613950,39951,4653901,3.69116,0.1278432,3.8190032,1947.8030400276184,0.7385595238095237,0.0459875170491608,1.5869687039099538e-05
baseline,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,297,389645,6191,395836,0.311716,0.0198111999999999,0.3315272000000001,109.86715245246889,0.99,0.3333333333333333,0.0002501035782495
baseline,gpt-4.1-mini,tw-treasure-2,100,97,0,0,0.97,97.0,649,1208981,13144,1222125,0.9671848,0.0420608,1.0092456,462.3919813632965,0.97,0.1494607087827426,7.936994988237701e-05
baseline,gpt-4.1-mini,tw-treasure-3,100,85,0,0,0.85,85.0,1180,3124263,24262,3148525,2.499410400000001,0.0776384,2.5770488,1540.7078607082367,0.85,0.0720338983050847,2.699676832802661e-05
summary-1,gpt-4.1-mini,tw-coin-1,100,16,0,0,0.16,16.0,6659,18982916,247664,19230580,15.1863328,0.7925248000000001,15.9788576,17379.186018705368,0.16,0.0024027631776543,8.320081869605597e-07
summary-1,gpt-4.1-mini,tw-coin-2,100,9,0,0,0.09,9.0,6704,19145805,256203,19402008,15.316644000000002,0.8198496000000002,16.1364936,18033.462245464325,0.09,0.0013424821002386,4.6386951288753204e-07
summary-1,gpt-4.1-mini,tw-coin-3,100,8,0,0,0.08,8.0,6706,19359110,259499,19618609,15.487288,0.8303968,16.3176848,16871.978023052216,0.08,0.0011929615269907,4.077761068585444e-07
summary-1,gpt-4.1-mini,tw-cooking-1,100,79,0,0,0.79,86.6,696,1237240,31458,1268698,0.989792,0.1006656,1.0904576,650.5080029964447,0.866,0.1244252873563218,6.825895524387994e-05
summary-1,gpt-4.1-mini,tw-cooking-2,100,2,0,0,0.02,28.26708495752613,2258,4595416,100707,4696123,3.6763328,0.3222624,3.9985952,2737.546152830124,0.2826708495752613,0.012518638156566,6.019238626740852e-06
summary-1,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,19.015088343029515,4405,10404656,189521,10594177,8.323724799999999,0.6064672000000001,8.930192000000002,8684.981129646301,0.1901508834302951,0.0043167056397342,1.7948622477262288e-06
summary-1,gpt-4.1-mini,tw-simple-1,100,42,0,0,0.42,66.5702380952381,1673,3104139,69210,3173349,2.4833112,0.221472,2.7047832,3363.207260847092,0.665702380952381,0.0397909372954202,2.097791263905675e-05
summary-1,gpt-4.1-mini,tw-treasure-1,100,98,0,0,0.98,98.0,299,457575,9054,466629,0.36606,0.0289728,0.3950328,347.0329315662384,0.98,0.3277591973244147,0.0002100169513682
summary-1,gpt-4.1-mini,tw-treasure-2,100,96,0,0,0.96,96.0,676,1156164,23302,1179466,0.9249312,0.0745664,0.9994976,733.9920871257782,0.96,0.1420118343195266,8.1392765878796e-05
summary-1,gpt-4.1-mini,tw-treasure-3,100,76,0,0,0.76,76.0,1253,2351156,41983,2393139,1.8809248000000005,0.1343456,2.0152704000000004,1524.9589750766754,0.76,0.0606544293695131,3.1757453286248734e-05
summary-10,gpt-4.1-mini,tw-coin-1,100,22,0,0,0.22,22.0,6577,26443152,225691,26668843,21.1545216,0.7222112,21.876732800000003,18273.407782316208,0.22,0.0033449901170746,8.249326751820467e-07
summary-10,gpt-4.1-mini,tw-coin-2,100,16,0,0,0.16,16.0,6581,26949971,224987,27174958,21.5599768,0.7199584000000001,22.279935200000004,10282.50370645523,0.16,0.0024312414526667,5.887773589199291e-07
summary-10,gpt-4.1-mini,tw-coin-3,100,15,0,0,0.15,15.0,6541,27547647,227586,27775233,22.038117600000007,0.7282752000000001,22.76639280000001,17943.225963830948,0.15,0.0022932273352698,5.400494750125049e-07
summary-10,gpt-4.1-mini,tw-cooking-1,100,84,0,0,0.84,89.9,708,1761793,31692,1793485,1.4094344,0.1014144,1.5108488,835.9065384864807,0.899,0.1269774011299435,5.01258722542982e-05
summary-10,gpt-4.1-mini,tw-cooking-2,100,6,0,1,0.06,42.249385500120795,2182,7969714,95995,8065709,6.375771200000001,0.3071839999999999,6.6829552,10584.594691991806,0.42249385500120795,0.01936268813021118,5.238148995968091e-06
summary-10,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,27.371773324714496,3181,12905637,133343,13038980,10.3245096,0.4266976,10.7512072,13696.712843179705,0.273717733247145,0.0086047699857637,2.0992265748328856e-06
summary-10,gpt-4.1-mini,tw-simple-1,100,56,0,1,0.56,72.11547619047619,1646,5007704,65738,5073442,4.0061632000000005,0.2103615999999999,4.216524799999999,5391.59873008728,0.7211547619047619,0.0438125614765955,1.4214309770462771e-05
summary-10,gpt-4.1-mini,tw-treasure-1,100,98,0,0,0.98,98.0,311,518243,10880,529123,0.4145944000000001,0.034816,0.4494104,144.1656837463379,0.98,0.315112540192926,0.0001852121340406
summary-10,gpt-4.1-mini,tw-treasure-2,100,94,0,0,0.94,94.0,667,1464915,22101,1487016,1.171932,0.0707231999999999,1.2426552,439.8613207340241,0.94,0.1409295352323838,6.321384571517724e-05
summary-10,gpt-4.1-mini,tw-treasure-3,100,83,0,0,0.83,83.0,1275,3671316,41445,3712761,2.9370528000000005,0.132624,3.0696768000000008,952.5805659294128,0.83,0.0650980392156862,2.2355330709410058e-05
summary-5,gpt-4.1-mini,tw-coin-1,100,25,0,1,0.25,25.0,6527,21957788,238135,22195923,17.566230400000002,0.762032,18.328262400000003,25235.222021102905,0.25,0.0038302436034931,1.1263329756550337e-06
summary-5,gpt-4.1-mini,tw-coin-2,100,17,0,0,0.17,17.0,6640,22830943,235442,23066385,18.264754400000005,0.7534144000000002,19.0181688,22037.329167604446,0.17,0.0025602409638554,7.370032191867083e-07
summary-5,gpt-4.1-mini,tw-coin-3,100,12,0,0,0.12,12.0,6670,23436372,236575,23672947,18.7490976,0.7570399999999999,19.5061376,17920.09604048729,0.12,0.0017991004497751,5.069077373425455e-07
summary-5,gpt-4.1-mini,tw-cooking-1,100,76,0,0,0.76,85.10000000000002,755,1747360,33641,1781001,1.397888,0.1076512,1.5055392,1618.532099723816,0.8510000000000002,0.1127152317880795,4.778211803362268e-05
summary-5,gpt-4.1-mini,tw-cooking-2,100,5,0,0,0.05,31.3081439802028,1895,5283740,82297,5366037,4.226992000000001,0.2633504,4.4903424,3835.077268362045,0.3130814398020279,0.0165214480106611,5.834500205683039e-06
summary-5,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,21.97219349278172,3395,10660690,142565,10803255,8.528551999999998,0.4562079999999999,8.984760000000001,9434.109736680984,0.2197219349278172,0.0064719273910991,2.033849380837694e-06
summary-5,gpt-4.1-mini,tw-simple-1,100,47,0,0,0.47,71.3047619047619,1664,4222841,65403,4288244,3.3782728,0.2092896,3.5875624000000004,5207.308921337128,0.713047619047619,0.0428514194139194,1.662796284557546e-05
summary-5,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,297,475874,9067,484941,0.3806992,0.0290144,0.4097136,282.026246547699,0.99,0.3333333333333333,0.0002041485459055
summary-5,gpt-4.1-mini,tw-treasure-2,100,96,0,0,0.96,96.0,662,1360826,21870,1382696,1.0886608000000002,0.069984,1.1586448000000005,937.48583650589,0.96,0.1450151057401812,6.942957815745471e-05
summary-5,gpt-4.1-mini,tw-treasure-3,100,87,0,0,0.87,87.0,1193,2883237,38941,2922178,2.3065896,0.1246112,2.4312008,2398.593674898148,0.87,0.0729253981559094,2.9772313664670665e-05
truncate-1,gpt-4.1-mini,tw-coin-1,100,10,0,0,0.1,10.0,6667,12986782,149245,13136027,10.3894256,0.477584,10.867009600000005,8941.514786481857,0.1,0.0014999250037498,7.612651831486035e-07
truncate-1,gpt-4.1-mini,tw-coin-2,100,6,0,0,0.06,6.0,6731,13199702,152932,13352634,10.5597616,0.4893824000000001,11.049144000000002,8335.219036340714,0.06,0.0008913980092111,4.493495440674851e-07
truncate-1,gpt-4.1-mini,tw-coin-3,100,4,0,0,0.04,4.0,6760,13363617,155552,13519169,10.690893600000004,0.4977664,11.18866,8512.136456251144,0.04,0.0005917159763313,2.958761740459048e-07
truncate-1,gpt-4.1-mini,tw-cooking-1,100,83,0,0,0.83,88.7,794,1230652,21454,1252106,0.9845216,0.0686528,1.0531744,808.2525298595428,0.887,0.111712846347607,7.084064767679413e-05
truncate-1,gpt-4.1-mini,tw-cooking-2,100,1,0,0,0.01,41.02971954516072,4055,6633224,119984,6753208,5.306579199999999,0.3839488,5.690528,4942.93770813942,0.4102971954516072,0.0101183032170556,6.0755894894931004e-06
truncate-1,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,26.99005602240896,6650,10908624,202130,11110754,8.7268992,0.646816,9.3737152,7701.062789678574,0.2699005602240896,0.0040586550409637,2.429183115962153e-06
truncate-1,gpt-4.1-mini,tw-simple-1,100,37,0,0,0.37,59.59166666666666,1688,2624373,43205,2667578,2.0994984,0.138256,2.2377544,2413.3070561885834,0.5959166666666667,0.0353031200631911,2.233924056453707e-05
truncate-1,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,323,442450,6581,449031,0.3539600000000001,0.0210592,0.3750192,180.0121397972107,0.99,0.3065015479876161,0.0002204747556404
truncate-1,gpt-4.1-mini,tw-treasure-2,100,76,0,0,0.76,76.0,916,1379278,20460,1399738,1.1034223999999997,0.065472,1.1688944,841.751407623291,0.76,0.0829694323144104,5.429587537096228e-05
truncate-1,gpt-4.1-mini,tw-treasure-3,100,48,0,0,0.48,48.0,1532,2450542,32971,2483513,1.9604336,0.1055072,2.0659408,1416.9433534145355,0.48,0.031331592689295,1.932746073807546e-05
truncate-10,gpt-4.1-mini,tw-coin-1,100,23,0,0,0.23,23.0,6546,21023684,136114,21159798,16.8189472,0.4355648,17.254512,13382.21492767334,0.23,0.0035135960892147,1.086966898266231e-06
truncate-10,gpt-4.1-mini,tw-coin-2,100,15,0,0,0.15,15.0,6647,22102264,138355,22240619,17.681811200000002,0.4427360000000001,18.1245472,11560.689279317856,0.15,0.0022566571385587,6.744416600994784e-07
truncate-10,gpt-4.1-mini,tw-coin-3,100,14,0,0,0.14,14.0,6656,22914078,136768,23050846,18.331262400000007,0.4376576,18.76892,17082.55175113678,0.14,0.0021033653846153,6.073529795826149e-07
truncate-10,gpt-4.1-mini,tw-cooking-1,100,76,0,0,0.76,84.80000000000001,659,1453700,17438,1471138,1.16296,0.0558016,1.2187616,1002.8137185573578,0.8480000000000001,0.128679817905918,5.76424509461383e-05
truncate-10,gpt-4.1-mini,tw-cooking-2,100,3,0,0,0.03,43.83050087167734,2426,8135240,68080,8203320,6.508192,0.217856,6.726048,6983.09427690506,0.4383050087167733,0.0180669830468579,5.343019761715664e-06
truncate-10,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,31.997893772893764,3880,14417563,112068,14529631,11.534050400000002,0.3586176,11.892668,12420.96755170822,0.3199789377289376,0.0082468798383746,2.202250956882096e-06
truncate-10,gpt-4.1-mini,tw-simple-1,100,49,0,0,0.49,70.24047619047619,1638,4555868,40817,4596685,3.6446944,0.1306144,3.7753088,3893.1206560134888,0.7024047619047619,0.0428818535961393,1.528068079289231e-05
truncate-10,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,298,431650,6185,437835,0.3453199999999999,0.0197919999999999,0.365112,77.56990361213684,0.99,0.3322147651006711,0.0002261125766555
truncate-10,gpt-4.1-mini,tw-treasure-2,100,97,0,0,0.97,97.0,614,1169301,12738,1182039,0.9354408,0.0407616,0.9762024,565.8947775363922,0.97,0.1579804560260586,8.206159018441862e-05
truncate-10,gpt-4.1-mini,tw-treasure-3,100,87,0,0,0.87,87.0,1161,2952451,22973,2975424,2.361960800000001,0.0735136,2.4354744000000004,1969.5618579387665,0.87,0.0749354005167958,2.923953023165774e-05
truncate-5,gpt-4.1-mini,tw-coin-1,100,27,0,0,0.27,27.0,6536,16602773,131567,16734340,13.2822184,0.4210143999999999,13.7032328,10622.73947954178,0.27,0.0041309669522643,1.6134487526845997e-06
truncate-5,gpt-4.1-mini,tw-coin-2,100,16,0,0,0.16,16.0,6648,17245074,136815,17381889,13.796059200000002,0.437808,14.233867200000002,10743.159893512726,0.16,0.0024067388688327,9.204983416934718e-07
truncate-5,gpt-4.1-mini,tw-coin-3,100,15,0,0,0.15,15.0,6646,17758545,135924,17894469,14.206836,0.4349568000000001,14.6417928,12041.90697646141,0.15,0.0022569966897381,8.382478407154747e-07
truncate-5,gpt-4.1-mini,tw-cooking-1,100,73,0,0,0.73,83.45000000000002,740,1526937,19499,1546436,1.2215496,0.0623968,1.2839464,978.26687002182,0.8345000000000001,0.1127702702702703,5.396278927805614e-05
truncate-5,gpt-4.1-mini,tw-cooking-2,100,8,0,0,0.08,47.854277177071296,2680,6782793,72969,6855762,5.4262344,0.2335008,5.659735200000001,5021.385014772415,0.4785427717707129,0.017856073573534,6.980154383578557e-06
truncate-5,gpt-4.1-mini,tw-cooking-3,100,0,0,0,0.0,33.24606765783237,3986,10524043,112535,10636578,8.4192344,0.360112,8.779346400000001,6553.523520946503,0.3324606765783237,0.0083407093973488,3.125635675104565e-06
truncate-5,gpt-4.1-mini,tw-simple-1,100,44,0,0,0.44,67.08571428571429,1657,3752261,40766,3793027,3.0018088,0.1304512,3.13226,4074.2770009040833,0.6708571428571429,0.0404862488145529,1.768659023142052e-05
truncate-5,gpt-4.1-mini,tw-treasure-1,100,99,0,0,0.99,99.0,298,431280,6116,437396,0.345024,0.0195712,0.3645952,197.5048143863678,0.99,0.3322147651006711,0.0002263395184226
truncate-5,gpt-4.1-mini,tw-treasure-2,100,94,0,0,0.94,94.0,660,1224486,13426,1237912,0.9795888,0.0429632,1.022552,750.5288860797882,0.94,0.1424242424242424,7.593431520172677e-05
truncate-5,gpt-4.1-mini,tw-treasure-3,100,83,0,0,0.83,83.0,1186,2573016,22992,2596008,2.0584128,0.0735744,2.1319872,1556.7069902420044,0.83,0.0699831365935919,3.197216649563484e-05
