step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Welcome to another fast paced session of TextWorld! First of all, you could, like, travel west. Then, attempt to venture west. And then, go north. And then, make an effort to head east. And then, move east. Then, head east. With that done, attempt to venture north. Okay, and then, attempt to move west. After that, try to venture west. Then, try to head west. Next, retrieve the Comic Strip Calendar from the chair. Once that's all handled, you can stop!",,Shower,"You've entered a shower.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I will go west as the exit is unguarded and then continue following the directions to travel west again.,go west,,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",Cubicle,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
2,,,I will go west again as instructed.,go west,,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",Laundry Place,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I will go west again as instructed.,go west,,You can't go that way.,Laundry Place,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,,,"Since I cannot go west, I will try to go north as the exit is unblocked.",go north,,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",Steam Room,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
5,,,I should go east since the entranceway is unblocked.,go east,,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",Attic,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
6,,,I should go west to continue exploring as per the instructions.,go west,,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",Steam Room,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
7,,,I should go west again as the next step in the instructions is to attempt to venture west.,go west,,You can't go that way.,Steam Room,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
8,,,"Since I can't go west, I will try to go north as the instructions say to go north next.",go north,,"You've just sauntered into a study. You decide to just list off a complete list of everything you see in the room, because hey, why not?

A locked locker is nearby. You can see a chair. You see a Comic Strip Calendar on the chair.

You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",Study,"You've just sauntered into a study. You decide to just list off a complete list of everything you see in the room, because hey, why not?

A locked locker is nearby. You can see a chair. You see a Comic Strip Calendar on the chair.

You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
9,,,I should take the Comic Strip Calendar from the chair as instructed.,take Comic Strip Calendar from chair,,"You take the Comic Strip Calendar from the chair.



Your score has just gone up by one point.


                               *** The End ***

You scored 1 out of a possible 1, in 10 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Study,"You've just sauntered into a study. You decide to just list off a complete list of everything you see in the room, because hey, why not?

A locked locker is nearby. You can see a chair. But the thing hasn't got anything on it. Oh! Why couldn't there just be stuff on it?

You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: a Comic Strip Calendar.,1 of 1,1.0,True,
