agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,gsm-8k-10,0,Math,"Tony exercises every morning by walking 3 miles carrying a 25-pound backpack, then he runs another 10 miles without the backpack.  If he walks at a speed of 3 miles per hour and runs at a speed of 5 miles per hour, how many hours each week does he spend exercising?",21,"""Tony spends 21 hours exercising each week.""",1.0,3,1295,183,1478,0.3333333333333333,0.0006765899864682003,
react,gpt-4.1-mini,gsm-8k-10,1,Math,"Jerry owes a loan shark $200. The loan shark charges Jerry 10% interest compounded monthly. (This means that every month the loan shark adds Jerry's interest amount to his loan, and the next month Jerry has to pay 10% on the new total). If Jerry doesn't make any payments, how much (in dollars) does the loan shark charge in interest the second month?",22,"""22""",1.0,3,1351,192,1543,0.3333333333333333,0.0006480881399870382,
react,gpt-4.1-mini,gsm-8k-10,2,Math,Borris liquor store uses 90 kilograms of grapes every 6 months. He is thinking of increasing his production by twenty percent. How many grapes does he need in a year after increasing his production?,216,"""216 kilograms""",1.0,2,709,105,814,0.5,0.0012285012285012285,
react,gpt-4.1-mini,gsm-8k-10,3,Math,There were 133 people at a camp. There were 33 more boys than girls. How many girls were at the camp?,50,"""50""",1.0,2,675,103,778,0.5,0.0012853470437017994,
react,gpt-4.1-mini,gsm-8k-10,4,Math,John's weight bench can support 1000 pounds.  He wants to make sure to stay 20% under that weight for safety.  If he weighs 250 pounds how much weight can he put on the bar?,550,"""John can put 550 pounds on the bar.""",1.0,2,706,124,830,0.5,0.0012048192771084338,
react,gpt-4.1-mini,gsm-8k-10,5,Math,"To produce one chocolate bar, a company needs 1.5 grams of sugar. Every minute the company produces 36 chocolate bars. How many grams of sugar will the company use in two minutes?",108,"""108 grams""",1.0,2,708,99,807,0.5,0.0012391573729863693,
react,gpt-4.1-mini,gsm-8k-10,6,Math,"The football coach makes his players run up and down the bleachers 40 times. Each time they run up and down 32 stairs one way. If each stair burns 2 calories, how many calories does each player burn during this exercise?",5120,"""5120 calories""",1.0,2,765,143,908,0.5,0.0011013215859030838,
react,gpt-4.1-mini,gsm-8k-10,7,Math,"Cara has 60 marbles in a bag. 20 of them are yellow, half as many are green, and the remaining marbles are equally divided between red and blue. If Cara picks a marble at random, what are the odds it's blue (expressed as a percentage)?",25,"""The odds that Cara picks a blue marble is 25%.""",1.0,5,2466,296,2762,0.2,0.0003620564808110065,
react,gpt-4.1-mini,gsm-8k-10,8,Math,Samuel bought 2 dozen doughnuts and Cathy bought 3 dozen doughnuts. They planned to share the doughnuts evenly with their 8 other friends. How many doughnuts will each of them receive?,6,"""Each person will receive 6 doughnuts.""",1.0,2,717,112,829,0.5,0.0012062726176115801,
react,gpt-4.1-mini,gsm-8k-10,9,Math,"Susan walked to the market to buy five dozen peaches.  To carry them home, she brought two identically-sized cloth bags and a much smaller knapsack.  Into the knapsack she placed half as many peaches as she placed in each of the two cloth bags. How many peaches did she put in the knapsack?",12,"""12""",1.0,4,1979,262,2241,0.25,0.0004462293618920125,
