step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Livingroom,"Well, here we are in a livingroom.

You make out a sofa! But the thing is empty, unfortunately.

You need an exit without a door? You should try going north. You don't like doors? Why not try going south, that entranceway is not blocked by one.","You are carrying: a raw pork chop, a raw purple potato and a raw yellow potato.",0 of 17,0.0,False,
1,,,inventory,,"You are carrying: a raw pork chop, a raw purple potato and a raw yellow potato.",Livingroom,"Well, here we are in a livingroom.

You make out a sofa! But the thing is empty, unfortunately.

You need an exit without a door? You should try going north. You don't like doors? Why not try going south, that entranceway is not blocked by one.","You are carrying: a raw pork chop, a raw purple potato and a raw yellow potato.",0 of 17,0.0,False,
2,,,go north,,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.",Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw pork chop, a raw purple potato and a raw yellow potato.",0 of 17,0.0,False,
3,,,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
carrot
  orange bell pepper
  banana
  white onion
  red apple

Directions:
slice the carrot
  fry the carrot
  dice the orange bell pepper
  fry the orange bell pepper
  dice the banana
  fry the banana
  chop the white onion
  roast the white onion
  slice the red apple
  fry the red apple
  prepare meal",Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw pork chop, a raw purple potato and a raw yellow potato.",0 of 17,0.0,False,
4,,,drop purple potato,,You drop the purple potato on the ground.,Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw purple potato on the floor.",You are carrying: a raw pork chop and a raw yellow potato.,0 of 17,0.0,False,
5,,,drop pork chop,,You drop the pork chop on the ground.,Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw pork chop and a raw purple potato on the floor.",You are carrying: a raw yellow potato.,0 of 17,0.0,False,
6,,,drop yellow potato,,You drop the yellow potato on the ground.,Kitchen,"You've just shown up in a kitchen.

You can make out a closed fridge. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.",You are carrying nothing.,0 of 17,0.0,False,
7,,,open fridge,,"You open the fridge, revealing a carrot, a white onion, an orange bell pepper, a block of cheese and a yellow bell pepper.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a carrot, a white onion, an orange bell pepper, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.",You are carrying nothing.,0 of 17,0.0,False,
8,,,take carrot from fridge,,"You take the carrot from the fridge.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a white onion, an orange bell pepper, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.",You are carrying: a carrot.,1 of 17,0.058823529411764705,False,
9,,,open fridge,,That's already open.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a white onion, an orange bell pepper, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.",You are carrying: a carrot.,1 of 17,0.058823529411764705,False,
10,,,take orange bell pepper from fridge,,"You take the orange bell pepper from the fridge.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a white onion, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a banana, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.",You are carrying: an orange bell pepper and a carrot.,2 of 17,0.11764705882352941,False,
11,,,take banana from counter,,"You take the banana from the counter.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a white onion, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a banana, an orange bell pepper and a carrot.",3 of 17,0.17647058823529413,False,
12,,,open fridge,,That's already open.,Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a white onion, a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a banana, an orange bell pepper and a carrot.",3 of 17,0.17647058823529413,False,
13,,,take white onion from fridge,,"You take the white onion from the fridge.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a red apple, a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a white onion, a banana, an orange bell pepper and a carrot.",4 of 17,0.23529411764705882,False,
14,,,take red apple from counter,,"You take the red apple from the counter.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a red apple, a white onion, a banana, an orange bell pepper and a carrot.",5 of 17,0.29411764705882354,False,
15,,,cook carrot with stove,,"You fried the carrot.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a red apple, a white onion, a banana, an orange bell pepper and a fried carrot.",6 of 17,0.35294117647058826,False,
16,,,cook orange bell pepper with stove,,"You fried the orange bell pepper.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a red apple, a white onion, a banana, a fried orange bell pepper and a fried carrot.",7 of 17,0.4117647058823529,False,
17,,,cook banana with stove,,"You fried the banana.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a red apple, a white onion, a fried banana, a fried orange bell pepper and a fried carrot.",8 of 17,0.47058823529411764,False,
18,,,cook white onion with oven,,"You roasted the white onion.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a red apple, a roasted white onion, a fried banana, a fried orange bell pepper and a fried carrot.",9 of 17,0.5294117647058824,False,
19,,,cook red apple with stove,,"You fried the red apple.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You can make out an opened fridge. The fridge contains a block of cheese and a yellow bell pepper. You can see a closed oven in the corner. You can see a table. The table is massive. On the table you see a cookbook. You can make out a counter. The counter is vast. On the counter you can make out a raw red potato, a red onion and a knife. You see a stove. The stove appears to be empty.

There is a closed frosted-glass door leading north. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw yellow potato, a raw pork chop and a raw purple potato on the floor.","You are carrying: a fried red apple, a roasted white onion, a fried banana, a fried orange bell pepper and a fried carrot.",10 of 17,0.5882352941176471,False,
