step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"It's time to explore the amazing world of TextWorld! Here is how to play! First off, if it's not too much trouble, I need you to go to the east. With that over with, head north. Once you accomplish that, make an effort to venture west. Next, take a trip north. And then, attempt to go north. And then, go east. Then, make an effort to head south. With that accomplished, venture east. Then, pick-up the cashew from the floor of the recreation zone. Got that? Good!",,Pantry,"Look around you. Take it all in. It's not every day someone gets to be in a pantry.

An open case is close by. What a letdown! The case is empty! You make out a counter. The counter is usual. But there isn't a thing on it. You can see a workbench. You wonder idly who left that here. The workbench is standard. Unfortunately, there isn't a thing on it.

You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I should go east first as instructed.,go east,,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",Attic,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",You are carrying nothing.,0 of 1,0.0,False,
2,,,I should go east first as instructed.,go east,,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Washroom,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I should go east first as per the instructions.,go east,,You can't go that way.,Washroom,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,,,I should go west since the entranceway is unblocked.,go west,,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",Attic,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",You are carrying nothing.,0 of 1,0.0,False,
5,,,I should go east first as instructed.,go east,,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Washroom,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,,,I should go east first as the task instructs to start by going east.,go east,,You can't go that way.,Washroom,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,,,I should go west as the north exit is unblocked but I was told to try west.,go west,,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",Attic,"Well, here we are in the attic.



There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.

There is a cabbage on the floor.",You are carrying nothing.,0 of 1,0.0,False,
8,,,I should go east from the attic as the first step of the instructions.,go east,,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Washroom,"You've just walked into a washroom. You try to gain information on your surroundings by using a technique you call ""looking.""



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
9,,,I should go north from the washroom as the exit is unblocked.,go north,,"Of every basement you could have shown up in, you had to come round a typical one.

Look over there! a display. Classic TextWorld. The display is empty, what a horrible day!

There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unguarded exit? You should try going west.",Basement,"Of every basement you could have shown up in, you had to come round a typical one.

Look over there! a display. Classic TextWorld. The display is empty, what a horrible day!

There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
