step_id,reflection,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First of all, try to go to the east. With that over with, attempt to venture south. After that, attempt to travel south. And then, head south. Okay, and then, move west. Okay, and then, move south. After that, venture south. Then, travel west. And then, make an effort to move west. If you can do that, venture south. That done, travel south. After that, head east. Then, make an attempt to venture south. And then, make an effort to move east. Then, try to travel north. Okay, and then, make an effort to take a trip north. After that, venture west. And then, make an effort to travel west. With that over with, attempt to venture north. Once you succeed at that, try to move north. Then, go to the north. Following that, make an effort to take a trip west. And then, travel west. Then, take a trip west. Then, travel south. Okay, and then, make an effort to go to the east. Then, make an attempt to move north. Then, make an attempt to take a trip east. Okay, and then, attempt to move south. After that, make an effort to travel west. After that, go to the west. Once you do that, go west. Following that, make an attempt to head west. And then, go to the north. That done, attempt to go to the north. That done, try to travel west. Once you manage that, take a trip south. Okay, and then, attempt to venture west. Following that, head west. And then, pick up the coin from the floor of the silent cubicle. Once that's all handled, you can stop!",,Parlor,"You find yourself in a parlor. An ordinary one.



You don't like doors? Why not try going east, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
1,"- Outcome: success  
- Cause: I am at the starting location and ready to follow the instructions.  
- Rule: I must follow the sequence of directions exactly as given.",I need to go east as the first step in the sequence.,go east,,"Guess what, you are in a place we're calling an office. The room is well lit.



There is an exit to the south. Don't worry, it is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Office,"Guess what, you are in a place we're calling an office. The room is well lit.



There is an exit to the south. Don't worry, it is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
2,"- Outcome: success  
- Cause: I successfully moved east to the office as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south, so I will move south now.",go south,,"Well I'll be, you are in the place we're calling the steam room. Let's see what's in here.



There is an unguarded exit to the north. There is an unguarded exit to the south.",Steam Room,"Well I'll be, you are in the place we're calling the steam room. Let's see what's in here.



There is an unguarded exit to the north. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
3,"- Outcome: success  
- Cause: I successfully moved south to the steam room as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south again, so I will move south now.",go south,,"You've just shown up in a cookhouse. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south.",Cookhouse,"You've just shown up in a cookhouse. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
4,"- Outcome: success  
- Cause: I successfully moved south to the cookhouse as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south again, so I will move south now.",go south,,"You've entered a launderette.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",Launderette,"You've entered a launderette.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
5,"- Outcome: success  
- Cause: I successfully moved south to the launderette as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go west, so I will move west now.",go west,,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",Dish-Pit,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
6,"- Outcome: success  
- Cause: I successfully moved west to the dish-pit as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south, so I will move south now.",go south,,"A rusty board tells you that you are now in the serious studio. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked.",Serious Studio,"A rusty board tells you that you are now in the serious studio. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,"- Outcome: success  
- Cause: I successfully moved south to the serious studio as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south again, so I will move south now.",go south,,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",Bar,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
8,"- Outcome: success  
- Cause: I successfully moved south to the bar as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go west, so I will move west now.",go west,,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",Silent Study,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
9,"- Outcome: success  
- Cause: I successfully moved west to the silent study as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south, so I will move south now.",go south,,You can't go that way.,Silent Study,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
10,"- Outcome: failure  
- Cause: I attempted to go south from the silent study, but there is no exit in that direction.  
- Rule: I must not repeat invalid actions and should choose a valid direction from the current location.","Since going south is not possible, I will try going east as suggested by the room description.",go east,,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",Bar,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
11,"- Outcome: success  
- Cause: I successfully moved east back to the bar.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go south, but from the bar, south is not mentioned as an option; I will check the next instruction which is to go west. I will follow the next valid direction, which is west.",go west,,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",Silent Study,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
12,"- Outcome: success  
- Cause: I successfully moved west back to the silent study.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go west again, so I will move west now.",go west,,"I am sorry to announce that you are now in the sauna. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the south. Don't worry, it is unguarded.",Sauna,"I am sorry to announce that you are now in the sauna. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the south. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
13,"- Outcome: success  
- Cause: I successfully moved west to the sauna as instructed.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go north, but the sauna only has exits east and south. I must choose a valid direction. I will go east as suggested.",go east,,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",Silent Study,"You arrive in a study. A silent one. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
14,"- Outcome: success  
- Cause: I successfully moved east back to the silent study.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go north, but the silent study only has exits east and west. I must choose a valid direction. I will try going east again.",go east,,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",Bar,"You are in a bar. A typical one.



You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
15,"- Outcome: success  
- Cause: I successfully moved east to the bar.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go north, which is a valid exit from the bar. I will go north.",go north,,"A rusty board tells you that you are now in the serious studio. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked.",Serious Studio,"A rusty board tells you that you are now in the serious studio. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
16,"- Outcome: success  
- Cause: I successfully moved north to the serious studio.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go north again, which is a valid exit from the serious studio. I will go north.",go north,,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",Dish-Pit,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
17,"- Outcome: success  
- Cause: I successfully moved north to the dish-pit.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go west, but the dish-pit only has exits east and south. I must choose a valid direction. I will go east.",go east,,"You've entered a launderette.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",Launderette,"You've entered a launderette.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
18,"- Outcome: success  
- Cause: I successfully moved east to the launderette.  
- Rule: I must continue following the given sequence of directions exactly.","The next instruction is to go west, which is a valid exit from the launderette. I will go west.",go west,,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",Dish-Pit,"You are in a dish-pit. A normal one.



You need an unblocked exit? You should try going east. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
