step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Bedroom,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
1,,I should go north to reach the kitchen where the cookbook might be.,go north,,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is a closed front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",Livingroom,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is a closed front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
2,,I should go south to continue exploring and find the kitchen.,go south,,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",Bedroom,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
3,,I should try going east or west to find the kitchen or the cookbook.,go east,,You can't go that way.,Bedroom,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
4,,"Since east is not an option, I should go north to return to the living room and then try going east through the front door.",go north,,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is a closed front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",Livingroom,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is a closed front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
5,,I should try to open the closed front door leading east to see if I can access the kitchen or find the cookbook.,open front door,,You open front door.,Livingroom,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is an open front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
6,,I should go east through the open front door to explore further and find the kitchen or cookbook.,go east,,"You've fallen into a normal room. Your mind races to think of what kind of room would be normal. And then it hits you. Of course. You're in the driveway.



There is an open front door leading west. You need an exit without a door? You should try going east.",Driveway,"You've fallen into a normal room. Your mind races to think of what kind of room would be normal. And then it hits you. Of course. You're in the driveway.



There is an open front door leading west. You need an exit without a door? You should try going east.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
7,,I should go east from the driveway to see if I can find the kitchen or the cookbook.,go east,,"Look around you. Take it all in. It's not every day someone gets to be in a street.



There is a closed sliding door leading south. You don't like doors? Why not try going west, that entranceway is not blocked by one.",Street,"Look around you. Take it all in. It's not every day someone gets to be in a street.



There is a closed sliding door leading south. You don't like doors? Why not try going west, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
8,,I should try going west to return to the driveway and explore other directions from there.,go west,,"You've fallen into a normal room. Your mind races to think of what kind of room would be normal. And then it hits you. Of course. You're in the driveway.



There is an open front door leading west. You need an exit without a door? You should try going east.",Driveway,"You've fallen into a normal room. Your mind races to think of what kind of room would be normal. And then it hits you. Of course. You're in the driveway.



There is an open front door leading west. You need an exit without a door? You should try going east.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
9,,I should go west through the open front door to return to the living room and then try to find another way to the kitchen.,go west,,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is an open front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",Livingroom,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is an open front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
10,,I should go south from the living room to explore further and try to find the kitchen or the cookbook.,go south,,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",Bedroom,"Well, here we are in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a bed! But the thing hasn't got anything on it. You swear loudly.

You need an exit without a door? You should try going north. There is an exit to the south.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
11,,I should go north to return to the living room and then try to find another way to the kitchen or the cookbook.,go north,,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is an open front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",Livingroom,"You arrive in a livingroom. An ordinary one. You can barely contain your excitement.

You can see a sofa. The sofa is comfy. But the thing is empty.

There is an open front door leading east. You don't like doors? Why not try going south, that entranceway is not blocked by one.",You are carrying: a raw pork chop.,0 of 17,0.0,False,
