step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is how to play! First step, travel south. If you can finish that, make an attempt to head south. With that over with, attempt to go to the west. And then, try to take a trip north. After that, pick up the key from the floor of the basement. Got that? Good!",,Scullery,"You find yourself in a scullery. A typical one. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



There is an exit to the south. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,,I am in the scullery.,I should travel south as the first step.,go south,,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",Garage,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",You are carrying nothing.,0 of 1,0.0,False,
2,,I went south from the scullery and entered the garage.,I should go south again as the first step instructed.,go south,,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,"I went south from the scullery to the garage, then went south again to the vault.",I should try going west from the vault as the entranceway is unblocked.,go west,,"I am honoured to announce that you are now in the office. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north.",Office,"I am honoured to announce that you are now in the office. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north.",You are carrying nothing.,0 of 1,0.0,False,
4,,I went south twice from the scullery and then south again to the office.,I should try going east through the unguarded entranceway as suggested.,go east,,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
5,,I went south three times from the scullery and arrived in the vault.,"I should try going south again as the goal suggests, but the vault has unblocked entrances to the north and west, so I will try going south first to follow the instructions.",go south,,You can't go that way.,Vault,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,,I tried to go south from the vault but was blocked; the vault has unblocked entrances to the north and west.,I should try going north from the vault as the entranceway is unblocked.,go north,,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",Garage,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",You are carrying nothing.,0 of 1,0.0,False,
7,,"I went south from the vault and entered the garage, where I see a glove on the floor.",I should go south again as the task instructs to travel south first.,go south,,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You arrive in a vault. An usual kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
8,,I went south three times from the scullery and arrived in the vault; the vault has unblocked entrances to the north and west.,I should go north from the vault as the entranceway is unblocked.,go north,,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",Garage,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",You are carrying nothing.,0 of 1,0.0,False,
9,,"I went south three times from the scullery and arrived in the garage, where I see a glove on the floor.",I should take the glove from the floor in the garage.,take glove from floor,,"You pick up the glove from the ground.



                              *** You lost! ***

You scored 0 out of a possible 1, in 9 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Garage,"You've just walked into a garage.



There is an exit to the north. Don't worry, it is unblocked. There is an unblocked exit to the south.

There is a glove on the floor.",You are carrying nothing.,0 of 1,0.0,True,
