step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"It's time to explore the amazing world of TextWorld! Here is how to play! First thing I need you to do is to travel south. With that accomplished, attempt to venture east. Okay, and then, go to the north. After that, pick-up the sock from the floor of the pantry. And once you've done that, you win!",,Workshop,"You arrive in a workshop. A standard one. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an exit to the south. Don't worry, it is unblocked.

There is a Quote of the Day Calendar on the floor.",You are carrying nothing.,0 of 1,0.0,False,
1,,I am in the workshop.,I should go south as the first step of the task.,go south,,"I am sorry to announce that you are now in the shower.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked.",Shower,"I am sorry to announce that you are now in the shower.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
2,,I went south from the workshop and ended up in the shower.,I should go east from the shower as suggested to continue exploring.,go east,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,I went south from the workshop and entered the bathroom.,I should go east from the bathroom as the next step in the task.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,,I went south twice and then south again to enter the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
5,,I went south three times and entered the bathroom.,I should go east from the bathroom as the next step is to venture east.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,,I went south three times and entered the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,,I went south multiple times and ended up in the bathroom.,I should go east from the bathroom as the next step is to venture east.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
8,,I went south multiple times and ended up in the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
9,,I went south multiple times and ended up in the bathroom.,I should go east from the bathroom as the exit is unblocked.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
10,,I went south multiple times and ended up in the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
11,,I went south multiple times and ended up in the bathroom.,I should go south from the bathroom to continue following the instructions.,go south,,You can't go that way.,Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
12,,"I tried to go south from the bathroom but was blocked; the bathroom has exits east, north, and west.",I should go east from the bathroom as the exit is unblocked.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
13,,I went south multiple times and ended up in the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
14,,"I am in the bathroom with exits east, north, and west.",I should go east to continue exploring as per the instructions.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
15,,I went south multiple times and ended up in the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
16,,"I am in the bathroom with exits east, north, and west.",I should go east as the next step is to venture east.,go east,,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",Cookhouse,"You've just walked into a cookhouse. You begin to take stock of what's in the room.



You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
17,,I went south multiple times and ended up in the cookhouse.,I should go west from the cookhouse as the entranceway is unblocked.,go west,,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Bathroom,"You've entered a bathroom.



There is an exit to the east. Don't worry, it is unblocked. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
