step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Corridor,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is a closed sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
1,,I'll go west to explore and try to find the kitchen and its cookbook.,go west,,"Well, here we are in the bedroom.

You see a bed. However, the bed, like an empty bed, has nothing on it.

There is an exit to the east. You don't like doors? Why not try going west, that entranceway is not blocked by one.",Bedroom,"Well, here we are in the bedroom.

You see a bed. However, the bed, like an empty bed, has nothing on it.

There is an exit to the east. You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
2,,I'll go east back to the corridor so I can head toward the kitchen and find the cookbook.,go east,,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is a closed sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.",Corridor,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is a closed sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
3,,I'll go east to search for the kitchen and the cookbook.,go east,,"You have fallen into the most standard of all possible bathrooms. The room is well lit.

You see a toilet. The toilet appears to be empty. Oh! Why couldn't there just be stuff on it?

You don't like doors? Why not try going west, that entranceway is not blocked by one.",Bathroom,"You have fallen into the most standard of all possible bathrooms. The room is well lit.

You see a toilet. The toilet appears to be empty. Oh! Why couldn't there just be stuff on it?

You don't like doors? Why not try going west, that entranceway is not blocked by one.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
4,,I'll go west to return to the corridor so I can access the sliding patio door heading south.,go west,,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is a closed sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.",Corridor,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is a closed sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
5,,I'll open the closed sliding patio door to see if I can go south toward the kitchen.,open sliding patio door,,You open sliding patio door.,Corridor,"Look around you. Take it all in. It's not every day someone gets to be in a corridor. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an open sliding patio door leading south. There is an exit to the east. There is an exit to the west. Don't worry, there is no door.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
6,,I'll go south through the open sliding patio door to see where it leads and continue searching for the kitchen and cookbook.,go south,,"You arrive in a backyard. An usual one.

Were you looking for a patio table? Because look over there, it's a patio table. The patio table is stylish. Unfortunately, there isn't a thing on it. What, you think everything in TextWorld should have stuff on it? You see a patio chair. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can make out a BBQ.

There is a closed wooden door leading east. There is an open sliding patio door leading north. There is an exit to the south.",Backyard,"You arrive in a backyard. An usual one.

Were you looking for a patio table? Because look over there, it's a patio table. The patio table is stylish. Unfortunately, there isn't a thing on it. What, you think everything in TextWorld should have stuff on it? You see a patio chair. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can make out a BBQ.

There is a closed wooden door leading east. There is an open sliding patio door leading north. There is an exit to the south.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
7,,I'll open the closed wooden door to the east to see if it leads to the kitchen with the cookbook.,open wooden door,,You open wooden door.,Backyard,"You arrive in a backyard. An usual one.

Were you looking for a patio table? Because look over there, it's a patio table. The patio table is stylish. Unfortunately, there isn't a thing on it. What, you think everything in TextWorld should have stuff on it? You see a patio chair. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can make out a BBQ.

There is an open wooden door leading east. There is an open sliding patio door leading north. There is an exit to the south.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
8,,I'll go east through the open wooden door to find the kitchen and look for the cookbook.,go east,,"You've just sauntered into a shed.

A closed toolbox is nearby. You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a workbench. But the thing is empty, unfortunately. Hm. Oh well

There is an open wooden door leading west.",Shed,"You've just sauntered into a shed.

A closed toolbox is nearby. You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a workbench. But the thing is empty, unfortunately. Hm. Oh well

There is an open wooden door leading west.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
9,,I'll go west back to the backyard so I can head south into the house toward the kitchen.,go west,,"You arrive in a backyard. An usual one.

Were you looking for a patio table? Because look over there, it's a patio table. The patio table is stylish. Unfortunately, there isn't a thing on it. What, you think everything in TextWorld should have stuff on it? You see a patio chair. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can make out a BBQ.

There is an open wooden door leading east. There is an open sliding patio door leading north. There is an exit to the south.",Backyard,"You arrive in a backyard. An usual one.

Were you looking for a patio table? Because look over there, it's a patio table. The patio table is stylish. Unfortunately, there isn't a thing on it. What, you think everything in TextWorld should have stuff on it? You see a patio chair. Unfortunately, there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You can make out a BBQ.

There is an open wooden door leading east. There is an open sliding patio door leading north. There is an exit to the south.","You are carrying: a raw purple potato, an orange bell pepper, a raw yellow potato, a red hot pepper, a yellow bell pepper and a red onion.",0 of 14,0.0,False,
