agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
baseline,claude-sonnet-4-5,tw-coin-3,10,6,0,0,0.6,6.0,609,6607503,19190,6626693,19.822509,0.28785,20.110359,1785.9722695350647,0.6,0.0098522167487684,9.05428997540704e-07
baseline,claude-sonnet-4-5,tw-cooking-3,10,10,0,0,1.0,10.0,466,3903061,17034,3920095,11.709183,0.25551,11.964693,1505.9576354026794,1.0,0.0214592274678111,2.5509585864628283e-06
baseline,claude-sonnet-4-5,tw-simple-1,10,5,0,0,0.5,7.4,171,623619,9647,633266,1.870857,0.144705,2.015562,530.315179347992,0.74,0.0432748538011695,1.1685452874463497e-05
baseline,claude-sonnet-4-5,tw-treasure-3,10,10,0,0,1.0,10.0,108,292851,3516,296367,0.8785530000000001,0.05274,0.931293,297.40690541267395,1.0,0.0925925925925925,3.374194832758033e-05
baseline,gemini-3-pro-preview,tw-coin-3,10,9,0,0,0.9,9.0,555,5475654,30661,5506315,10.951307999999996,0.367932,11.31924,2619.2106535434723,0.9,0.0162162162162162,1.6344869481676948e-06
baseline,gemini-3-pro-preview,tw-cooking-3,10,10,0,0,1.0,10.0,512,4935871,31920,4967791,9.871742,0.38303999999999994,10.254782,7145.3625156879425,1.0,0.01953125,2.012967131668784e-06
baseline,gemini-3-pro-preview,tw-simple-1,10,4,0,0,0.4,7.275,169,549258,19085,568343,1.098516,0.22902,1.327536,704.9643251895905,0.7275,0.0430473372781065,1.280036879138126e-05
baseline,gemini-3-pro-preview,tw-treasure-3,10,10,0,0,1.0,10.0,108,272064,7813,279877,0.544128,0.093756,0.6378839999999999,238.0521597862244,1.0,0.0925925925925925,3.57299813846797e-05
baseline,gpt-5.1,tw-coin-3,10,3,0,0,0.3,3.0,560,4971820,20712,4992532,6.214775,0.2071199999999999,6.421894999999999,6343.770972490311,0.3,0.0053571428571428,6.008975005067569e-07
baseline,gpt-5.1,tw-cooking-3,10,3,0,0,0.3,6.004726890756303,385,2474480,16146,2490626,3.0931,0.16146,3.25456,2994.452550172806,0.6004726890756303,0.0155966932227436,2.410930782364073e-06
baseline,gpt-5.1,tw-simple-1,10,3,0,0,0.3,5.375,171,502074,6295,508369,0.6275924999999999,0.06295,0.6905425,460.9347884654999,0.5375,0.0314327485380116,1.0573028646514638e-05
baseline,gpt-5.1,tw-treasure-3,10,10,0,0,1.0,10.0,108,263502,3395,266897,0.3293775,0.03395,0.3633274999999999,218.3267183303833,1.0,0.0925925925925925,3.746763732825772e-05
baseline,gpt-4.1-mini,tw-coin-3,100,15,0,0,0.15,15.0,6621,57269843,132787,57402630,45.815874400000006,0.4249184,46.24079280000001,12469.725268125534,0.15,0.002265518803806,2.613120688024225e-07
baseline,gpt-4.1-mini,tw-cooking-3,100,2,0,0,0.02,37.967011419952605,3559,25628033,100955,25728988,20.502426400000004,0.3230559999999999,20.8254824,10785.218903541563,0.379670114199526,0.0106678874458984,1.4756511767953176e-06
baseline,gpt-4.1-mini,tw-simple-1,100,53,0,0,0.53,73.85595238095237,1606,4613950,39951,4653901,3.69116,0.1278432,3.8190032,1947.8030400276184,0.7385595238095237,0.0459875170491608,1.5869687039099538e-05
baseline,gpt-4.1-mini,tw-treasure-3,100,85,0,0,0.85,85.0,1180,3124263,24262,3148525,2.499410400000001,0.0776384,2.5770488,1540.7078607082367,0.85,0.0720338983050847,2.699676832802661e-05

