step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,The dinner is almost ready! It's only missing a grilled half of a bag of chips.,,Bedroom,"You are in a bedroom. A normal kind of place.

A closed chest drawer is in the room. You see an antique trunk. You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is a closed wooden door leading east.",You are carrying nothing.,0 of 8,0.0,False,
1,,I need to find a bag of chips and a way to cut and grill it. I am in the bedroom. I should check the containers here. I will start by opening the antique trunk.,open antique trunk,,"You open the antique trunk, revealing an old key.


Your score has just gone up by one point.",Bedroom,"You are in a bedroom. A normal kind of place.

A closed chest drawer is in the room. You see an antique trunk. The antique trunk contains an old key. You check the price tag that the antique trunk's owner still hasn't taken off. Ninety big ones?! That's ridiculous! You know, I got a friend who could get you one of those for 50 bucks! You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is a closed wooden door leading east.",You are carrying nothing.,1 of 8,0.125,False,
2,,I found an old key in the antique trunk. I should take it as it might be useful for unlocking the door or other containers.,take old key from antique trunk,,"You take the old key from the antique trunk.



Your score has just gone up by one point.",Bedroom,"You are in a bedroom. A normal kind of place.

A closed chest drawer is in the room. You see an antique trunk. The antique trunk is empty! What a waste of a day! You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 8,0.25,False,
3,,I should check the chest drawer to see if there's anything useful inside.,open chest drawer,,You open the chest drawer.,Bedroom,"You are in a bedroom. A normal kind of place.

An open chest drawer is in the room. What a letdown! The chest drawer is empty! You see an antique trunk. The antique trunk is empty! What a waste of a day! You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 8,0.25,False,
4,,I have checked the containers in the bedroom. Now I need to explore other rooms. The wooden door leading east is closed. I will try to unlock it with the old key.,unlock wooden door with old key,,"You unlock wooden door.


Your score has just gone up by one point.",Bedroom,"You are in a bedroom. A normal kind of place.

An open chest drawer is in the room. What a letdown! The chest drawer is empty! You see an antique trunk. The antique trunk is empty! What a waste of a day! You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is a closed wooden door leading east.",You are carrying: an old key.,3 of 8,0.375,False,
5,,I have unlocked the door. Now I need to open it to move to the next room.,open wooden door,,"You open wooden door.


Your score has just gone up by one point.",Bedroom,"You are in a bedroom. A normal kind of place.

An open chest drawer is in the room. What a letdown! The chest drawer is empty! You see an antique trunk. The antique trunk is empty! What a waste of a day! You can see a king-size bed. However, the king-size bed, like an empty king-size bed, has nothing on it.

There is an open wooden door leading east.",You are carrying: an old key.,4 of 8,0.5,False,
6,,The door is open. I will go east to see what's in the next room.,go east,,"You are in a kitchen. A standard one.

You can make out a refrigerator. You can make out a counter. The counter is typical. But the thing is empty, unfortunately. You can see a stove. The stove is ordinary. But the thing hasn't got anything on it. You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a kitchen island. The kitchen island is standard. On the kitchen island you can make out a note.

There is a closed screen door leading east. There is an open wooden door leading west. There is an unguarded exit to the north. You need an unguarded exit? You should try going south.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. A standard one.

You can make out a refrigerator. You can make out a counter. The counter is typical. But the thing is empty, unfortunately. You can see a stove. The stove is ordinary. But the thing hasn't got anything on it. You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a kitchen island. The kitchen island is standard. On the kitchen island you can make out a note.

There is a closed screen door leading east. There is an open wooden door leading west. There is an unguarded exit to the north. You need an unguarded exit? You should try going south.",You are carrying: an old key.,5 of 8,0.625,False,
7,,I am in the kitchen. I need to find a bag of chips and a knife. I will check the refrigerator first.,open refrigerator,,"You open the refrigerator, revealing a lettuce and a milk.",Kitchen,"You are in a kitchen. A standard one.

You can make out a refrigerator. The refrigerator contains a lettuce and a milk. You can make out a counter. The counter is typical. But the thing is empty, unfortunately. You can see a stove. The stove is ordinary. But the thing hasn't got anything on it. You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a kitchen island. The kitchen island is standard. On the kitchen island you can make out a note.

There is a closed screen door leading east. There is an open wooden door leading west. There is an unguarded exit to the north. You need an unguarded exit? You should try going south.",You are carrying: an old key.,5 of 8,0.625,False,
8,,"The refrigerator doesn't have chips. I should check the other exits. There is a closed screen door leading east, an unguarded exit to the north, and south. I will go north first.",go north,,"You're now in a bathroom.

You make out a toilet. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a closed bath in the corner. You make out a sink. On the sink you can see a toothbrush. Hmmm... what else, what else?

You need an unguarded exit? You should try going south.",Bathroom,"You're now in a bathroom.

You make out a toilet. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a closed bath in the corner. You make out a sink. On the sink you can see a toothbrush. Hmmm... what else, what else?

You need an unguarded exit? You should try going south.",You are carrying: an old key.,5 of 8,0.625,False,
9,,I am in the bathroom. There is a closed bath. I should check it.,open bath,,"You open the bath, revealing a soap bar.",Bathroom,"You're now in a bathroom.

You make out a toilet. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see an opened bath in the corner. The bath contains a soap bar. You make out a sink. On the sink you can see a toothbrush. Hmmm... what else, what else?

You need an unguarded exit? You should try going south.",You are carrying: an old key.,5 of 8,0.625,False,
