step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, try to go to the south. That done, make an effort to travel east. Then, travel south. And then, make an effort to head east. Okay, and then, make an attempt to venture north. After that, take a trip north. Then, take a trip west. Then, make an attempt to travel south. And then, make an effort to venture east. After that, make an effort to venture east. Next, attempt to go to the south. And then, attempt to head east. Then, attempt to move south. Okay, and then, try to go to the east. With that done, venture south. Okay, and then, make an effort to take a trip west. And then, go to the west. Then, try to travel north. Following that, try to go north. Then, try to travel west. With that accomplished, venture north. Once you accomplish that, make an effort to venture north. After that, try to move west. After that, make an effort to move west. Then, make an effort to travel west. And then, try to move south. Then, venture south. And then, move west. And then, venture north. And then, retrieve the coin from the floor of the austere study. Got that? Good!",,Cookery,"You've just walked into a cookery.



There is an unguarded exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,"- Starting location is Cookery.
- Unguarded exits: east and south from Cookery.
- Goal: Retrieve the coin from the floor of the austere study.
- Follow the sequence of directions given in the task.","I will start by going south as instructed, then continue following the sequence of directions step by step.",go south,,"Welcome to the salon.



There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",Salon,"Welcome to the salon.



There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
2,"- Current location: Salon.
- Exits from Salon: east, north, south (all unguarded).
- Following the sequence: after south, go east.",I should go east from the Salon as the next step in the sequence.,go east,,"You arrive in a vault. An usual kind of place.



You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You arrive in a vault. An usual kind of place.



You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,"- Current location: Vault.
- Exits from Vault: east, south, west (all unblocked).
- Following the sequence: after east, go south.",I should go south from the Vault as the next step in the sequence.,go south,,"This might come as a shock to you, but you've just come into a kitchenette.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unblocked.",Kitchenette,"This might come as a shock to you, but you've just come into a kitchenette.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,"- Current location: Kitchenette.
- Exits from Kitchenette: east (unguarded), north (unblocked), west (unblocked).
- Following the sequence: after south, go east.",I should go east from the Kitchenette as the next step in the sequence.,go east,,"You are in a scullery. A normal kind of place.



You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",Scullery,"You are in a scullery. A normal kind of place.



You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
5,"- Current location: Scullery.
- Exits from Scullery: north, south, west (all unguarded).
- Following the sequence: after east, go north.",I should go north from the Scullery as the next step in the sequence.,go north,,"You arrive in a studio. A serious kind of place.



There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",Serious Studio,"You arrive in a studio. A serious kind of place.



There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
6,"- Current location: Serious Studio.
- Exits from Serious Studio: north (unblocked), south (unguarded), west (unguarded).
- Following the sequence: after north, go north.",I should go north from the Serious Studio as the next step in the sequence.,go north,,"You find yourself in a studio. A still one. You start to take note of what's in the room.



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",Still Studio,"You find yourself in a studio. A still one. You start to take note of what's in the room.



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
7,"- Current location: Still Studio.
- Exits from Still Studio: north (unblocked), south (unguarded), west (unguarded).
- Following the sequence: after north, go west.",I should go west from the Still Studio as the next step in the sequence.,go west,,"You arrive in a bedroom. An usual kind of place. Okay, just remember what you're here to do, and everything will go great.



There is an unblocked exit to the east. There is an unblocked exit to the south. There is an unblocked exit to the west.",Bedroom,"You arrive in a bedroom. An usual kind of place. Okay, just remember what you're here to do, and everything will go great.



There is an unblocked exit to the east. There is an unblocked exit to the south. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
8,"- Current location: Bedroom.
- Exits from Bedroom: east, south, west (all unblocked).
- Following the sequence: after west, go south.",I should go south from the Bedroom as the next step in the sequence.,go south,,"You're now in the attic. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an unblocked exit to the south.",Attic,"You're now in the attic. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an unblocked exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
9,"- Current location: Attic.
- Exits from Attic: east (unblocked), north (unguarded), south (unblocked).
- Following the sequence: after south, go east.",I should go east from the Attic as the next step in the sequence.,go east,,"You find yourself in an usual kind of place. That is to say, you're in a cubicle.



You need an unblocked exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Cubicle,"You find yourself in an usual kind of place. That is to say, you're in a cubicle.



You need an unblocked exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
10,"- Current location: Cubicle.
- Exits from Cubicle: east (unblocked), south (unguarded), west (unblocked).
- Following the sequence: after east, go east.",I should go east from the Cubicle as the next step in the sequence.,go east,,"You've entered a closet.



You need an unblocked exit? You should try going north. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",Closet,"You've entered a closet.



You need an unblocked exit? You should try going north. There is an unblocked exit to the south. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
11,"- Current location: Closet.
- Exits from Closet: north (unblocked), south (unblocked), west (unguarded).
- Following the sequence: after east, go south.",I should go south from the Closet as the next step in the sequence.,go south,,"You've just sauntered into a cookhouse. You can barely contain your excitement.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unblocked exit? You should try going north. There is an unblocked exit to the west.",Cookhouse,"You've just sauntered into a cookhouse. You can barely contain your excitement.



You don't like doors? Why not try going east, that entranceway is unguarded. You need an unblocked exit? You should try going north. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
12,"- Current location: Cookhouse.
- Exits from Cookhouse: east (unguarded), north (unblocked), west (unblocked).
- Following the sequence: after south, go east.",I should go east from the Cookhouse as the next step in the sequence.,go east,,"I am sorry to announce that you are now in the cellar. You can barely contain your excitement.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an unblocked exit to the west.",Cellar,"I am sorry to announce that you are now in the cellar. You can barely contain your excitement.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
13,"- Current location: Cellar.
- Exits from Cellar: east (unguarded), south (unblocked), west (unblocked).
- Following the sequence: after east, go south.",I should go south from the Cellar as the next step in the sequence.,go south,,"You make a grand eccentric entrance into an office.



There is an unblocked exit to the east. You need an unguarded exit? You should try going north. There is an unguarded exit to the west.",Office,"You make a grand eccentric entrance into an office.



There is an unblocked exit to the east. You need an unguarded exit? You should try going north. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
14,"- Current location: Office.
- Exits from Office: east (unblocked), north (unguarded), west (unguarded).
- Following the sequence: after south, go east.",I should go east from the Office as the next step in the sequence.,go east,,"You are in a playroom. A normal kind of place. You begin looking for stuff.



You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going south. There is an unblocked exit to the west.",Playroom,"You are in a playroom. A normal kind of place. You begin looking for stuff.



You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going south. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
15,"- Current location: Playroom.
- Exits from Playroom: north (unblocked), south (unblocked), west (unblocked).
- Following the sequence: after east, go south.",I should go south from the Playroom as the next step in the sequence.,go south,,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",Lounge,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
16,"- Current location: Lounge.
- Exits from Lounge: east (unblocked), north (unblocked), west (unguarded).
- Following the sequence: after south, go east.",I should go east from the Lounge as the next step in the sequence.,go east,,"Well, here we are in the pantry. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You need an unguarded exit? You should try going west.",Pantry,"Well, here we are in the pantry. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
17,"- Current location: Pantry.
- Exits from Pantry: west (unguarded).
- Following the sequence: after east, go south.",I should go south from the Pantry as the next step in the sequence.,go south,,You can't go that way.,Pantry,"Well, here we are in the pantry. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
18,"- Current location: Pantry.
- Exits from Pantry: west (unguarded).
- Attempted to go south but blocked.
- Following the sequence: after east, go south, then east.","Since south is blocked, I should try going west as the next available exit.",go west,,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",Lounge,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
19,"- Current location: Lounge.
- Exits from Lounge: east (unblocked), north (unblocked), west (unguarded).
- Following the sequence: after failed south, try east.",I should go east from the Lounge as the next step in the sequence.,go east,,"Well, here we are in the pantry. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You need an unguarded exit? You should try going west.",Pantry,"Well, here we are in the pantry. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
20,"- Current location: Pantry.
- Exits from Pantry: west (unguarded).
- Following the sequence: after east, go south, east, south, east, south, west, west, north, north, west, north, north, west, west, west, south, south, west, north.
- Next step: go west.",I should go west from the Pantry as the next step in the sequence.,go west,,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",Lounge,"Well, here we are in the lounge.



There is an unblocked exit to the east. You need an unblocked exit? You should try going north. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
21,"- Current location: Lounge.
- Exits from Lounge: east (unblocked), north (unblocked), west (unguarded).
- Following the sequence: after west, go west, then north.
- Next step: go west.",I should go west from the Lounge as the next step in the sequence.,go west,,"You've entered a studio.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Studio,"You've entered a studio.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
22,"- Current location: Studio.
- Exits from Studio: east (unguarded), south (unblocked), west (unguarded).
- Following the sequence: after west, go north, north, west.
- Next step: go north.",I should go north from the Studio as the next step in the sequence.,go north,,You can't go that way.,Studio,"You've entered a studio.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
23,"- Current location: Studio.
- Exits from Studio: east (unguarded), south (unblocked), west (unguarded).
- Attempted to go north but blocked.
- Next step in sequence after north attempt: go north again.","Since north is blocked, I should try going north again as per the sequence, but it will likely fail; then try west.",go north,,You can't go that way.,Studio,"You've entered a studio.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
24,"- Current location: Studio.
- Exits from Studio: east (unguarded), south (unblocked), west (unguarded).
- North is blocked.
- Next step in sequence: go west.","Since north is blocked, I should go west from the Studio as the next step.",go west,,"You find yourself in a kitchen. A standard one. The room is well lit.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",Kitchen,"You find yourself in a kitchen. A standard one. The room is well lit.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
