step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Welcome to TextWorld! Here is your task for today. Your first objective is to open the antique trunk. And then, retrieve the old key from the antique trunk. Then, unlock the wooden door. Then, make absolutely sure that the wooden door is opened. After that, go to the east. And then, open the screen door within the kitchen. And then, try to take a trip east. And then, make an attempt to go to the south. After that, pick-up the lettuce from the floor of the garden. Then, go north. And then, make an effort to venture west. After that, place the lettuce on the stove within the kitchen. Got that? Good!",,Bedroom,"You're now in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a closed chest drawer. You make out a closed standard looking antique trunk here. You rest your hand against a wall, but you miss the wall and fall onto a king-size bed. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is a closed wooden door leading east.",You are carrying nothing.,0 of 10,0.0,False,
1,"1. [ ] Open the antique trunk
2. [ ] Retrieve the old key from the antique trunk
3. [ ] Unlock the wooden door
4. [ ] Make sure the wooden door is opened
5. [ ] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll open the antique trunk that's in the bedroom to look for the old key.,open antique trunk,,"You open the antique trunk, revealing an old key.


Your score has just gone up by one point.",Bedroom,"You're now in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a closed chest drawer. You make out an opened standard looking antique trunk here. The antique trunk contains an old key! You rest your hand against a wall, but you miss the wall and fall onto a king-size bed. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is a closed wooden door leading east.",You are carrying nothing.,1 of 10,0.1,False,
2,"1. [x] Open the antique trunk
2. [ ] Retrieve the old key from the antique trunk
3. [ ] Unlock the wooden door
4. [ ] Make sure the wooden door is opened
5. [ ] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll take the old key from the opened antique trunk.,take old key from antique trunk,,"You take the old key from the antique trunk.



Your score has just gone up by one point.",Bedroom,"You're now in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a closed chest drawer. You make out an opened standard looking antique trunk here. The antique trunk is empty! What a waste of a day! You rest your hand against a wall, but you miss the wall and fall onto a king-size bed. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 10,0.2,False,
3,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [ ] Unlock the wooden door
4. [ ] Make sure the wooden door is opened
5. [ ] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll unlock the wooden door using the old key I picked up.,unlock wooden door with old key,,"You unlock wooden door.


Your score has just gone up by one point.",Bedroom,"You're now in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a closed chest drawer. You make out an opened standard looking antique trunk here. The antique trunk is empty! What a waste of a day! You rest your hand against a wall, but you miss the wall and fall onto a king-size bed. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is a closed wooden door leading east.",You are carrying: an old key.,3 of 10,0.3,False,
4,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [x] Unlock the wooden door
4. [ ] Make sure the wooden door is opened
5. [ ] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll open the wooden door now to make sure it's actually opened.,open wooden door,,"You open wooden door.


Your score has just gone up by one point.",Bedroom,"You're now in a bedroom. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.

You make out a closed chest drawer. You make out an opened standard looking antique trunk here. The antique trunk is empty! What a waste of a day! You rest your hand against a wall, but you miss the wall and fall onto a king-size bed. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is an open wooden door leading east.",You are carrying: an old key.,4 of 10,0.4,False,
5,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [x] Unlock the wooden door
4. [x] Make sure the wooden door is opened
5. [ ] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll go east through the open wooden door into the next room.,go east,,"-= Kitchen =-
You've just shown up in a kitchen.

You make out a closed refrigerator here. You scan the room for a counter, and you find a counter. The counter is ordinary. However, the counter, like an empty counter, has nothing on it. Sometimes, just sometimes, TextWorld can just be the worst. You see a stove. Unfortunately, there isn't a thing on it. You can see a kitchen island. You see a note on the kitchen island. I mean, just wow! Isn't TextWorld just the best?

There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded.



Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You make out a closed refrigerator here. You scan the room for a counter, and you find a counter. The counter is ordinary. However, the counter, like an empty counter, has nothing on it. Sometimes, just sometimes, TextWorld can just be the worst. You see a stove. Unfortunately, there isn't a thing on it. You can see a kitchen island. You see a note on the kitchen island. I mean, just wow! Isn't TextWorld just the best?

There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying: an old key.,5 of 10,0.5,False,
6,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [x] Unlock the wooden door
4. [x] Make sure the wooden door is opened
5. [x] Go east through the wooden door
6. [ ] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll open the closed screen door in the kitchen so I can go through it later.,open screen door,,"You open screen door.


Your score has just gone up by one point.",Kitchen,"You've just shown up in a kitchen.

You make out a closed refrigerator here. You scan the room for a counter, and you find a counter. The counter is ordinary. However, the counter, like an empty counter, has nothing on it. Sometimes, just sometimes, TextWorld can just be the worst. You see a stove. Unfortunately, there isn't a thing on it. You can see a kitchen island. You see a note on the kitchen island. I mean, just wow! Isn't TextWorld just the best?

There is an open screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying: an old key.,6 of 10,0.6,False,
7,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [x] Unlock the wooden door
4. [x] Make sure the wooden door is opened
5. [x] Go east through the wooden door
6. [x] Open the screen door within the kitchen
7. [ ] Try to take a trip east
8. [ ] Attempt to go south
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north
11. [ ] Venture west
12. [ ] Place the lettuce on the stove within the kitchen",I'll go east through the open screen door into the garden.,go east,,"-= Backyard =-
You find yourself in a backyard. An ordinary one. You decide to just list off a complete list of everything you see in the room, because hey, why not?

You make out a set of chairs. The set of chairs is standard. But there isn't a thing on it. It would have been so cool if there was stuff on the set of chairs. You can see a bbq. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a patio table. But oh no! there's nothing on this piece of trash.

There is an open screen door leading west. There is an exit to the south. Don't worry, it is unguarded.



Your score has just gone up by one point.",Backyard,"You find yourself in a backyard. An ordinary one. You decide to just list off a complete list of everything you see in the room, because hey, why not?

You make out a set of chairs. The set of chairs is standard. But there isn't a thing on it. It would have been so cool if there was stuff on the set of chairs. You can see a bbq. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a patio table. But oh no! there's nothing on this piece of trash.

There is an open screen door leading west. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: an old key.,7 of 10,0.7,False,
8,,,,,I beg your pardon?,Backyard,"You find yourself in a backyard. An ordinary one. You decide to just list off a complete list of everything you see in the room, because hey, why not?

You make out a set of chairs. The set of chairs is standard. But there isn't a thing on it. It would have been so cool if there was stuff on the set of chairs. You can see a bbq. But the thing is empty, unfortunately. If you haven't noticed it already, there seems to be something there by the wall, it's a patio table. But oh no! there's nothing on this piece of trash.

There is an open screen door leading west. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: an old key.,7 of 10,0.7,False,
9,"1. [x] Open the antique trunk
2. [x] Retrieve the old key from the antique trunk
3. [x] Unlock the wooden door
4. [x] Make sure the wooden door is opened
5. [x] Go east through the wooden door
6. [x] Open the screen door within the kitchen
7. [x] Try to take a trip east
8. [ ] Attempt to go south (to the garden)
9. [ ] Pick up the lettuce from the floor of the garden
10. [ ] Go north (back to the backyard)
11. [ ] Venture west (to the kitchen)
12. [ ] Place the lettuce on the stove within the kitchen",I should go south from the backyard into the garden to reach the lettuce.,go south,,"-= Garden =-
Of every garden you could have walked into, you had to saunter into a normal one. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unguarded.

There is an apple, a tomato plant, a lettuce and a shovel on the floor.


Your score has just gone up by one point.",Garden,"Of every garden you could have walked into, you had to saunter into a normal one. You begin to take stock of what's in the room.



You don't like doors? Why not try going north, that entranceway is unguarded.

There is an apple, a tomato plant, a lettuce and a shovel on the floor.",You are carrying: an old key.,8 of 10,0.8,False,
