step_id,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a yellow bell pepper, a red apple, a raw purple potato, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
1,I need to check the cookbook on the counter to find a recipe for a delicious meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
banana
  red onion
  carrot
  pork chop
  yellow bell pepper

Directions:
chop the banana
  fry the banana
  slice the red onion
  fry the red onion
  chop the carrot
  fry the carrot
  dice the pork chop
  roast the pork chop
  chop the yellow bell pepper
  roast the yellow bell pepper
  prepare meal",Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a yellow bell pepper, a red apple, a raw purple potato, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
2,"I need to gather the ingredients from the counter and my inventory that are required for the recipe: banana and yellow bell pepper from the counter, and I already have a yellow bell pepper in my inventory. I also need to find the red onion, carrot, and pork chop which are not currently visible, so I should check the fridge for these ingredients.",open fridge,,"You open the fridge, revealing a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion.",Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a yellow bell pepper, a red apple, a raw purple potato, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
3,"I need to take the banana from the counter, and also take the red onion, carrot, and raw pork chop from the fridge to have all the ingredients for the recipe.",take banana from counter,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.","You are carrying: a yellow bell pepper, a red apple, a raw purple potato, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
4,"I am carrying too many items, so I need to drop some unnecessary items to make space for the recipe ingredients. The red apple and the raw potatoes are not needed for this recipe, so I will drop them.",drop red apple,,You drop the red apple on the ground.,Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a red apple on the floor.","You are carrying: a yellow bell pepper, a raw purple potato, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
5,I still need to drop more items to make space for the recipe ingredients. I will drop the raw purple potato next.,drop raw purple potato,,You drop the purple potato on the ground.,Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw purple potato and a red apple on the floor.","You are carrying: a yellow bell pepper, a raw red potato and an orange bell pepper.",0 of 16,0.0,False,
6,I still need to drop one more item to make space for the recipe ingredients. I will drop the raw red potato next.,drop raw red potato,,You drop the red potato on the ground.,Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a banana, a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw red potato, a raw purple potato and a red apple on the floor.",You are carrying: a yellow bell pepper and an orange bell pepper.,0 of 16,0.0,False,
7,"Now that I have enough space, I will take the banana from the counter.",take banana from counter,,"You take the banana from the counter.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a red onion, a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw red potato, a raw purple potato and a red apple on the floor.","You are carrying: a banana, a yellow bell pepper and an orange bell pepper.",1 of 16,0.0625,False,
8,I will now take the red onion from the fridge to have more ingredients for the recipe.,take red onion from fridge,,"You take the red onion from the fridge.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a raw pork chop, a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw red potato, a raw purple potato and a red apple on the floor.","You are carrying: a red onion, a banana, a yellow bell pepper and an orange bell pepper.",2 of 16,0.125,False,
9,I will now take the raw pork chop from the fridge to have the main ingredient for the meal.,take raw pork chop from fridge,,"You take the pork chop from the fridge.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. An ordinary kind of place.

You see a fridge. The fridge contains a carrot, a block of cheese, a red hot pepper and a white onion, so there's that. You see an oven. Hey, want to see a table? Look over there, a table. But there isn't a thing on it. You can see a counter. The counter is vast. On the counter you make out a raw yellow potato, a cookbook and a knife. Wow! Just like in the movies! You make out a stove. But oh no! there's nothing on this piece of trash.

There is a closed frosted-glass door leading south. There is an exit to the east. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.

There is a raw red potato, a raw purple potato and a red apple on the floor.","You are carrying: a raw pork chop, a red onion, a banana, a yellow bell pepper and an orange bell pepper.",3 of 16,0.1875,False,
