step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Your first objective is to make an effort to go south. Next, move east. With that done, head north. That done, make an effort to travel east. If you can do that, attempt to venture north. With that over with, go west. Then, head north. With that done, attempt to travel east. With that accomplished, move north. That done, make an effort to head east. Then, attempt to head east. Then, venture south. And then, try to move east. After that, travel north. Next, make an effort to head east. After that, go to the east. Next, try to head north. Then, attempt to go west. After that, try to take a trip north. And then, travel north. Then, try to go north. And then, make an effort to go to the north. If you can succeed at that, head north. Then, attempt to take a trip east. After that, travel east. And then, head east. Then, attempt to go to the south. That done, make an effort to move west. Then, try to go north. Okay, and then, venture north. Then, go east. If you can finish that, head east. Then, move south. Then, attempt to head east. And then, venture north. After that, head east. And then, take a trip south. Then, make an attempt to go to the west. After that, attempt to take a trip west. Following that, venture west. And then, make an attempt to take a trip south. With that over with, attempt to travel south. With that over with, try to head south. With that over with, make an effort to head south. Following that, head east. That done, move south. Then, venture south. Then, travel west. With that done, make an effort to go south. Once you accomplish that, make an effort to travel east. Then, make an attempt to go to the south. And then, try to go east. That done, attempt to move north. Then, try to take a trip east. Then, venture north. After that, head north. Okay, and then, go north. Then, make an attempt to travel east. With that accomplished, go to the east. Then, go to the south. Following that, go to the south. Next, attempt to venture south. With that over with, make an attempt to go to the east. Next, go east. Then, take a trip north. And then, make an attempt to go to the west. And then, attempt to head south. And then, try to go south. With that over with, take a trip west. Once you accomplish that, take a trip west. Next, make an effort to move west. Then, make an attempt to head north. If you can succeed at that, go north. And then, try to go to the west. With that done, head south. With that over with, attempt to head east. And then, make an attempt to go south. Then, travel east. And then, move south. With that done, attempt to go to the south. That done, attempt to go to the south. With that over with, attempt to go east. With that over with, attempt to venture south. After that, head east. And then, attempt to travel east. Then, make an effort to venture east. If you can get through with that, try to travel north. Once you finish that, try to go to the north. Then, make an effort to travel east. With that over with, go east. Once you do that, move east. And then, move south. With that over with, venture west. And then, move south. With that accomplished, try to travel south. Next, travel south. After that, head east. Once you succeed at that, make an attempt to venture south. After that, pick-up the coin from the floor of the lounge. Once that's all handled, you can stop!",,Kitchenette,"You find yourself in a kitchenette. A typical one.



There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the south. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I will start by going south as the first step of the instructions.,go south,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
2,,,I will follow the instructions and go south first.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
4,,,I will go south as the first step of the instructions.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
5,,,I should go north since the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
6,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
8,,,I should go south as the first step of the instructions.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
9,,,I should go north since the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
10,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
11,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
12,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
13,,,I should go north since the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
14,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
15,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
16,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
17,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
18,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
19,,,I should go north as the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
20,,,I should go south as the first step of the task.,go south,,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",Messy Spare Room,"You've entered a messy spare room. You begin looking for stuff.



You don't like doors? Why not try going north, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
21,,,I should go north since the entranceway is unblocked.,go north,,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",Spare Room,"You've just shown up in a spare room.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
22,,,I should go east as the entranceway is unguarded.,go east,,"You are in a canteen. A standard kind of place.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an unguarded exit to the south. There is an unblocked exit to the west.",Canteen,"You are in a canteen. A standard kind of place.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north. There is an unguarded exit to the south. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
23,,,I should go south from the canteen as there is an unguarded exit to the south.,go south,,"You are in an office 33. A serious kind of place. The room is well lit.



You don't like doors? Why not try going north, that entranceway is unguarded.",Serious Office 33,"You are in an office 33. A serious kind of place. The room is well lit.



You don't like doors? Why not try going north, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
