agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline,gpt-5.1,tw-treasure-3,10,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! First off, if it's not too much trouble, I need you to take a trip west. That done, venture north. And then, pick-up the fondue from the floor of the studio. And if you do that, you're the winner!",True,1.0,3,20,3,3825,86,3911,0.00478125,0.0008600000000000001,0.00564125,1763710322.709911,,1.6039321422576904,0.3333333333333333,0.00025568908207619537,,1763710327.3138433
baseline,gpt-5.1,tw-treasure-3,20,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First thing I need you to do is to ensure that the passageway inside the bedchamber is open. And then, make an effort to take a trip south. With that over with, venture south. And then, travel east. Then, pick-up the passkey from the floor of the laundromat. Once that's all handled, you can stop!",True,1.0,5,20,5,7756,158,7914,0.009695,0.0015799999999999998,0.011275,1763710328.489904,,3.989858865737915,0.2,0.00012635835228708617,,1763710337.4797628
baseline,gpt-5.1,tw-treasure-3,30,"Who's got a virtual machine and is about to play through an life changing round of TextWorld? You do! Here is how to play! First of all, you could, like, head west. Then, take a trip west. If you can get around to doing that, take a trip west. If you can finish that, make an attempt to head south. And then, make an effort to go east. Then, try to go east. Then, recover the loaf of bread from the rack in the laundromat. And once you've done that, you win!",True,1.0,7,20,7,13504,228,13732,0.01688,0.00228,0.01916,1763710338.652291,,5.9078497886657715,0.14285714285714285,7.282260413632391e-05,,1763710351.5601408
baseline,gpt-5.1,tw-treasure-3,40,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First stop, make an effort to travel north. And then, travel west. With that over with, make an attempt to travel west. With that accomplished, make an effort to venture south. After that, head south. With that done, travel west. After that, go north. That done, go north. And then, lift the keycard from the floor of the cubicle. Once that's all handled, you can stop!",True,1.0,9,20,9,18709,243,18952,0.02338625,0.00243,0.02581625,1763710352.744316,,25.835585594177246,0.1111111111111111,5.276487969607429e-05,,1763710387.5799017
baseline,gpt-5.1,tw-treasure-3,50,"Welcome to another fast paced session of TextWorld! First of all, you could, like, travel west. Then, attempt to venture west. And then, go north. And then, make an effort to head east. And then, move east. Then, head east. With that done, attempt to venture north. Okay, and then, attempt to move west. After that, try to venture west. Then, try to head west. Next, retrieve the Comic Strip Calendar from the chair. Once that's all handled, you can stop!",True,1.0,11,20,11,24297,293,24590,0.03037125,0.0029300000000000003,0.03330125,1763710388.7704895,,9.057034969329834,0.09090909090909091,4.0666937779585194e-05,,1763710408.8275244
baseline,gpt-5.1,tw-treasure-3,60,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Your first objective is to open the portal in the bar. After that, go to the south. And then, recover the passkey from the plate inside the dish-pit. If you can get your hands on the passkey, unlock the gateway with the passkey. Then, ensure that the gateway inside the dish-pit is open. After that, go south. And then, try to take a trip west. And then, take a trip west. If you can get through with that, make an attempt to venture west. Once you accomplish that, take a trip north. And then, make an effort to go east. Then, lift the sandwich from the floor of the parlor. And if you do that, you're the winner!",True,1.0,12,20,12,25462,452,25914,0.031827499999999995,0.00452,0.03634749999999999,1763710410.0622663,,26.97062397003174,0.08333333333333333,3.858917959404183e-05,,1763710449.0328903
baseline,gpt-5.1,tw-treasure-3,70,"Welcome to TextWorld! First thing I need you to do is to attempt to travel south. Then, pick-up the Canadian keycard from the floor of the cubicle. With the Canadian keycard, check that the Canadian passageway inside the cubicle is unlocked with the Canadian keycard. Then, ensure that the Canadian passageway is open. After that, go to the west. After that, make an effort to go to the north. Then, retrieve the key from the floor of the workshop. Alright, thanks!",True,1.0,7,20,7,11539,255,11794,0.01442375,0.00255,0.016973750000000003,1763710450.2635002,,6.269931077957153,0.14285714285714285,8.478887569950823e-05,,1763710463.5334313
baseline,gpt-5.1,tw-treasure-3,80,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, if it's not too much trouble, I need you to attempt to go to the north. And then, make sure that the door inside the basement is unlocked with the key. Then, ensure that the door in the basement is open. After that, move north. With that over with, attempt to take a trip west. That done, attempt to move west. Once you finish that, head north. Okay, and then, attempt to head west. And then, try to head north. Following that, take a trip east. Then, make an effort to go to the east. And then, head east. Then, venture east. And then, attempt to head south. And then, head west. Once you get through with that, pick-up the lampshade from the floor of the cellar. Got that? Good!",True,1.0,16,24,16,45524,475,45999,0.056905000000000004,0.00475,0.061655,1763710464.7489808,,39.5792818069458,0.0625,2.1739603034848585e-05,,1763710520.3282626
baseline,gpt-5.1,tw-treasure-3,90,"Welcome to TextWorld! First off, if it's not too much trouble, I need you to go to the north. Then, open the gate. Then, head west. And then, make an effort to head north. With that done, ensure that the hatch in the steam room is open. After that, try to move west. And then, travel west. With that over with, make an effort to go to the west. If you can get through with that, make an effort to move south. After that, attempt to head south. With that accomplished, attempt to travel east. After that, try to travel south. And then, travel south. After that, take a trip east. And then, make an attempt to take a trip north. Then, go north. Okay, and then, attempt to venture north. Next, lift the sandwich from the floor of the bar. That's it!",True,1.0,18,27,18,53225,561,53786,0.06653125,0.0056099999999999995,0.07214125,1763710521.5085616,,47.34287238121033,0.05555555555555555,1.859219871341985e-05,,1763710586.851434
baseline,gpt-5.1,tw-treasure-3,100,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, move west. And then, try to move south. And then, make an attempt to go to the south. With that done, retrieve the American style passkey from the basket. After that, go north. Then, unlock the American style gate in the study. And then, open the American style gate. After that, go to the east. And then, open the gate inside the sauna. After opening the gate, make an attempt to venture east. Then, make an attempt to move east. With that done, try to venture south. After that, pick-up the non-euclidean latchkey from the floor of the spare room. And then, go north. After that, make absolutely sure that the non-euclidean passageway is unlocked. After that, open the non-euclidean passageway. Then, move north. With that over with, move east. After that, make an effort to head south. Then, recover the stapler from the floor of the studio. Got that? Good!",True,1.0,20,30,20,59661,644,60305,0.07457625,0.00644,0.08101625,1763710588.0194194,,51.769747734069824,0.05,1.6582372937567365e-05,,1763710659.7891672
