step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,,Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. You can make out a closed antique trunk in the corner. Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying nothing.,0 of 10,0.0,False,
1,"- Current location is the bedroom.
- There is a chest drawer and a closed antique trunk in the bedroom.
- There is a king-size bed with nothing on it.
- There is a closed wooden door leading east.
- Inventory is empty.",I should start by examining the chest drawer to see if there is anything useful inside.,open chest drawer,,You open the chest drawer.,Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out a closed antique trunk in the corner. Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying nothing.,0 of 10,0.0,False,
2,"- Current location is the bedroom.
- The chest drawer is empty.
- There is a closed antique trunk in the corner.
- There is a king-size bed with nothing on it.
- There is a closed wooden door leading east.
- Inventory is empty.","Since the chest drawer is empty, I should examine the antique trunk to see if it can be opened or contains anything.",open antique trunk,,"You open the antique trunk, revealing an old key.


Your score has just gone up by one point.",Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out an opened antique trunk in the corner. The antique trunk contains an old key. Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying nothing.,1 of 10,0.1,False,
3,"- Current location is the bedroom.
- The chest drawer is empty.
- The antique trunk is open and contains an old key.
- There is a king-size bed with nothing on it.
- There is a closed wooden door leading east.
- Inventory is empty.",I should take the old key from the antique trunk to see if it can unlock the door to the east.,take old key from antique trunk,,"You take the old key from the antique trunk.



Your score has just gone up by one point.",Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out an opened antique trunk in the corner. The antique trunk is empty! This is the worst thing that could possibly happen, ever! Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 10,0.2,False,
4,"- Current location is the bedroom.
- The chest drawer is empty.
- The antique trunk is open and now empty.
- There is a king-size bed with nothing on it.
- There is a closed wooden door leading east.
- Inventory contains an old key.",I should try to unlock the closed wooden door to the east using the old key.,unlock door with old key,,"You unlock wooden door.


Your score has just gone up by one point.",Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out an opened antique trunk in the corner. The antique trunk is empty! This is the worst thing that could possibly happen, ever! Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying: an old key.,3 of 10,0.3,False,
5,"- Current location is the bedroom.
- The chest drawer is empty.
- The antique trunk is open and empty.
- There is a king-size bed with nothing on it.
- The wooden door leading east is now unlocked.
- Inventory contains an old key.",I should go east through the now unlocked door to explore the next room.,go east,,You have to open the wooden door first.,Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out an opened antique trunk in the corner. The antique trunk is empty! This is the worst thing that could possibly happen, ever! Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is a closed wooden door leading east.",You are carrying: an old key.,3 of 10,0.3,False,
6,"- Current location is the bedroom.
- The chest drawer is empty.
- The antique trunk is open and empty.
- There is a king-size bed with nothing on it.
- The wooden door leading east is unlocked but currently closed.
- Inventory contains an old key.",I need to open the unlocked wooden door before I can go east through it.,open wooden door,,"You open wooden door.


Your score has just gone up by one point.",Bedroom,"A rusty notice tells you that you are now in the bedroom. You begin to take stock of what's in the room.

You see a chest drawer. The chest drawer is empty, what a horrible day! You can make out an opened antique trunk in the corner. The antique trunk is empty! This is the worst thing that could possibly happen, ever! Look over there! a king-size bed. Looks like someone's already been here and taken everything off it, though. Hm. Oh well

There is an open wooden door leading east.",You are carrying: an old key.,4 of 10,0.4,False,
7,"- Current location is the bedroom.
- The chest drawer is empty.
- The antique trunk is open and empty.
- There is a king-size bed with nothing on it.
- The wooden door leading east is unlocked and now open.
- Inventory contains an old key.",I should go east through the open wooden door to explore the next room.,go east,,"You arrive in a kitchen. A typical kind of place. You start to take note of what's in the room.

You make out a refrigerator. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. However, the counter, like an empty counter, has nothing on it. You scan the room, seeing a stove. But oh no! there's nothing on this piece of trash. Hm. Oh well Hey, want to see a kitchen island? Look over there, a kitchen island. On the kitchen island you see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.



Your score has just gone up by one point.",Kitchen,"You arrive in a kitchen. A typical kind of place. You start to take note of what's in the room.

You make out a refrigerator. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. However, the counter, like an empty counter, has nothing on it. You scan the room, seeing a stove. But oh no! there's nothing on this piece of trash. Hm. Oh well Hey, want to see a kitchen island? Look over there, a kitchen island. On the kitchen island you see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.",You are carrying: an old key.,5 of 10,0.5,False,
8,"- Current location is the kitchen.
- The kitchen has a refrigerator, counter, stove, and a kitchen island.
- The kitchen island has a note on it.
- There is a closed screen door leading east.
- There is an open wooden door leading west.
- There are exits to the north and south.
- Inventory contains an old key.",I should examine the note on the kitchen island to gather more information.,examine note,,The dinner is almost ready! It's only missing a grilled half of a bag of chips.,Kitchen,"You arrive in a kitchen. A typical kind of place. You start to take note of what's in the room.

You make out a refrigerator. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. However, the counter, like an empty counter, has nothing on it. You scan the room, seeing a stove. But oh no! there's nothing on this piece of trash. Hm. Oh well Hey, want to see a kitchen island? Look over there, a kitchen island. On the kitchen island you see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.",You are carrying: an old key.,5 of 10,0.5,False,
9,"- Current location is the kitchen.
- The kitchen has a refrigerator, counter, stove, and a kitchen island.
- The kitchen island has a note that says the dinner is almost ready, missing a grilled half of a bag of chips.
- There is a closed screen door leading east.
- There is an open wooden door leading west.
- There are exits to the north and south.
- Inventory contains an old key.",I should check the refrigerator to see if there is a bag of chips to grill.,open refrigerator,,"You open the refrigerator, revealing a milk and a lettuce.",Kitchen,"You arrive in a kitchen. A typical kind of place. You start to take note of what's in the room.

You make out a refrigerator. The refrigerator contains a milk and a lettuce. You see a counter. I guess it's true what they say, if you're looking for a counter, go to TextWorld. However, the counter, like an empty counter, has nothing on it. You scan the room, seeing a stove. But oh no! there's nothing on this piece of trash. Hm. Oh well Hey, want to see a kitchen island? Look over there, a kitchen island. On the kitchen island you see a note.

There is a closed screen door leading east. There is an open wooden door leading west. You need an unguarded exit? You should try going north. You need an unblocked exit? You should try going south.",You are carrying: an old key.,5 of 10,0.5,False,
