step_id,plan,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is how to play! First, it would be great if you could make an attempt to go south. Next, make an effort to venture south. And then, venture west. With that done, move west. With that done, travel south. That done, venture west. Next, travel south. And then, try to take a trip south. After that, try to travel south. Then, take a trip west. Then, travel north. Once you accomplish that, go north. After that, try to go to the north. After that, go to the north. And then, make an attempt to head east. Then, try to take a trip north. And then, try to go east. After that, go north. And then, make an attempt to go west. And then, go to the south. With that accomplished, make an effort to move west. And then, move west. Then, try to head west. Once you accomplish that, move south. Once you succeed at that, make an effort to go east. After that, go to the east. Then, go north. Okay, and then, make an effort to go west. Then, attempt to venture north. With that done, make an attempt to move east. With that over with, take a trip north. And then, head north. And then, try to take a trip west. And then, make an effort to travel north. Then, travel north. After that, make an attempt to go to the west. And then, try to head north. And then, make an effort to head west. That done, go to the north. That done, make an effort to go west. After that, make an effort to move west. Next, make an effort to go north. Following that, try to venture north. Then, take a trip east. With that over with, travel south. Once you get through with that, move south. And then, make an effort to take a trip south. Next, try to move west. If you can manage that, head south. And then, venture west. After that, try to travel north. Following that, make an effort to venture east. After that, make an attempt to move south. Following that, make an attempt to go to the east. That done, head east. With that over with, move south. Then, move south. And then, venture east. And then, go to the east. And then, head north. Then, go to the east. And then, travel east. Then, head south. And then, go to the south. Then, make an effort to take a trip south. Then, head south. Then, move west. Then, make an attempt to move north. With that done, make an attempt to go to the west. After that, try to move south. That done, attempt to travel south. And then, attempt to go west. Once you finish that, go to the west. After that, attempt to go to the south. With that accomplished, venture south. Following that, lift the coin from the floor of the scullery. Got that? Good!",,Sleepy Chamber,"You've entered a sleepy chamber. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the east. You need an unguarded exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
1,,I will try to go south as suggested to explore the next room.,go south,,"-= Kitchen =-
You've just walked into a kitchen.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an unguarded exit to the west.",Kitchen,"You've just walked into a kitchen.



You need an unguarded exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unblocked. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
2,,I will go south as suggested to continue exploring.,go south,,"-= Steamy Kitchen =-
You've just walked into a steamy kitchen.



There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Steamy Kitchen,"You've just walked into a steamy kitchen.



There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,,I will go west as suggested to explore the unblocked entranceway.,go west,,"-= Stuffed Pantry =-
You're now in the stuffed pantry.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Stuffed Pantry,"You're now in the stuffed pantry.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,,I will go west as suggested to continue exploring the unblocked exit.,go west,,"-= Ugly Pantry =-
Well, here we are in the ugly pantry.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south.",Ugly Pantry,"Well, here we are in the ugly pantry.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
5,,I will go south as suggested to find an unguarded exit.,go south,,"-= Silent Office =-
You have entered the most silent of all possible offices. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Silent Office,"You have entered the most silent of all possible offices. The room seems oddly familiar, as though it were only superficially different from the other rooms in the building.



You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,,I will go west as suggested to explore the unblocked entranceway.,go west,,"-= Austere Study =-
You've just shown up in an austere study. You begin to take stock of what's in the room.



There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. There is an unblocked exit to the south.",Austere Study,"You've just shown up in an austere study. You begin to take stock of what's in the room.



There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. There is an unblocked exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
7,,I will go south to continue exploring the unblocked exit.,go south,,"-= Roomy Closet =-
You've just shown up in a roomy closet.



You need an unguarded exit? You should try going north. There is an unblocked exit to the south. There is an exit to the west. Don't worry, it is unguarded.",Roomy Closet,"You've just shown up in a roomy closet.



You need an unguarded exit? You should try going north. There is an unblocked exit to the south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
8,,I will go south as suggested to explore the unblocked exit.,go south,,"-= Gloomy Pantry =-
You find yourself in a pantry. A gloomy one. You try to gain information on your surroundings by using a technique you call ""looking.""



You need an unguarded exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked.",Gloomy Pantry,"You find yourself in a pantry. A gloomy one. You try to gain information on your surroundings by using a technique you call ""looking.""



You need an unguarded exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
9,,I will go east as suggested to find an unguarded exit.,go east,,"-= Fun Playroom =-
You are in a playroom. A fun one.



You need an unblocked exit? You should try going west.",Fun Playroom,"You are in a playroom. A fun one.



You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
