step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, make an effort to take a trip east. And then, venture north. And then, go east. Following that, attempt to go to the east. Following that, move south. And then, try to move west. And then, make an effort to head west. And then, go to the west. And then, venture north. After that, make an attempt to go to the north. Then, make an attempt to travel west. After that, attempt to venture south. If you can succeed at that, make an effort to go to the east. If you can finish that, try to head south. If you can get through with that, make an attempt to venture west. Then, venture west. Then, make an attempt to go to the west. And then, pick-up the coin from the floor of the vault. That's it!",,Chamber,"You arrive in a chamber. An usual kind of place.



You need an unguarded exit? You should try going east. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I will follow the instructions and go east first.,go east,,"You are in a bar. A normal one.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",Bar,"You are in a bar. A normal one.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
2,,,"Next, I will go north as instructed.",go north,,"You find yourself in a workshop. A standard one.



You need an unguarded exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",Workshop,"You find yourself in a workshop. A standard one.



You need an unguarded exit? You should try going east. You need an unblocked exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I will go east next as per the instructions.,go east,,"You've just sauntered into a serious studio. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unblocked exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",Serious Studio,"You've just sauntered into a serious studio. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unblocked exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
4,,,I will go east again as instructed.,go east,,"You arrive in a dish-pit. An usual one.



There is an exit to the east. Don't worry, it is unblocked. You need an unguarded exit? You should try going north. There is an unguarded exit to the south. You need an unblocked exit? You should try going west.",Dish-Pit,"You arrive in a dish-pit. An usual one.



There is an exit to the east. Don't worry, it is unblocked. You need an unguarded exit? You should try going north. There is an unguarded exit to the south. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
5,,,I will go south next as instructed.,go south,,"You arrive in a shower. An usual one. Okay, just remember what you're here to do, and everything will go great.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",Shower,"You arrive in a shower. An usual one. Okay, just remember what you're here to do, and everything will go great.



You need an unguarded exit? You should try going east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
6,,,I will go west next as instructed.,go west,,"You are in an office. An austere kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",Austere Office,"You are in an office. An austere kind of place. You begin to take stock of what's in the room.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unblocked exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
7,,,I will go west again as instructed.,go west,,"Ah, the kitchen. This is some kind of kitchen, really great standard vibes in this place, a wonderful standard atmosphere. And now, well, you're in it.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Kitchen,"Ah, the kitchen. This is some kind of kitchen, really great standard vibes in this place, a wonderful standard atmosphere. And now, well, you're in it.



You don't like doors? Why not try going east, that entranceway is unguarded. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
8,,,I will go west once more as instructed.,go west,,"You are in a cookhouse. A steamy one.



There is an exit to the east. Don't worry, it is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",Steamy Cookhouse,"You are in a cookhouse. A steamy one.



There is an exit to the east. Don't worry, it is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
9,,,I will go north next as instructed.,go north,,"You arrive in a launderette. A normal one.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",Launderette,"You arrive in a launderette. A normal one.



You don't like doors? Why not try going east, that entranceway is unguarded. You don't like doors? Why not try going north, that entranceway is unblocked. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
