agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,simple-game-10,0,,,,,1.0,8,8241,156,8397,0.125,0.00011909015124449208,
react,gpt-4.1-mini,simple-game-10,1,,,,,1.0,11,13402,321,13723,0.09090909090909091,7.287036362311447e-05,
react,gpt-4.1-mini,simple-game-10,2,,,,,1.0,14,20099,418,20517,0.07142857142857142,4.874006921089828e-05,
react,gpt-4.1-mini,simple-game-10,3,,,,,1.0,8,8446,277,8723,0.125,0.00011463945890175398,
react,gpt-4.1-mini,simple-game-10,4,,,,,1.0,13,17651,385,18036,0.07692307692307693,5.5444666223109334e-05,
react,gpt-4.1-mini,simple-game-10,5,,,,,1.0,8,8426,234,8660,0.125,0.00011547344110854503,
react,gpt-4.1-mini,simple-game-10,6,,,,,1.0,13,17266,309,17575,0.07692307692307693,5.689900426742532e-05,
react,gpt-4.1-mini,simple-game-10,7,,,,,1.0,8,8633,215,8848,0.125,0.00011301989150090416,
react,gpt-4.1-mini,simple-game-10,8,,,,,1.0,14,19139,317,19456,0.07142857142857142,5.139802631578947e-05,
react,gpt-4.1-mini,simple-game-10,9,,,,,1.0,8,7916,160,8076,0.125,0.00012382367508667657,
