agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,coin-game-10,0,,,,,1.0,11,14294,222,14516,0.09090909090909091,6.888950124001103e-05,
react,gpt-4.1-mini,coin-game-10,1,,,,,1.0,12,16765,259,17024,0.08333333333333333,5.8740601503759395e-05,
react,gpt-4.1-mini,coin-game-10,2,,,,,1.0,13,18959,240,19199,0.07692307692307693,5.2086046148236886e-05,
react,gpt-4.1-mini,coin-game-10,3,,,,,1.0,14,21475,309,21784,0.07142857142857142,4.590525156077855e-05,
react,gpt-4.1-mini,coin-game-10,4,,,,,1.0,15,24468,326,24794,0.06666666666666667,4.0332338468984434e-05,
react,gpt-4.1-mini,coin-game-10,5,,,,,0.0,25,53271,593,53864,0.0,0.0,
react,gpt-4.1-mini,coin-game-10,6,,,,,1.0,17,29524,349,29873,0.058823529411764705,3.347504435443377e-05,
react,gpt-4.1-mini,coin-game-10,7,,,,,0.0,25,51699,701,52400,0.0,0.0,
react,gpt-4.1-mini,coin-game-10,8,,,,,1.0,19,35882,338,36220,0.05263157894736842,2.7609055770292657e-05,
react,gpt-4.1-mini,coin-game-10,9,,,,,1.0,20,39851,546,40397,0.05,2.4754313439116767e-05,
