agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1,coin-game-10,0,,,,,1.0,10,14373,203,14576,0.1,6.860592755214051e-05,
react,gpt-4.1,coin-game-10,1,,,,,1.0,11,16603,201,16804,0.09090909090909091,5.950964056177101e-05,
react,gpt-4.1,coin-game-10,2,,,,,1.0,12,19024,216,19240,0.08333333333333333,5.197505197505198e-05,
react,gpt-4.1,coin-game-10,3,,,,,1.0,13,21484,263,21747,0.07692307692307693,4.598335402584265e-05,
react,gpt-4.1,coin-game-10,4,,,,,1.0,16,29932,426,30358,0.0625,3.294024639304302e-05,
react,gpt-4.1,coin-game-10,5,,,,,1.0,15,26061,245,26306,0.06666666666666667,3.8014141260548925e-05,
react,gpt-4.1,coin-game-10,6,,,,,1.0,19,36741,372,37113,0.05263157894736842,2.6944736345754856e-05,
react,gpt-4.1,coin-game-10,7,,,,,1.0,17,34280,470,34750,0.058823529411764705,2.8776978417266186e-05,
react,gpt-4.1,coin-game-10,8,,,,,1.0,19,40222,470,40692,0.05263157894736842,2.457485500835545e-05,
react,gpt-4.1,coin-game-10,9,,,,,1.0,19,39393,474,39867,0.05263157894736842,2.5083402312689693e-05,
