agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,treasure-game-10,0,,,,,1.0,3,3380,108,3488,0.3333333333333333,0.00028669724770642203,
react,gpt-4.1-mini,treasure-game-10,1,,,,,1.0,3,3537,76,3613,0.3333333333333333,0.0002767783005812344,
react,gpt-4.1-mini,treasure-game-10,2,,,,,1.0,4,4934,124,5058,0.25,0.00019770660340055358,
react,gpt-4.1-mini,treasure-game-10,3,,,,,1.0,7,9418,176,9594,0.14285714285714285,0.00010423181154888472,
react,gpt-4.1-mini,treasure-game-10,4,,,,,1.0,6,7590,151,7741,0.16666666666666666,0.0001291822761917065,
react,gpt-4.1-mini,treasure-game-10,5,,,,,1.0,6,6527,144,6671,0.16666666666666666,0.00014990256333383302,
react,gpt-4.1-mini,treasure-game-10,6,,,,,1.0,8,10025,200,10225,0.125,9.779951100244499e-05,
react,gpt-4.1-mini,treasure-game-10,7,,,,,1.0,8,10391,285,10676,0.125,9.366804046459348e-05,
react,gpt-4.1-mini,treasure-game-10,8,,,,,1.0,4,4882,148,5030,0.25,0.00019880715705765408,
react,gpt-4.1-mini,treasure-game-10,9,,,,,1.0,11,14668,298,14966,0.09090909090909091,6.681812107443539e-05,
