step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, if it's not too much trouble, I need you to attempt to go to the north. And then, make sure that the door inside the basement is unlocked with the key. Then, ensure that the door in the basement is open. After that, move north. With that over with, attempt to take a trip west. That done, attempt to move west. Once you finish that, head north. Okay, and then, attempt to head west. And then, try to head north. Following that, take a trip east. Then, make an effort to go to the east. And then, head east. Then, venture east. And then, attempt to head south. And then, head west. Once you get through with that, pick-up the lampshade from the floor of the cellar. Got that? Good!",,Shower,"You've entered a shower. Let's see what's in here.



There is an exit to the north. Don't worry, it is unguarded.",You are carrying: a key.,0 of 1,0.0,False,
1,"- Starting location is the Shower.
- There is an exit to the north from the Shower.
- I am carrying a key.
- Task involves going north, unlocking and opening the basement door, moving through various directions, and picking up a lampshade in the cellar.",I will first go north from the Shower as instructed.,go north,,"You arrive in a basement. A normal one.

You scan the room for a suitcase, and you find a suitcase. Hmmm... what else, what else? You make out a workbench. The workbench is ordinary. However, the workbench, like an empty workbench, has nothing on it. You can make out a counter. However, the counter, like an empty counter, has nothing on it.

There is a closed door leading north. There is an exit to the south. Don't worry, it is unblocked.",Basement,"You arrive in a basement. A normal one.

You scan the room for a suitcase, and you find a suitcase. Hmmm... what else, what else? You make out a workbench. The workbench is ordinary. However, the workbench, like an empty workbench, has nothing on it. You can make out a counter. However, the counter, like an empty counter, has nothing on it.

There is a closed door leading north. There is an exit to the south. Don't worry, it is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
2,"- I am in the Basement now.
- There is a closed door leading north in the Basement.
- I have a key in my inventory.
- The door to the north in the Basement needs to be unlocked and opened.",I should unlock the closed door to the north in the Basement using the key.,unlock door with key,,You unlock door.,Basement,"You arrive in a basement. A normal one.

You scan the room for a suitcase, and you find a suitcase. Hmmm... what else, what else? You make out a workbench. The workbench is ordinary. However, the workbench, like an empty workbench, has nothing on it. You can make out a counter. However, the counter, like an empty counter, has nothing on it.

There is a closed door leading north. There is an exit to the south. Don't worry, it is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
3,"- I am in the Basement.
- The door to the north in the Basement was locked but is now unlocked.
- The door to the north is still closed.
- I have a key in my inventory.",I should open the now unlocked door to the north in the Basement.,open door,,You open door.,Basement,"You arrive in a basement. A normal one.

You scan the room for a suitcase, and you find a suitcase. Hmmm... what else, what else? You make out a workbench. The workbench is ordinary. However, the workbench, like an empty workbench, has nothing on it. You can make out a counter. However, the counter, like an empty counter, has nothing on it.

There is an open door leading north. There is an exit to the south. Don't worry, it is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
4,"- I am in the Basement.
- The door to the north in the Basement is now open.
- I have a key in my inventory.",I should go north through the open door in the Basement.,go north,,"You've just shown up in a bedroom. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an open door leading south. You need an unblocked exit? You should try going north. There is an unblocked exit to the west.",Bedroom,"You've just shown up in a bedroom. You decide to just list off a complete list of everything you see in the room, because hey, why not?



There is an open door leading south. You need an unblocked exit? You should try going north. There is an unblocked exit to the west.",You are carrying: a key.,0 of 1,0.0,False,
5,"- I am in the Bedroom.
- There is an open door leading south.
- There are unblocked exits to the north and west.
- I have a key in my inventory.",I should go west as the task instructs to take a trip west.,go west,,"You find yourself in a pantry. A standard kind of place. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. You don't like doors? Why not try going west, that entranceway is unblocked.",Pantry,"You find yourself in a pantry. A standard kind of place. I guess you better just go and list everything you see here.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
6,"- I am in the Pantry.
- There are unblocked exits to the east, north, and west.
- I have a key in my inventory.","The task says to attempt to move west, so I will go west.",go west,,"You arrive in a canteen. A standard one. You decide to just list off a complete list of everything you see in the room, because hey, why not?

You bend down to tie your shoe. When you stand up, you notice a pan! The pan is ordinary. But the thing is empty, unfortunately. Hm. Oh well

There is an unguarded exit to the east. There is an unguarded exit to the north. There is an unguarded exit to the south. There is an exit to the west. Don't worry, it is unblocked.",Canteen,"You arrive in a canteen. A standard one. You decide to just list off a complete list of everything you see in the room, because hey, why not?

You bend down to tie your shoe. When you stand up, you notice a pan! The pan is ordinary. But the thing is empty, unfortunately. Hm. Oh well

There is an unguarded exit to the east. There is an unguarded exit to the north. There is an unguarded exit to the south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
7,"- I am in the Canteen.
- There are unguarded exits to the east, north, and south.
- There is an unblocked exit to the west.
- I have a key in my inventory.","The task says to head north next, so I will go north.",go north,,"You find yourself in a closet. A typical one.

You can make out a safe.

There is an unblocked exit to the east. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Closet,"You find yourself in a closet. A typical one.

You can make out a safe.

There is an unblocked exit to the east. You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
8,"- I am in the Closet.
- There is a safe in the Closet.
- There are unblocked exits to the east and west.
- There are unguarded exits to the north and south.
- I have a key in my inventory.","The task says to head west next, so I will go west.",go west,,"You've entered a salon. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unguarded.",Salon,"You've entered a salon. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unguarded.",You are carrying: a key.,0 of 1,0.0,False,
9,"- I am in the Salon.
- There are unblocked exits to the east and north.
- There is an unguarded exit to the south.
- I have a key in my inventory.","The task says to head north next, so I will go north.",go north,,"You've entered a chamber. You start to take note of what's in the room.

You can make out an opened coffer. The coffer is empty! This is the worst thing that could possibly happen, ever!

You don't like doors? Why not try going east, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked.",Chamber,"You've entered a chamber. You start to take note of what's in the room.

You can make out an opened coffer. The coffer is empty! This is the worst thing that could possibly happen, ever!

You don't like doors? Why not try going east, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked.",You are carrying: a key.,0 of 1,0.0,False,
10,"- I am in the Chamber.
- There is an opened, empty coffer in the Chamber.
- There is an unguarded exit to the east.
- There is an unblocked exit to the south.
- I have a key in my inventory.","The task says to head east next, so I will go east.",go east,,"You've entered a garage. You begin looking for stuff.

You can see a rack. But the thing is empty.

There is an unblocked exit to the east. There is an unblocked exit to the south. You need an unblocked exit? You should try going west.",Garage,"You've entered a garage. You begin looking for stuff.

You can see a rack. But the thing is empty.

There is an unblocked exit to the east. There is an unblocked exit to the south. You need an unblocked exit? You should try going west.",You are carrying: a key.,0 of 1,0.0,False,
11,"- I am in the Garage.
- There is an empty rack in the Garage.
- There are unblocked exits to the east and south.
- There is an unblocked exit to the west.
- I have a key in my inventory.","The task says to head east next, so I will go east.",go east,,"You arrive in a study. An ordinary one.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal an armchair. The armchair is standard. But there isn't a thing on it.

There is an unguarded exit to the east. You need an unblocked exit? You should try going west.",Study,"You arrive in a study. An ordinary one.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal an armchair. The armchair is standard. But there isn't a thing on it.

There is an unguarded exit to the east. You need an unblocked exit? You should try going west.",You are carrying: a key.,0 of 1,0.0,False,
