step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,"Welcome to another fast paced session of TextWorld! First of all, you could, like, travel west. Then, attempt to venture west. And then, go north. And then, make an effort to head east. And then, move east. Then, head east. With that done, attempt to venture north. Okay, and then, attempt to move west. After that, try to venture west. Then, try to head west. Next, retrieve the Comic Strip Calendar from the chair. Once that's all handled, you can stop!",,Shower,"You've entered a shower.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,"- Starting location is the Shower.
- Exits from Shower: north (unguarded entranceway), west (unguarded exit).","The task instructs to travel west first, so I will go west from the Shower.",go west,,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",Cubicle,"You've entered a cubicle. You begin to take stock of what's here.



There is an unguarded exit to the east. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
2,"- Starting location was the Shower.
- Went west to the Cubicle.
- Cubicle has unguarded exits east and west.","The next instruction is to attempt to venture west again, so I will go west from the Cubicle.",go west,,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",Laundry Place,"Well, here we are in the laundry place.



You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Laundry Place has unblocked exits east and north.","The next instruction is to go north, so I will go north from the Laundry Place.",go north,,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",Steam Room,"You find yourself in a steam room. An ordinary one. You begin looking for stuff.

Oh, great. Here's a board. Looks like someone's already been here and taken everything off it, though.

You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0 of 1,0.0,False,
4,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Steam Room has unblocked exits east, north, and south.","The next instruction is to make an effort to head east, so I will go east from the Steam Room.",go east,,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",Attic,"You arrive in an attic. A typical one. You decide to start listing off everything you see in the room, as if you were in a text adventure.

You make out a closed case, which looks normal, in the room. You scan the room for a shelf, and you find a shelf. Now why would someone leave that there? However, the shelf, like an empty shelf, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the east. There is an unguarded exit to the north. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
5,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Went east to the Attic.
- Attic has a closed case and an empty shelf.
- Attic has unblocked exits east, north, and west.","The next instruction is to move east, so I will go east from the Attic.",go east,,"You've entered a vault.

You make out a display. I mean, just wow! Isn't TextWorld just the best? What a letdown! The display is empty!

There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You've entered a vault.

You make out a display. I mean, just wow! Isn't TextWorld just the best? What a letdown! The display is empty!

There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
6,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Went east to the Attic.
- Went east to the Vault.
- Vault has an empty display.
- Vault has unguarded exits east, north, south, and an unblocked entrance west.","The next instruction is to head east again, so I will go east from the Vault.",go east,,"You are in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the east. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going west.",Pantry,"You are in a pantry. An usual one. You decide to start listing off everything you see in the room, as if you were in a text adventure.



There is an unguarded exit to the east. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
7,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Went east to the Attic.
- Went east to the Vault.
- Went east to the Pantry.
- Pantry has unguarded exits east, north, and west.","The next instruction is to head east again, so I will go east from the Pantry.",go east,,"Fancy seeing you here. Here, by the way, being the closet.

You make out a table. The table is standard. But the thing is empty. You make a mental note to not get your hopes up the next time you see a table in a room.

You need an unblocked exit? You should try going north. There is an exit to the west. Don't worry, it is unblocked.",Closet,"Fancy seeing you here. Here, by the way, being the closet.

You make out a table. The table is standard. But the thing is empty. You make a mental note to not get your hopes up the next time you see a table in a room.

You need an unblocked exit? You should try going north. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
8,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Went east to the Attic.
- Went east to the Vault.
- Went east to the Pantry.
- Went east to the Closet.
- Closet has a table that is empty.
- Closet has unblocked exits north and west.","The next instruction is to attempt to venture north, so I will go north from the Closet.",go north,,"You arrive in a washroom. A normal kind of place.



You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded. You need an unguarded exit? You should try going west.",Washroom,"You arrive in a washroom. A normal kind of place.



You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
9,"- Starting location was the Shower.
- Went west to the Cubicle.
- Went west to the Laundry Place.
- Went north to the Steam Room.
- Went east to the Attic.
- Went east to the Vault.
- Went east to the Pantry.
- Went east to the Closet.
- Went north to the Washroom.
- Washroom has unguarded exits north, south, and west.","The next instruction is to attempt to move west, so I will go west from the Washroom.",go west,,"Well, here we are in the workshop.

You see a gleam over in a corner, where you can see a trunk. You make out an opened suitcase. The suitcase is empty! What a waste of a day!

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",Workshop,"Well, here we are in the workshop.

You see a gleam over in a corner, where you can see a trunk. You make out an opened suitcase. The suitcase is empty! What a waste of a day!

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an exit to the south. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
