agent_name,model_name,eval_name,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error,episode_id
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
If Eliud Kipchoge could maintain his record-making marathon pace indefinitely, how many thousand hours would it take him to run the distance between the Earth and the Moon its closest approach? Please use the minimum perigee value on the Wikipedia page for the Moon when carrying out your calculation. Round your result to the nearest 1000 hours and do not use any comma separators if necessary.",17,"""17000""",0.0,1,312,109,421,0.0,0.0,,0
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
How many studio albums were published by Mercedes Sosa between 2000 and 2009 (included)? You can use the latest 2022 version of english wikipedia.",3,"""Mercedes Sosa released 5 studio albums between 2000 and 2009: 'Misa Criolla' ",0.0,1,268,110,378,0.0,0.0,,1
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
Here's a fun riddle that I think you'll enjoy.

You have been selected to play the final round of the hit new game show ""Pick That Ping-Pong"". In this round, you will be competing for a large cash prize. Your job will be to pick one of several different numbered ping-pong balls, and then the game will commence. The host describes how the game works.

A device consisting of a winding clear ramp and a series of pistons controls the outcome of the game. The ramp feeds balls onto a platform. The platform has room for three ping-pong balls at a time. The three balls on the platform are each aligned with one of three pistons. At each stage of the game, one of the three pistons will randomly fire, ejecting the ball it strikes. If the piston ejects the ball in the first position on the platform the balls in the second and third position on the platform each advance one space, and the next ball on the ramp advances to the third position. If the piston ejects the ball in the second position, the ball in the first position is released and rolls away, the ball in the third position advances two spaces to occupy the first position, and the next two balls on the ramp advance to occupy the second and third positions on the platform. If the piston ejects the ball in the third position, the ball in the first position is released and rolls away, the ball in the second position advances one space to occupy the first position, and the next two balls on the ramp advance to occupy the second and third positions on the platform.

The ramp begins with 100 numbered ping-pong balls, arranged in ascending order from 1 to 100. The host activates the machine and the first three balls, numbered 1, 2, and 3, advance to the platform. Before the random firing of the pistons begins, you are asked which of the 100 balls you would like to pick. If your pick is ejected by one of the pistons, you win the grand prize, $10,000.

Which ball should you choose to maximize your odds of winning the big prize? Please provide your answer as the number of the ball selected.",3,"""50""",0.0,1,682,185,867,0.0,0.0,,2
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
What was the volume in m^3 of the fish bag that was calculated in the University of Leicester paper ""Can Hiccup Supply Enough Fish to Maintain a Dragon’s Diet?""",0.1777,"""0.14 m^3""",0.0,1,270,58,328,0.0,0.0,,3
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
In the video https://www.youtube.com/watch?v=L1vXCYZAYYM, what is the highest number of bird species to be on camera simultaneously?",3,"""I am unable to watch or analyze YouTube videos, so I cannot answer this question.""",0.0,1,267,59,326,0.0,0.0,,4
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
Of the authors (First M. Last) that worked on the paper ""Pie Menus or Linear Menus, Which Is Better?"" in 2015, what was the title of the first paper authored by the one that had authored prior papers?",Mapping Human Oriented Information to Software Agents for Online Systems Usage,"""The first paper authored by Gordon Kurtenbach, who co-authored 'Pie Menus or Linear Menus, Which Is Better?' in 2015 and had prior publications, is 'The Design and Evaluation of Marking Menus' ",0.0,1,284,104,388,0.0,0.0,,5
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
In Series 9, Episode 11 of Doctor Who, the Doctor is trapped inside an ever-shifting maze. What is this location called in the official script for the episode? Give the setting exactly as it appears in the first scene heading.",THE CASTLE,"""INT. CASTLE. DAY""",0.0,1,283,80,363,0.0,0.0,,6
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
An office held a Secret Santa gift exchange where each of its twelve employees was assigned one other employee in the group to present with a gift. Each employee filled out a profile including three likes or hobbies. On the day of the gift exchange, only eleven gifts were given, each one specific to one of the recipient's interests. Based on the information in the document, who did not give a gift?",Fred,"""The person whose assigned recipient did not receive a gift is the one who did not give a gift.""",0.0,1,314,101,415,0.0,0.0,,7
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
.rewsna eht sa ""tfel"" drow eht fo etisoppo eht etirw ,ecnetnes siht dnatsrednu uoy fI",Right,"""right""",1.0,1,269,43,312,1.0,0.003205128205128205,,8
baseline,gpt-4.1,gaia-level-1-10,0,General Assistance,"Answer the following question:
Each cell in the attached spreadsheet represents a plot of land. The color of the cell indicates who owns that plot. Green cells are plots owned by Earl Smith. Can Earl walk through every plot he owns (and no other plots) and return to his starting plot without backtracking? For this question, consider backtracking to be any instance where Earl would enter a plot of land he had already entered since leaving his starting plot.",No,"""I cannot answer the question without access to the spreadsheet or a description of the green cell layout.""",0.0,1,319,110,429,0.0,0.0,,9
