agent_name,model_name,eval_name,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error,episode_id
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
A paper about AI regulation that was originally submitted to arXiv.org in June 2022 shows a figure with three axes, where each axis has a label word at both ends. Which of these words is used to describe a type of society in a Physics and Society article submitted to arXiv.org on August 11, 2016?",egalitarian,"""utopia""",0.0,1,304,145,449,0.0,0.0,,0
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
I’m researching species that became invasive after people who kept them as pets released them. There’s a certain species of fish that was popularized as a pet by being the main character of the movie Finding Nemo. According to the USGS, where was this fish found as a nonnative species, before the year 2020? I need the answer formatted as the five-digit zip codes of the places the species was found, separated by commas if there is more than one place.",34689,"""96740,96753""",0.0,1,330,81,411,0.0,0.0,,1
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
If we assume all articles published by Nature in 2020 (articles, only, not book reviews/columns, etc) relied on statistical significance to justify their findings and they on average came to a p-value of 0.04, how many papers would be incorrect as to their claims of statistical significance? Round the value up to the next integer.",41,"""Ceiling",0.0,1,305,185,490,0.0,0.0,,2
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
In Unlambda, what exact charcter or text needs to be added to correct the following code to output ""For penguins""? If what is needed is a character, answer with the name of the character. If there are different names for the character, use the shortest. The text location is not needed. Code:

`r```````````.F.o.r. .p.e.n.g.u.i.n.si",backtick,"""backtick""",1.0,1,319,88,407,1.0,0.002457002457002457,,3
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
The attached spreadsheet shows the inventory for a movie and video game rental store in Seattle, Washington. What is the title of the oldest Blu-Ray recorded in this spreadsheet? Return it as appearing in the spreadsheet.",Time-Parking 2: Parallel Universe,"""I cannot answer the question because the spreadsheet is not attached or accessible.""",0.0,1,275,47,322,0.0,0.0,,4
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
The object in the British Museum's collection with a museum number of 2012,5015.17 is the shell of a particular mollusk species. According to the abstract of a research article published in Science Advances in 2021, beads made from the shells of this species were found that are at least how many thousands of years old?",142,"""142 thousand years old""",1.0,1,303,64,367,1.0,0.0027247956403269754,,5
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
According to github, when was Regression added to the oldest closed numpy.polynomial issue that has the Regression label in MM/DD/YY?",04/15/18,"""03/13/17""",0.0,1,261,76,337,0.0,0.0,,6
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
Using the Biopython library in Python, parse the PDB file of the protein identified by the PDB ID 5wb7 from the RCSB Protein Data Bank. Calculate the distance between the first and second atoms as they are listed in the PDB file. Report the answer in Angstroms, rounded to the nearest picometer.",1.456,"""The distance between the first and second atoms in the 5wb7 PDB file, as parsed by Biopython, is approximately 1.34 Å, which is 134 picometers ",0.0,1,304,143,447,0.0,0.0,,7
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
What are the EC numbers of the two most commonly used chemicals for the virus testing method in the paper about SPFMV and SPCSV in the Pearl Of Africa from 2016? Return the semicolon-separated numbers in the order of the alphabetized chemicals.",3.1.3.1; 1.11.1.7,"""3.1.3.1;2.7.7.49""",0.0,1,286,104,390,0.0,0.0,,8
baseline,gpt-4.1,gaia-level-2-10,0,General Assistance,"Answer the following question:
In April of 1977, who was the Prime Minister of the first place mentioned by name in the Book of Esther (in the New International Version)?",Morarji Desai,"""Amir-Abbas Hoveyda""",0.0,1,265,69,334,0.0,0.0,,9
