step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Welcome to another fast paced episode of TextWorld! First, it would be good if you could ensure that the chest drawer is open. After that, retrieve the old key from the chest drawer. Having taken the old key, look and see that the wooden door is unlocked with the old key. After that, doublecheck that the wooden door is opened. After that, make an effort to take a trip east. Once you get through with that, ensure that the refrigerator inside the kitchen is open. And then, recover the lettuce from the refrigerator. Then, place the lettuce on the stove inside the kitchen. Alright, thanks!",,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying nothing.,0 of 7,0.0,False,
1,,,I should open the chest drawer first to check inside.,open chest drawer,,"You open the chest drawer, revealing an old key.


Your score has just gone up by one point.",Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. The chest drawer contains an old key. You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying nothing.,1 of 7,0.14285714285714285,False,
2,,,I should take the old key from the chest drawer.,take old key from chest drawer,,"You take the old key from the chest drawer.



Your score has just gone up by one point.",Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
3,,,I should check if the wooden door is unlocked with the old key and then open it if it is unlocked.,examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
4,,,"The chest drawer is already empty, and I am carrying the old key. I should check if the wooden door is unlocked with the old key and then open the wooden door to go east.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
5,,,"The chest drawer is empty, and I already have the old key. I should check if the wooden door is unlocked with the old key and then open the wooden door to go east.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
6,,,"The chest drawer is already open and empty, and I am carrying the old key. I should check if the wooden door is unlocked with the old key, then ensure the door is open, and go east through the door to the kitchen. After that, I will open the refrigerator, take the lettuce, and place it on the stove.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
7,,,"The chest drawer is already empty, and I am carrying the old key. I should check if the wooden door is unlocked with the old key, then open the wooden door and go east. After that, I will open the refrigerator in the kitchen, take the lettuce, and place it on the stove.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
8,,,"The chest drawer is already open and empty, and I am carrying the old key. I should check if the wooden door is unlocked with the old key, then ensure the door is opened, and go east. After that, I will open the refrigerator in the kitchen, take the lettuce, and place it on the stove.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
9,,,"The chest drawer is already open and empty, and I am carrying the old key. I should check if the wooden door is unlocked with the old key, then ensure the door is open, and go east. After that, I will open the refrigerator in the kitchen, take the lettuce, and place it on the stove.",examine wooden door,,it's a solid wooden door You can't see inside it because the lid's in your way.,Bedroom,"You arrive in a bedroom. A standard kind of place.

What's that over there? It looks like it's a chest drawer. The light flickers for a second, but nothing else happens. What a letdown! The chest drawer is empty! You make out an antique trunk. You can make out a king-size bed. Why don't you take a picture of it, it'll last longer! The king-size bed is typical. But oh no! there's nothing on this piece of garbage.

There is a closed wooden door leading east.",You are carrying: an old key.,2 of 7,0.2857142857142857,False,
