step_id,task,feedback,location,description,inventory,score,reward,is_done,thought,action,error,final_reward
1,,,Closet,"Guess what, you are in the place we're calling the closet. You need an unguarded exit? You should try going east. You need an unblocked exit? You should try going south. You need an unblocked exit? You should try going west.",You are carrying nothing.,0,0.0,False,,go south,,0.0
2,,"You find yourself in a cookhouse. A normal kind of place. There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unguarded exit to the west.",Cookhouse,"You find yourself in a cookhouse. A normal kind of place. There is an unguarded exit to the east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,,go east,,0.0
3,,"You arrive in a shower. A typical kind of place. You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. There is an unguarded exit to the south. There is an unblocked exit to the west.",Shower,"You arrive in a shower. A typical kind of place. You don't like doors? Why not try going east, that entranceway is unblocked. There is an exit to the north. Don't worry, it is unguarded. There is an unguarded exit to the south. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,,go south,,0.0
4,,"Well, here we are in the silent studio. You need an unblocked exit? You should try going east. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",Silent Studio,"Well, here we are in the silent studio. You need an unblocked exit? You should try going east. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,,go east,,0.0
5,,"Well, here we are in the hot cookhouse. There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",Hot Cookhouse,"Well, here we are in the hot cookhouse. There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,,go north,,0.0
6,,"I am sorry to announce that you are now in the bathroom. You begin to take stock of what's in the room. There is an exit to the east. Don't worry, it is unblocked. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded. You need an unblocked exit? You should try going west.",Bathroom,"I am sorry to announce that you are now in the bathroom. You begin to take stock of what's in the room. There is an exit to the east. Don't worry, it is unblocked. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unguarded. You need an unblocked exit? You should try going west.",You are carrying nothing.,0,0.0,False,,go north,,0.0
7,,"You find yourself in a typical kind of place. That is to say, you're in a basement. Okay, just remember what you're here to do, and everything will go great. You don't like doors? Why not try going east, that entranceway is unguarded. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. There is an unguarded exit to the west.",Basement,"You find yourself in a typical kind of place. That is to say, you're in a basement. Okay, just remember what you're here to do, and everything will go great. You don't like doors? Why not try going east, that entranceway is unguarded. There is an unblocked exit to the north. There is an exit to the south. Don't worry, it is unblocked. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,,go west,,0.0
8,,"You find yourself in a cellar. A messy kind of place. There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",Messy Cellar,"You find yourself in a cellar. A messy kind of place. There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0,0.0,False,,go south,,0.0
9,,"You've entered a pleasant bedchamber. There is an exit to the east. Don't worry, it is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unguarded exit? You should try going west.",Pleasant Bedchamber,"You've entered a pleasant bedchamber. There is an exit to the east. Don't worry, it is unguarded. There is an unguarded exit to the north. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0,0.0,False,,go east,,0.0
10,,"You've just shown up in an office. There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",Office,"You've just shown up in an office. There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0,0.0,False,,go south,,0.0
11,,"You are in a parlor. An exciting kind of place. There is an exit to the north. Don't worry, it is unguarded.",Exciting Parlor,"You are in a parlor. An exciting kind of place. There is an exit to the north. Don't worry, it is unguarded.",You are carrying nothing.,0,0.0,False,,go north,,0.0
12,,"You've just shown up in an office. There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",Office,"You've just shown up in an office. There is an exit to the east. Don't worry, it is unblocked. There is an unblocked exit to the north. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0,0.0,False,,go east,,0.0
13,,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",Cellar,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,,go north,,0.0
14,,"You are in a cramped kind of place. That is to say, you're in a spare room. There is an exit to the south. Don't worry, it is unblocked.",Cramped Spare Room,"You are in a cramped kind of place. That is to say, you're in a spare room. There is an exit to the south. Don't worry, it is unblocked.",You are carrying nothing.,0,0.0,False,,go south,,0.0
15,,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",Cellar,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,,go east,,0.0
16,,"You arrive in a recreation zone. You try to gain information on your surroundings by using a technique you call ""looking."" There is an exit to the west. Don't worry, it is unguarded.",Recreation Zone,"You arrive in a recreation zone. You try to gain information on your surroundings by using a technique you call ""looking."" There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0,0.0,False,,go west,,0.0
17,,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",Cellar,"You find yourself in a cellar. A normal one. You need an unguarded exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south. There is an unblocked exit to the west.",You are carrying nothing.,0,0.0,False,,go south,,0.0
