agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-100,gpt-5.2,tw-cooking-2,10,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,30,30,20,79423,863,80286,0.13899024999999998,0.012082,0.15107225,1767289553.993729,,70.15556502342224,0.03333333333333333,1.2455471688712852e-05,,1767289654.1492941
baseline-100,gpt-5.2,tw-cooking-2,20,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,22,33,22,58438,645,59083,0.1022665,0.00903,0.11129649999999999,1767289655.4419742,,118.4729654788971,0.045454545454545456,1.692534231504832e-05,,1767289795.9149396
baseline-100,gpt-5.2,tw-cooking-2,30,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,23,37,25,60533,638,61171,0.10593274999999999,0.008932,0.11486474999999999,1767289797.218037,,132.05836749076843,0.043478260869565216,1.634761570025012e-05,,1767289952.2764044
baseline-100,gpt-5.2,tw-cooking-2,40,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,31,42,28,86873,885,87758,0.15202775000000002,0.01239,0.16441775000000003,1767289953.659439,,164.61894059181213,0.03225806451612903,1.1394972538116183e-05,,1767290149.2783797
baseline-100,gpt-5.2,tw-cooking-2,50,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",False,0.5,24,60,40,64758,722,65480,0.1133265,0.010107999999999999,0.1234345,1767290150.5191352,,153.844477891922,0.020833333333333332,7.635919364691509e-06,,1767290328.3636131
baseline-100,gpt-5.2,tw-cooking-2,60,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",False,0.46153846153846156,23,46,31,61346,684,62030,0.10735549999999999,0.009576000000000001,0.1169315,1767290329.6005414,,148.47112441062927,0.020066889632107024,7.440568459430301e-06,,1767290501.0716658
baseline-100,gpt-5.2,tw-cooking-2,70,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",False,0.25,8,51,34,18585,238,18823,0.032523750000000004,0.0033320000000000003,0.035855750000000006,1767290502.2917314,,69.72732520103455,0.03125,1.3281623545662222e-05,,1767290580.0190566
baseline-100,gpt-5.2,tw-cooking-2,80,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,32,55,37,97122,1047,98169,0.1699635,0.014658,0.1846215,1767290580.5155954,,261.3011703491211,0.03125,1.0186515091322108e-05,,1767290873.8167658
baseline-100,gpt-5.2,tw-cooking-2,90,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",False,0.875,39,61,41,110856,1133,111989,0.193998,0.015861999999999998,0.20986,1767290875.0329878,,216.71191811561584,0.022435897435897436,7.813267374474279e-06,,1767291130.744906
baseline-100,gpt-5.2,tw-cooking-2,100,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",False,0.5882352941176471,20,66,44,58382,587,58969,0.10216850000000001,0.008218,0.11038650000000001,1767291131.9216847,,85.81467485427856,0.029411764705882353,9.97533100642112e-06,,1767291237.7363596
