agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-100,gpt-5.2,tw-treasure-3,10,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! First off, if it's not too much trouble, I need you to take a trip west. That done, venture north. And then, pick-up the fondue from the floor of the studio. And if you do that, you're the winner!",True,1.0,3,20,3,4945,58,5003,0.00865375,0.000812,0.00946575,1766950063.2674432,,3.571775436401367,0.3333333333333333,0.0001998800719568259,,1766950069.8392186
baseline-100,gpt-5.2,tw-treasure-3,20,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First thing I need you to do is to ensure that the passageway inside the bedchamber is open. And then, make an effort to take a trip south. With that over with, venture south. And then, travel east. Then, pick-up the passkey from the floor of the laundromat. Once that's all handled, you can stop!",True,1.0,5,20,5,9664,122,9786,0.016912,0.0017079999999999999,0.01862,1766950071.2031605,,4.385600566864014,0.2,0.00010218679746576743,,1766950080.588761
baseline-100,gpt-5.2,tw-treasure-3,30,"Who's got a virtual machine and is about to play through an life changing round of TextWorld? You do! Here is how to play! First of all, you could, like, head west. Then, take a trip west. If you can get around to doing that, take a trip west. If you can finish that, make an attempt to head south. And then, make an effort to go east. Then, try to go east. Then, recover the loaf of bread from the rack in the laundromat. And once you've done that, you win!",True,1.0,7,20,7,15967,142,16109,0.02794225,0.001988,0.02993025,1766950082.0386257,,11.034262657165527,0.14285714285714285,6.207709975789931e-05,,1766950100.0728884
baseline-100,gpt-5.2,tw-treasure-3,40,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First stop, make an effort to travel north. And then, travel west. With that over with, make an attempt to travel west. With that accomplished, make an effort to venture south. After that, head south. With that done, travel west. After that, go north. That done, go north. And then, lift the keycard from the floor of the cubicle. Once that's all handled, you can stop!",True,1.0,9,20,9,21131,179,21310,0.03697925,0.002506,0.03948525,1766950101.5019927,,14.078099250793457,0.1111111111111111,4.692632566870014e-05,,1766950124.580092
baseline-100,gpt-5.2,tw-treasure-3,50,"Welcome to another fast paced session of TextWorld! First of all, you could, like, travel west. Then, attempt to venture west. And then, go north. And then, make an effort to head east. And then, move east. Then, head east. With that done, attempt to venture north. Okay, and then, attempt to move west. After that, try to venture west. Then, try to head west. Next, retrieve the Comic Strip Calendar from the chair. Once that's all handled, you can stop!",False,0.0,20,20,11,51641,479,52120,0.09037175,0.006706,0.09707775,1766950126.0279143,,45.73738408088684,0.0,0.0,,1766950191.7652984
baseline-100,gpt-5.2,tw-treasure-3,60,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Your first objective is to open the portal in the bar. After that, go to the south. And then, recover the passkey from the plate inside the dish-pit. If you can get your hands on the passkey, unlock the gateway with the passkey. Then, ensure that the gateway inside the dish-pit is open. After that, go south. And then, try to take a trip west. And then, take a trip west. If you can get through with that, make an attempt to venture west. Once you accomplish that, take a trip north. And then, make an effort to go east. Then, lift the sandwich from the floor of the parlor. And if you do that, you're the winner!",True,1.0,12,20,12,27062,252,27314,0.0473585,0.003528,0.0508865,1766950193.2303438,,15.822685480117798,0.08333333333333333,3.6611261624075566e-05,,1766950221.0530293
baseline-100,gpt-5.2,tw-treasure-3,70,"Welcome to TextWorld! First thing I need you to do is to attempt to travel south. Then, pick-up the Canadian keycard from the floor of the cubicle. With the Canadian keycard, check that the Canadian passageway inside the cubicle is unlocked with the Canadian keycard. Then, ensure that the Canadian passageway is open. After that, go to the west. After that, make an effort to go to the north. Then, retrieve the key from the floor of the workshop. Alright, thanks!",True,1.0,7,20,7,14111,186,14297,0.02469425,0.002604,0.02729825,1766950222.537284,,9.895009279251099,0.14285714285714285,6.994474365251452e-05,,1766950239.4322932
baseline-100,gpt-5.2,tw-treasure-3,80,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, if it's not too much trouble, I need you to attempt to go to the north. And then, make sure that the door inside the basement is unlocked with the key. Then, ensure that the door in the basement is open. After that, move north. With that over with, attempt to take a trip west. That done, attempt to move west. Once you finish that, head north. Okay, and then, attempt to head west. And then, try to head north. Following that, take a trip east. Then, make an effort to go to the east. And then, head east. Then, venture east. And then, attempt to head south. And then, head west. Once you get through with that, pick-up the lampshade from the floor of the cellar. Got that? Good!",True,1.0,16,24,16,41154,328,41482,0.0720195,0.004592,0.0766115,1766950240.7993789,,35.19775438308716,0.0625,2.4106841521623838e-05,,1766950291.9971333
baseline-100,gpt-5.2,tw-treasure-3,90,"Welcome to TextWorld! First off, if it's not too much trouble, I need you to go to the north. Then, open the gate. Then, head west. And then, make an effort to head north. With that done, ensure that the hatch in the steam room is open. After that, try to move west. And then, travel west. With that over with, make an effort to go to the west. If you can get through with that, make an effort to move south. After that, attempt to head south. With that accomplished, attempt to travel east. After that, try to travel south. And then, travel south. After that, take a trip east. And then, make an attempt to take a trip north. Then, go north. Okay, and then, attempt to venture north. Next, lift the sandwich from the floor of the bar. That's it!",True,1.0,18,27,18,45715,376,46091,0.08000125,0.005264,0.08526525,1766950293.4820967,,37.084837913513184,0.05555555555555555,2.169620967217027e-05,,1766950348.5669346
baseline-100,gpt-5.2,tw-treasure-3,100,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, move west. And then, try to move south. And then, make an attempt to go to the south. With that done, retrieve the American style passkey from the basket. After that, go north. Then, unlock the American style gate in the study. And then, open the American style gate. After that, go to the east. And then, open the gate inside the sauna. After opening the gate, make an attempt to venture east. Then, make an attempt to move east. With that done, try to venture south. After that, pick-up the non-euclidean latchkey from the floor of the spare room. And then, go north. After that, make absolutely sure that the non-euclidean passageway is unlocked. After that, open the non-euclidean passageway. Then, move north. With that over with, move east. After that, make an effort to head south. Then, recover the stapler from the floor of the studio. Got that? Good!",True,1.0,20,30,20,50714,462,51176,0.08874950000000001,0.006468,0.09521750000000001,1766950350.1056309,,42.28080940246582,0.05,1.9540409566984524e-05,,1766950412.3864403
