agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-10,gpt-4.1-mini,tw-treasure-2,10,"Welcome to TextWorld! Here is your task for today. First stop, go south. And then, pick-up the berry from the floor of the dish-pit. And once you've done that, you win!",True,1.0,2,20,2,2934,45,2979,0.0023472000000000002,0.000144,0.0024912000000000003,1763862819.9454467,,0.4161703586578369,0.5,0.0003356831151393085,,1763862822.361617
baseline-10,gpt-4.1-mini,tw-treasure-2,20,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First, it would be good if you could make sure that the door in the laundromat is wide open. After opening the door, venture north. If you can accomplish that, pick-up the key from the floor of the workshop. That's it!",True,1.0,3,20,3,4320,82,4402,0.0034560000000000003,0.00026240000000000004,0.0037184,1763862823.5676358,,0.8866457939147949,0.3333333333333333,0.00022716946842344388,,1763862827.4542816
baseline-10,gpt-4.1-mini,tw-treasure-2,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, travel east. With that done, ensure that the gateway is open. After that, go to the east. And then, pick-up the fondue from the floor of the office. Got that? Good!",True,1.0,4,20,4,6059,76,6135,0.0048472,0.00024320000000000003,0.0050904,1763862828.6049585,,1.5282363891601562,0.25,0.00016299918500407498,,1763862834.133195
baseline-10,gpt-4.1-mini,tw-treasure-2,40,"You are now playing a profound round of TextWorld! Here is your task for today. First stop, attempt to go to the east. Then, look and see that the gateway in the cellar is open. After that, venture south. And then, try to take a trip west. After that, retrieve the key from the floor of the bedchamber. That's it!",True,1.0,7,20,5,12659,161,12820,0.010127200000000001,0.0005152000000000001,0.010642400000000002,1763862835.2602315,,5.906448841094971,0.14285714285714285,7.800312012480499e-05,,1763862848.1666803
baseline-10,gpt-4.1-mini,tw-treasure-2,50,"Welcome to TextWorld! Here is your task for today. First off, if it's not too much trouble, I need you to make absolutely sure that the door is opened. Once you have opened the door, head east. And then, head east. With that over with, try to venture south. Okay, and then, make an effort to travel west. Then, retrieve the fly larva from the floor of the studio. Alright, thanks!",True,1.0,6,20,6,11247,120,11367,0.0089976,0.000384,0.0093816,1763862849.398258,,21.983201265335083,0.16666666666666666,8.797395970792646e-05,,1763862877.3814592
baseline-10,gpt-4.1-mini,tw-treasure-2,60,"It's time to explore the amazing world of TextWorld! Here is how to play! First off, if it's not too much trouble, I need you to go to the west. After that, make an effort to go to the north. And then, make an effort to take a trip west. If you can accomplish that, go north. After that, attempt to head north. After that, retrieve the legume from the plate within the cookhouse. And once you've done that, you win!",True,1.0,6,20,6,11721,123,11844,0.009376800000000001,0.0003936,0.009770400000000002,1763862878.5842838,,4.907538414001465,0.16666666666666666,8.443093549476529e-05,,1763862889.4918222
baseline-10,gpt-4.1-mini,tw-treasure-2,70,"It's time to explore the amazing world of TextWorld! Here is how to play! First of all, ensure that the gateway is open. Then, go west. And then, make it so that the hatch inside the vault is opened. After that, head west. And then, make an effort to go north. Then, go to the east. Then, recover the passkey from the floor of the garage. That's it!",True,1.0,7,20,7,13470,122,13592,0.010776,0.0003904,0.011166400000000002,1763862890.6705835,,12.671791791915894,0.14285714285714285,7.357268981753973e-05,,1763862910.3423753
baseline-10,gpt-4.1-mini,tw-treasure-2,80,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is your task for today. First stop, attempt to venture west. Following that, open the door. After that, attempt to move south. And then, ensure that the portal inside the bedroom is open. Then, take a trip south. Then, make an effort to go to the east. After that, attempt to go south. If you can accomplish that, recover the worm from the floor of the bedchamber. And once you've done that, you win!",True,1.0,8,20,8,14520,136,14656,0.011616000000000001,0.0004352,0.012051200000000001,1763862911.4730387,,10.709503889083862,0.125,6.823144104803493e-05,,1763862930.1825426
baseline-10,gpt-4.1-mini,tw-treasure-2,90,"Welcome to TextWorld! Here is how to play! First thing I need you to do is to go west. With that done, try to take a trip south. Following that, try to travel south. With that done, make an effort to go west. Okay, and then, travel west. Then, take a trip north. After that, make an effort to go to the east. Okay, and then, make an effort to move north. Once you get around to doing that, recover the stick of butter from the suitcase. Once that's all handled, you can stop!",True,1.0,9,20,9,18170,174,18344,0.014536,0.0005568,0.0150928,1763862928.8495944,,14.09540843963623,0.1111111111111111,5.4513737461840385e-05,,1763862951.9450028
baseline-10,gpt-4.1-mini,tw-treasure-2,100,"Welcome to TextWorld! Here is your task for today. First thing I need you to do is to venture north. And then, make an attempt to move east. Then, lift the broom from the floor of the washroom. Once that's all handled, you can stop!",True,1.0,3,20,3,4622,54,4676,0.0036976000000000005,0.0001728,0.0038704000000000004,1763862953.1452284,,1.837920904159546,0.3333333333333333,0.000213857998289136,,1763862957.9831493
