agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
memory-v2,gpt-4.1-mini,tw-treasure-1,10,You are now playing a life changing round of TextWorld! Recover the loaf of bread from the floor of the shower.,True,1.0,1,20,1,1547,64,1611,0.0012376000000000002,0.0002048,0.0014424000000000001,1763916154.2465541,,1.6931822299957275,1.0,0.0006207324643078833,,1763916156.9397364
memory-v2,gpt-4.1-mini,tw-treasure-1,20,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Your task for today is to retrieve the keycard from the floor of the parlor.",True,1.0,1,20,1,1563,72,1635,0.0012504,0.00023040000000000002,0.0014808,1763916157.5632725,,0.21906805038452148,1.0,0.0006116207951070336,,1763916158.7823405
memory-v2,gpt-4.1-mini,tw-treasure-1,30,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First of all, you could, like, make an attempt to travel west. Then, recover the cookie from the floor of the cellar. And if you do that, you're the winner!",True,1.0,2,20,2,3376,128,3504,0.0027008,0.0004096,0.0031104,1763916160.0433335,,1.8370022773742676,0.5,0.00028538812785388126,,1763916163.8803358
memory-v2,gpt-4.1-mini,tw-treasure-1,40,"It's time to explore the amazing world of TextWorld! First of all, you could, like, travel east. That done, lift the passkey from the floor of the office. And if you do that, you're the winner!",True,1.0,2,20,2,3381,121,3502,0.0027048000000000003,0.00038720000000000003,0.003092,1763916165.1425457,,0.633958101272583,0.5,0.00028555111364934324,,1763916167.7765038
memory-v2,gpt-4.1-mini,tw-treasure-1,50,"You are now playing a life changing round of TextWorld! First off, if it's not too much trouble, I need you to attempt to go north. Okay, and then, travel east. If you can succeed at that, pick-up the paper towel from the floor of the bathroom. That's it!",True,1.0,3,20,3,5340,195,5535,0.004272000000000001,0.000624,0.004896000000000001,1763916168.987467,,9.390037059783936,0.3333333333333333,0.0001806684733514002,,1763916181.377504
memory-v2,gpt-4.1-mini,tw-treasure-1,60,"Welcome to TextWorld! First thing I need you to do is to attempt to move north. Following that, take a trip east. Okay, and then, recover the loaf of bread from the floor of the cookery. That's it!",True,1.0,3,20,3,5144,155,5299,0.0041152,0.000496,0.0046112,1763916182.6203723,,28.275775909423828,0.3333333333333333,0.0001887148518588413,,1763916213.8961482
memory-v2,gpt-4.1-mini,tw-treasure-1,70,"Welcome to TextWorld! First of all, make an attempt to venture south. And then, try to travel west. And then, head west. With that over with, pick-up the latchkey from the floor of the vault. That's it!",True,1.0,4,20,4,7234,224,7458,0.0057872,0.0007168000000000001,0.006504,1763916215.1322625,,2.453033208847046,0.25,0.00013408420488066506,,1763916221.5852957
memory-v2,gpt-4.1-mini,tw-treasure-1,80,"Welcome to TextWorld! Here is your task for today. First of all, take a trip north. Then, travel east. After that, move south. After that, retrieve the top hat from the floor of the garage. That's it!",True,1.0,4,20,4,7347,257,7604,0.0058776,0.0008224,0.0067,1763916222.8340707,,3.806987762451172,0.25,0.0001315097317201473,,1763916230.6410584
memory-v2,gpt-4.1-mini,tw-treasure-1,90,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is how to play! First step, travel south. If you can finish that, make an attempt to head south. With that over with, attempt to go to the west. And then, try to take a trip north. After that, pick up the key from the floor of the basement. Got that? Good!",True,1.0,5,20,5,10103,348,10451,0.0080824,0.0011136,0.009196,1763916231.862417,,25.134217739105225,0.2,9.56846234810066e-05,,1763916261.9966347
memory-v2,gpt-4.1-mini,tw-treasure-1,100,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, if it's not too much trouble, I need you to move south. Next, go to the east. Then, make an effort to go north. After that, make an effort to venture east. After that, recover the latchkey from the floor of the studio. And once you've done that, you win!",True,1.0,5,20,5,9991,324,10315,0.0079928,0.0010368,0.009029599999999999,1763916263.2636774,,3.9758574962615967,0.2,9.694619486185167e-05,,1763916272.2395349
