agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
memory-v1,gpt-4.1-mini,tw-simple-1,10,"Welcome to another fast paced episode of TextWorld! First, it would be good if you could ensure that the chest drawer is open. After that, retrieve the old key from the chest drawer. Having taken the old key, look and see that the wooden door is unlocked with the old key. After that, doublecheck that the wooden door is opened. After that, make an effort to take a trip east. Once you get through with that, ensure that the refrigerator inside the kitchen is open. And then, recover the lettuce from the refrigerator. Then, place the lettuce on the stove inside the kitchen. Alright, thanks!",True,1.0,9,20,8,23187,511,23698,0.0185496,0.0016351999999999998,0.0201848,1763872378.269179,,29.805538654327393,0.1111111111111111,4.219765381044814e-05,,1763872417.0747178
memory-v1,gpt-4.1-mini,tw-simple-1,20,"Welcome to another life changing round of TextWorld! First step, make it so that the chest drawer inside the bedroom is opened. Then, recover the old key from the chest drawer in the bedroom. Having picked up the old key, make it so that the wooden door inside the bedroom is unlocked. If you have unlocked the wooden door, make it so that the wooden door inside the bedroom is open. After that, travel east. And then, ensure that the screen door in the kitchen is open. And then, venture east. And then, travel south. After that, pick-up the lettuce from the floor of the garden. And then, make an attempt to take a trip north. After that, head west. If you can accomplish that, rest the lettuce on the stove. Once that's all handled, you can stop!",True,1.0,12,20,12,32948,670,33618,0.0263584,0.002144,0.0285024,1763872418.365625,,30.889390468597412,0.08333333333333333,2.9745969421143434e-05,,1763872461.2550154
memory-v1,gpt-4.1-mini,tw-simple-1,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, ensure that the chest drawer in the bedroom is open. And then, retrieve the old key from the chest drawer within the bedroom. And then, make it so that the wooden door inside the bedroom is unlocked. Then, open the wooden door. After that, take a trip east. Then, look and see that the screen door is ajar. Then, head east. After that, travel south. And then, pick up the apple from the floor of the garden. Then, go to the north. After that, make an effort to head west. And then, sit the apple on the stove inside the kitchen. And once you've done that, you win!",True,1.0,14,20,12,40592,783,41375,0.032473600000000005,0.0025056,0.0349792,1763872462.4970222,,45.37688994407654,0.07142857142857142,2.4169184290030212e-05,,1763872521.873912
memory-v1,gpt-4.1-mini,tw-simple-1,40,The dinner is almost ready! It's only missing a grilled half of a bag of chips.,True,1.0,16,20,9,43840,1421,45261,0.035072,0.0045472,0.0396192,1763872523.115939,,19.58938980102539,0.0625,2.209407657806942e-05,,1763872558.7053287
memory-v1,gpt-4.1-mini,tw-simple-1,50,The dinner is almost ready! It's only missing a grilled apple.,False,0.75,20,20,12,55907,1619,57526,0.044725600000000004,0.0051808,0.049906400000000004,1763872559.9454358,,95.19192051887512,0.0375,1.3037583005945138e-05,,1763872675.1373563
memory-v1,gpt-4.1-mini,tw-simple-1,60,The dinner is almost ready! It's only missing a grilled bell pepper.,True,1.0,13,20,8,36472,1091,37563,0.029177599999999998,0.0034912,0.0326688,1763872676.3993526,,48.06777787208557,0.07692307692307693,2.6621941804435215e-05,,1763872737.4671304
memory-v1,gpt-4.1-mini,tw-simple-1,70,,False,0.9,20,20,12,60824,1757,62581,0.04865920000000001,0.0056224000000000005,0.054281600000000006,1763872738.6907039,,173.31823062896729,0.045,1.4381361755165306e-05,,1763872932.0089345
memory-v1,gpt-4.1-mini,tw-simple-1,80,,False,0.75,20,20,12,57659,1632,59291,0.04612720000000001,0.0052224,0.05134960000000001,1763872933.25912,,112.80810070037842,0.0375,1.2649474625153902e-05,,1763873066.0672207
memory-v1,gpt-4.1-mini,tw-simple-1,90,,False,0.0,20,20,9,52722,1755,54477,0.0421776,0.005616,0.047793600000000006,1763873067.3879504,,85.86898398399353,0.0,0.0,,1763873173.2569344
memory-v1,gpt-4.1-mini,tw-simple-1,100,,False,0.0,20,20,9,54088,1502,55590,0.0432704,0.004806400000000001,0.0480768,1763873174.5561569,,46.09348106384277,0.0,0.0,,1763873240.649638
