agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-10,gpt-4.1-mini,tw-treasure-2,10,"Welcome to TextWorld! Here is your task for today. First stop, go south. And then, pick-up the berry from the floor of the dish-pit. And once you've done that, you win!",True,1.0,2,20,2,3002,46,3048,0.0024016000000000003,0.0001472,0.0025488000000000004,1763866086.6392539,,8.346283197402954,0.5,0.00032808398950131233,,1763866096.985537
baseline-10,gpt-4.1-mini,tw-treasure-2,20,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First, it would be good if you could make sure that the door in the laundromat is wide open. After opening the door, venture north. If you can accomplish that, pick-up the key from the floor of the workshop. That's it!",True,1.0,3,20,3,4407,73,4480,0.0035256000000000003,0.0002336,0.0037592000000000003,1763866098.239234,,2.6509501934051514,0.3333333333333333,0.0002232142857142857,,1763866103.8901842
baseline-10,gpt-4.1-mini,tw-treasure-2,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, travel east. With that done, ensure that the gateway is open. After that, go to the east. And then, pick-up the fondue from the floor of the office. Got that? Good!",True,1.0,4,20,4,6195,76,6271,0.004956,0.00024320000000000003,0.0051992,1763866105.1264136,,2.301938056945801,0.25,0.00015946420028703555,,1763866111.4283516
baseline-10,gpt-4.1-mini,tw-treasure-2,40,"You are now playing a profound round of TextWorld! Here is your task for today. First stop, attempt to go to the east. Then, look and see that the gateway in the cellar is open. After that, venture south. And then, try to take a trip west. After that, retrieve the key from the floor of the bedchamber. That's it!",True,1.0,7,20,5,12947,184,13131,0.010357600000000002,0.0005888,0.010946400000000002,1763866112.6045406,,9.827472448348999,0.14285714285714285,7.61556621734826e-05,,1763866129.432013
baseline-10,gpt-4.1-mini,tw-treasure-2,50,"Welcome to TextWorld! Here is your task for today. First off, if it's not too much trouble, I need you to make absolutely sure that the door is opened. Once you have opened the door, head east. And then, head east. With that over with, try to venture south. Okay, and then, make an effort to travel west. Then, retrieve the fly larva from the floor of the studio. Alright, thanks!",True,1.0,6,20,6,11427,120,11547,0.0091416,0.000384,0.0095256,1763866130.6121545,,6.487781047821045,0.16666666666666666,8.660258075690655e-05,,1763866143.0999355
baseline-10,gpt-4.1-mini,tw-treasure-2,60,"It's time to explore the amazing world of TextWorld! Here is how to play! First off, if it's not too much trouble, I need you to go to the west. After that, make an effort to go to the north. And then, make an effort to take a trip west. If you can accomplish that, go north. After that, attempt to head north. After that, retrieve the legume from the plate within the cookhouse. And once you've done that, you win!",True,1.0,6,20,6,11890,105,11995,0.009512,0.00033600000000000004,0.009847999999999999,1763866144.3973653,,43.4680655002594,0.16666666666666666,8.336807002917882e-05,,1763866193.8654308
baseline-10,gpt-4.1-mini,tw-treasure-2,70,"It's time to explore the amazing world of TextWorld! Here is how to play! First of all, ensure that the gateway is open. Then, go west. And then, make it so that the hatch inside the vault is opened. After that, head west. And then, make an effort to go north. Then, go to the east. Then, recover the passkey from the floor of the garage. That's it!",True,1.0,7,20,7,13871,178,14049,0.0110968,0.0005696,0.0116664,1763866194.981545,,28.295392274856567,0.14285714285714285,7.11794433767528e-05,,1763866230.2769372
baseline-10,gpt-4.1-mini,tw-treasure-2,80,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is your task for today. First stop, attempt to venture west. Following that, open the door. After that, attempt to move south. And then, ensure that the portal inside the bedroom is open. Then, take a trip south. Then, make an effort to go to the east. After that, attempt to go south. If you can accomplish that, recover the worm from the floor of the bedchamber. And once you've done that, you win!",True,1.0,9,20,8,16901,192,17093,0.0135208,0.0006144000000000001,0.014135199999999999,1763866231.5002952,,63.16039037704468,0.1111111111111111,5.8503480957116946e-05,,1763866303.6606855
baseline-10,gpt-4.1-mini,tw-treasure-2,90,"Welcome to TextWorld! Here is how to play! First thing I need you to do is to go west. With that done, try to take a trip south. Following that, try to travel south. With that done, make an effort to go west. Okay, and then, travel west. Then, take a trip north. After that, make an effort to go to the east. Okay, and then, make an effort to move north. Once you get around to doing that, recover the stick of butter from the suitcase. Once that's all handled, you can stop!",True,1.0,9,20,9,18501,182,18683,0.014800800000000001,0.0005824000000000001,0.015383200000000001,1763866304.866377,,7.5054931640625,0.1111111111111111,5.352459455119628e-05,,1763866321.3718703
baseline-10,gpt-4.1-mini,tw-treasure-2,100,"Welcome to TextWorld! Here is your task for today. First thing I need you to do is to venture north. And then, make an attempt to move east. Then, lift the broom from the floor of the washroom. Once that's all handled, you can stop!",True,1.0,3,20,3,4721,53,4774,0.0037768000000000003,0.0001696,0.0039464,1763866322.5555174,,0.5997176170349121,0.3333333333333333,0.00020946795140343527,,1763866326.155235
