agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-10,gpt-4.1-mini,tw-treasure-1,10,You are now playing a life changing round of TextWorld! Recover the loaf of bread from the floor of the shower.,True,1.0,1,20,1,1241,25,1266,0.0009928,8e-05,0.0010728,1763857913.734277,,0.2694108486175537,1.0,0.0007898894154818325,,1763857915.0036879
baseline-10,gpt-4.1-mini,tw-treasure-1,20,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Your task for today is to retrieve the keycard from the floor of the parlor.",True,1.0,1,20,1,1257,24,1281,0.0010056000000000002,7.680000000000001e-05,0.0010824,1763857913.7837064,,-0.4712510108947754,1.0,0.00078064012490242,,1763857914.3124554
baseline-10,gpt-4.1-mini,tw-treasure-1,30,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First of all, you could, like, make an attempt to travel west. Then, recover the cookie from the floor of the cellar. And if you do that, you're the winner!",True,1.0,2,20,2,2723,46,2769,0.0021784,0.0001472,0.0023256,1763857915.580166,,0.7706124782562256,0.5,0.00036114120621162876,,1763857918.3507786
baseline-10,gpt-4.1-mini,tw-treasure-1,40,"It's time to explore the amazing world of TextWorld! First of all, you could, like, travel east. That done, lift the passkey from the floor of the office. And if you do that, you're the winner!",True,1.0,2,20,2,2727,47,2774,0.0021816,0.0001504,0.0023320000000000003,1763857919.599159,,0.6424498558044434,0.5,0.0003604902667627974,,1763857922.2416089
baseline-10,gpt-4.1-mini,tw-treasure-1,50,"You are now playing a life changing round of TextWorld! First off, if it's not too much trouble, I need you to attempt to go north. Okay, and then, travel east. If you can succeed at that, pick-up the paper towel from the floor of the bathroom. That's it!",True,1.0,3,20,3,4296,70,4366,0.0034368000000000003,0.000224,0.0036608,1763857923.4186106,,2.472111225128174,0.3333333333333333,0.00022904260192395785,,1763857928.8907218
baseline-10,gpt-4.1-mini,tw-treasure-1,60,"Welcome to TextWorld! First thing I need you to do is to attempt to move north. Following that, take a trip east. Okay, and then, recover the loaf of bread from the floor of the cookery. That's it!",True,1.0,3,20,3,4146,58,4204,0.0033168000000000004,0.0001856,0.0035024000000000006,1763857930.1296751,,4.174507141113281,0.3333333333333333,0.0002378686964795433,,1763857937.3041823
baseline-10,gpt-4.1-mini,tw-treasure-1,70,"Welcome to TextWorld! First of all, make an attempt to venture south. And then, try to travel west. And then, head west. With that over with, pick-up the latchkey from the floor of the vault. That's it!",True,1.0,4,20,4,5832,96,5928,0.004665600000000001,0.00030720000000000004,0.0049728,1763857938.6076617,,18.358526468276978,0.25,0.00016869095816464237,,1763857960.9661882
baseline-10,gpt-4.1-mini,tw-treasure-1,80,"Welcome to TextWorld! Here is your task for today. First of all, take a trip north. Then, travel east. After that, move south. After that, retrieve the top hat from the floor of the garage. That's it!",True,1.0,4,20,4,5900,97,5997,0.00472,0.0003104,0.0050304,1763857962.2490828,,1.3425607681274414,0.25,0.00016675004168751042,,1763857967.5916436
baseline-10,gpt-4.1-mini,tw-treasure-1,90,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is how to play! First step, travel south. If you can finish that, make an attempt to head south. With that over with, attempt to go to the west. And then, try to take a trip north. After that, pick up the key from the floor of the basement. Got that? Good!",True,1.0,5,20,5,8100,85,8185,0.00648,0.00027200000000000005,0.006751999999999999,1763857968.839156,,1.657790184020996,0.2,0.00012217470983506414,,1763857975.496946
baseline-10,gpt-4.1-mini,tw-treasure-1,100,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, if it's not too much trouble, I need you to move south. Next, go to the east. Then, make an effort to go north. After that, make an effort to venture east. After that, recover the latchkey from the floor of the studio. And once you've done that, you win!",True,1.0,5,20,5,8003,85,8088,0.0064024,0.00027200000000000005,0.0066744,1763857976.671551,,-0.914168119430542,0.2,0.00012363996043521266,,1763857980.7573829
