agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
baseline-10,gpt-4.1-mini,tw-simple-1,10,"Welcome to another fast paced episode of TextWorld! First, it would be good if you could ensure that the chest drawer is open. After that, retrieve the old key from the chest drawer. Having taken the old key, look and see that the wooden door is unlocked with the old key. After that, doublecheck that the wooden door is opened. After that, make an effort to take a trip east. Once you get through with that, ensure that the refrigerator inside the kitchen is open. And then, recover the lettuce from the refrigerator. Then, place the lettuce on the stove inside the kitchen. Alright, thanks!",True,1.0,9,20,8,19455,181,19636,0.015564000000000001,0.0005792000000000001,0.0161432,1763857396.7592664,,8.880122661590576,0.1111111111111111,5.092686901609289e-05,,1763857414.639389
baseline-10,gpt-4.1-mini,tw-simple-1,20,"Welcome to another life changing round of TextWorld! First step, make it so that the chest drawer inside the bedroom is opened. Then, recover the old key from the chest drawer in the bedroom. Having picked up the old key, make it so that the wooden door inside the bedroom is unlocked. If you have unlocked the wooden door, make it so that the wooden door inside the bedroom is open. After that, travel east. And then, ensure that the screen door in the kitchen is open. And then, venture east. And then, travel south. After that, pick-up the lettuce from the floor of the garden. And then, make an attempt to take a trip north. After that, head west. If you can accomplish that, rest the lettuce on the stove. Once that's all handled, you can stop!",True,1.0,12,20,12,27685,224,27909,0.022148,0.0007168000000000001,0.0228648,1763857415.9075038,,6.453091144561768,0.08333333333333333,3.583073560500197e-05,,1763857434.360595
baseline-10,gpt-4.1-mini,tw-simple-1,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, ensure that the chest drawer in the bedroom is open. And then, retrieve the old key from the chest drawer within the bedroom. And then, make it so that the wooden door inside the bedroom is unlocked. Then, open the wooden door. After that, take a trip east. Then, look and see that the screen door is ajar. Then, head east. After that, travel south. And then, pick up the apple from the floor of the garden. Then, go to the north. After that, make an effort to head west. And then, sit the apple on the stove inside the kitchen. And once you've done that, you win!",True,1.0,14,20,12,34574,278,34852,0.027659200000000002,0.0008895999999999999,0.028548800000000003,1763857435.4887598,,15.047359704971313,0.07142857142857142,2.869275794789395e-05,,1763857464.5361195
baseline-10,gpt-4.1-mini,tw-simple-1,40,The dinner is almost ready! It's only missing a grilled half of a bag of chips.,False,0.75,20,20,9,42519,543,43062,0.0340152,0.0017376,0.0357528,1763857465.6744332,,37.37358903884888,0.0375,1.7416747944823742e-05,,1763857523.0480223
baseline-10,gpt-4.1-mini,tw-simple-1,50,The dinner is almost ready! It's only missing a grilled apple.,False,0.75,20,20,12,45549,520,46069,0.0364392,0.001664,0.0381032,1763857524.2152064,,47.20377779006958,0.0375,1.627992793418568e-05,,1763857591.4189842
baseline-10,gpt-4.1-mini,tw-simple-1,60,The dinner is almost ready! It's only missing a grilled bell pepper.,False,0.0,20,20,8,48713,502,49215,0.0389704,0.0016064,0.0405768,1763857592.6846194,,24.2074978351593,0.0,0.0,,1763857636.8921173
baseline-10,gpt-4.1-mini,tw-simple-1,70,,False,0.5,20,20,12,46826,558,47384,0.0374608,0.0017856,0.0392464,1763857638.0859368,,23.794600248336792,0.025,1.0552085092014183e-05,,1763857681.880537
baseline-10,gpt-4.1-mini,tw-simple-1,80,,False,0.25,20,20,12,48403,527,48930,0.038722400000000004,0.0016864000000000002,0.0404088,1763857683.0804527,,58.00753474235535,0.0125,5.109339873288371e-06,,1763857761.0879874
baseline-10,gpt-4.1-mini,tw-simple-1,90,,False,0.0,20,20,9,45005,521,45526,0.036004,0.0016672,0.0376712,1763857762.2613883,,58.64426374435425,0.0,0.0,,1763857840.905652
baseline-10,gpt-4.1-mini,tw-simple-1,100,,False,0.0,20,20,9,49786,599,50385,0.0398288,0.0019168000000000002,0.0417456,1763857842.0221777,,50.35055160522461,0.0,0.0,,1763857912.3727293
