agent_name,model_name,eval_name,tasks,successes,failures,errors,accuracy,total_reward,total_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_time,avg_reward_per_task,avg_reward_per_step,avg_reward_per_token
react-v0,gpt-4.1-mini,gaia-100,100,40.0,60,0,0.4,40.0,765,4769949,73124,4843073,3.8159592,0.2339968,4.049956,4482.599695920944,0.4,0.0522875816993464,8.25921888850323e-06
react-v0,gpt-4.1-mini,gpqa-diamond-100,100,62.0,38,0,0.62,62.0,208,247807,44120,291927,0.1982456,0.1411839999999999,0.3394296,645.4453125,0.62,0.2980769230769231,0.0002123818625889
react-v0,gpt-4.1-mini,hle-100,100,7.0,93,0,0.07,7.0,288,610382,71221,681603,0.4883056,0.2279072,0.7162128000000001,1552.267807483673,0.07,0.0243055555555555,1.0269907849583996e-05
react-v0,gpt-4.1-mini,mmlu-pro-100,100,78.0,22,1,0.78,78.0,160,143137,19064,162201,0.1145096,0.0610048,0.1755144,261.7075226306915,0.78,0.4875,0.0004808848280836
react-v0,gpt-4.1-mini,simple-qa-100,100,82.0,18,0,0.82,82.0,419,1794897,30181,1825078,1.4359176000000005,0.09657919999999999,1.5324968,1345.1757745742798,0.82,0.1957040572792363,4.4929586571094495e-05
react-v1,gpt-4.1-mini,debug-all-tools-10,10,9.0,1,0,0.9,9.0,23,53646,1349,54995,0.0429168,0.0043168,0.0472336,44.05674743652344,0.9,0.391304347826087,0.0001636512410219
react-v1,gpt-4.1-mini,debug-all-tools-10,10,8.0,2,0,0.8,8.0,25,58621,1484,60105,0.0468968,0.0047488,0.0516456,48.47206163406372,0.8,0.32,0.0001331004076199
react-v1,gpt-4.1-mini,debug-all-tools-10,10,9.0,1,0,0.9,9.0,22,51071,1271,52342,0.0408568,0.0040672,0.044924,43.67540621757507,0.9,0.4090909090909091,0.0001719460471514
react-v1,gpt-4.1-mini,debug-all-tools-10,10,9.0,1,0,0.9,9.0,22,51065,1275,52340,0.040852,0.00408,0.044932,70.89109754562378,0.9,0.4090909090909091,0.0001719526175009
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,21,49062,1202,50264,0.0392496,0.0038464,0.043096,41.38862180709839,1.0,0.4761904761904761,0.000198949546395
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,20,46722,1235,47957,0.0373776,0.003952,0.0413295999999999,41.92458653450012,1.0,0.5,0.0002085201326188
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,20,46724,1199,47923,0.0373792,0.0038368,0.041216,36.91402888298035,1.0,0.5,0.0002086680716983
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,20,46723,1219,47942,0.0373784,0.0039008,0.0412792,32.57401132583618,1.0,0.5,0.0002085853739935
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,20,46718,1188,47906,0.0373744,0.0038016,0.041176,36.05171346664429,1.0,0.5,0.0002087421199849
react-v1,gpt-4.1-mini,debug-all-tools-10,10,10.0,0,0,1.0,10.0,22,51511,1290,52801,0.0412088,0.004128,0.0453368,36.148841381073,1.0,0.4545454545454545,0.0001893903524554
react-v1,gpt-4.1-mini,debug-calculate-10,10,10.0,0,0,1.0,10.0,19,43418,1277,44695,0.0347344,0.0040864,0.0388208,31.359771966934204,1.0,0.5263157894736842,0.0002237386732296
react-v1,gpt-4.1-mini,debug-download-file-10,10,10.0,0,0,1.0,10.0,20,46097,1259,47356,0.0368776,0.0040288,0.0409064,34.61184501647949,1.0,0.5,0.0002111664836557
react-v1,gpt-4.1-mini,debug-download-file-10,10,9.0,1,1,0.9,9.0,19,46056,1253,47309,0.0368448,0.0040096,0.0408544,36.57509732246399,0.9,0.4736842105263157,0.0001902386438098
react-v1,gpt-4.1-mini,debug-execute-code-10,7,7.0,0,0,1.0,7.0,14,32210,955,33165,0.025768,0.003056,0.0288239999999999,33.3761830329895,1.0,0.5,0.0002110658827076
react-v1,gpt-4.1-mini,debug-find-in-file-10,7,7.0,0,0,1.0,7.0,21,51558,1282,52840,0.0412464,0.0041024,0.0453488,38.34307837486267,1.0,0.3333333333333333,0.0001324753974261
react-v1,gpt-4.1-mini,debug-finish-1,1,1.0,0,0,1.0,1.0,1,2236,43,2279,0.0017888,0.0001376,0.0019264,1.9136874675750728,1.0,1.0,0.0004387889425186
react-v1,gpt-4.1-mini,debug-finish-10,2,2.0,0,0,1.0,2.0,2,4472,86,4558,0.0035776,0.0002752,0.0038528,3.782549142837525,1.0,1.0,0.0004387889425186
react-v1,gpt-4.1-mini,debug-finish-10,2,2.0,0,0,1.0,2.0,2,4474,86,4560,0.0035792,0.0002752,0.0038544,1.981782913208008,1.0,1.0,0.000438596491228
react-v1,gpt-4.1-mini,debug-finish-10,2,2.0,0,0,1.0,2.0,2,4474,93,4567,0.0035792,0.0002976,0.0038767999999999,3.0333139896392822,1.0,1.0,0.0004379242391066
react-v1,gpt-4.1-mini,debug-list-files-10,4,4.0,0,0,1.0,4.0,8,18175,395,18570,0.0145399999999999,0.001264,0.015804,15.30203127861023,1.0,0.5,0.0002154011847065
react-v1,gpt-4.1-mini,debug-list-files-10,4,3.0,1,1,0.75,3.0,7,18172,395,18567,0.0145376,0.001264,0.0158016,13.70028829574585,0.75,0.4285714285714285,0.0001615769914364
react-v1,gpt-4.1-mini,debug-list-files-10,4,4.0,0,0,1.0,4.0,8,18184,394,18578,0.0145472,0.0012608,0.015808,12.861675262451172,1.0,0.5,0.000215308429325
react-v1,gpt-4.1-mini,debug-read-file-10,7,7.0,0,0,1.0,7.0,22,56109,1242,57351,0.0448872,0.0039744,0.0488616,39.3145956993103,1.0,0.3181818181818182,0.0001220554131575
react-v1,gpt-4.1-mini,debug-read-html-10,6,6.0,0,0,1.0,6.0,13,35120,993,36113,0.028096,0.0031776,0.0312736,24.048383712768555,1.0,0.4615384615384615,0.0001661451554841
react-v1,gpt-4.1-mini,debug-search-web-1,1,1.0,0,0,1.0,1.0,2,8996,115,9111,0.0071968,0.000368,0.0075648,19.95084953308105,1.0,0.5,0.0001097574360662
react-v1,gpt-4.1-mini,debug-search-web-1,1,1.0,0,0,1.0,1.0,2,4933,124,5057,0.0039464,0.0003968,0.0043432,44.48326539993286,1.0,0.5,0.000197745699031
react-v1,gpt-4.1-mini,debug-search-web-1,1,1.0,0,0,1.0,1.0,2,4933,141,5074,0.0039464,0.0004512,0.0043976,28.439063787460327,1.0,0.5,0.0001970831690973
react-v1,gpt-4.1-mini,debug-search-web-10,2,2.0,0,0,1.0,2.0,4,9764,211,9975,0.0078112,0.0006752,0.0084864,5.282183408737183,1.0,0.5,0.0002005012531328
react-v1,gpt-4.1-mini,gaia-10,10,3.0,7,0,0.3,3.0,54,386806,5920,392726,0.3094448,0.018944,0.3283888,238.58476328849792,0.3,0.0555555555555555,7.638913644627551e-06
react-v1,gpt-4.1-mini,gaia-100,100,37.0,63,0,0.37,37.0,771,7607251,95674,7702925,6.0858008,0.3061568,6.3919576000000005,5088.840530395508,0.37,0.0479896238651102,4.803370148352736e-06
react-v1,gpt-4.1-mini,gpqa-diamond-10,10,5.0,5,0,0.5,5.0,13,33286,3110,36396,0.0266288,0.009952,0.0365808,55.53118968009949,0.5,0.3846153846153846,0.0001373777338169
react-v1,gpt-4.1-mini,gpqa-diamond-100,100,60.0,40,0,0.6,60.0,212,680185,48196,728381,0.5441480000000002,0.1542271999999999,0.6983752,728.1160678863525,0.6,0.2830188679245283,8.237447160208737e-05
react-v1,gpt-4.1-mini,hle-10,10,0.0,10,0,0.0,0.0,25,125769,3397,129166,0.1006152,0.0108704,0.1114856,201.1852366924286,0.0,0.0,0.0
react-v1,gpt-4.1-mini,hle-100,100,12.0,88,0,0.12,12.0,349,2079649,62272,2141921,1.6637192,0.1992704,1.8629896,1758.5439341068268,0.12,0.0343839541547277,5.602447522574362e-06
react-v1,gpt-4.1-mini,mmlu-pro-10,10,8.0,2,0,0.8,8.0,16,39652,1556,41208,0.0317216,0.0049792,0.0367008,25.310635566711422,0.8,0.5,0.0001941370607649
react-v1,gpt-4.1-mini,mmlu-pro-100,100,77.0,23,0,0.77,77.0,172,451777,20482,472259,0.3614215999999999,0.0655424,0.4269640000000001,338.13601541519165,0.77,0.4476744186046512,0.0001630461251135
react-v1,gpt-4.1-mini,simple-qa-10,10,8.0,2,0,0.8,8.0,45,380937,3910,384847,0.3047496,0.012512,0.3172616,675.7141103744507,0.8,0.1777777777777777,2.0787481778473005e-05
react-v1,gpt-4.1-mini,simple-qa-100,100,75.0,25,0,0.75,75.0,443,3443488,38191,3481679,2.7547904000000005,0.1222112,2.8770016,2990.99772977829,0.75,0.16930022573363432,2.1541331064696087e-05
