agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
v1-simple,gpt-4.1-mini,tw-treasure-2,1,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is your task for today. First stop, head west. And then, take the loaf of bread from the chair. And if you do that, you're the winner!",True,1.0,2,20,2,3032,87,3119,0.0024256,0.0002784,0.002704,1762478379.7561622,,105.4277834892273,0.5,0.0003206155819172812,,1762478487.1839457
v1-simple,gpt-4.1-mini,tw-treasure-2,2,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! First, it would be good if you could head south. Then, lift the worm from the floor of the bathroom. Once that's all handled, you can stop!",True,1.0,2,20,2,2921,85,3006,0.0023368,0.00027200000000000005,0.0026088,1762478488.3524282,,2.121466636657715,0.5,0.00033266799733865603,,1762478492.4738948
v1-simple,gpt-4.1-mini,tw-treasure-2,3,"Welcome to TextWorld! Here is how to play! First of all, you could, like, try to travel west. Then, lift the keycard from the floor of the shower. Alright, thanks!",True,1.0,2,20,2,3103,124,3227,0.0024824,0.00039680000000000005,0.0028792,1762478493.6572125,,3.533590078353882,0.5,0.0003098853424233034,,1762478499.1908026
v1-simple,gpt-4.1-mini,tw-treasure-2,4,"It's time to explore the amazing world of TextWorld! Here is how to play! Your first objective is to make an effort to move west. And then, recover the passkey from the floor of the laundromat. That's it!",True,1.0,2,20,2,3094,113,3207,0.0024752000000000003,0.0003616,0.0028368000000000004,1762478500.3227172,,6.316027879714966,0.5,0.0003118178983473651,,1762478508.638745
v1-simple,gpt-4.1-mini,tw-treasure-2,5,"It's time to explore the amazing world of TextWorld! Here is your task for today. First off, make an effort to go to the north. With that over with, recover the keycard from the shelf within the office. Got that? Good!",True,1.0,2,20,2,2969,100,3069,0.0023752,0.00032,0.0026952,1762478509.8055987,,11.984020471572876,0.5,0.00032583903551645487,,1762478523.7896192
v1-simple,gpt-4.1-mini,tw-treasure-2,6,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First stop, try to take a trip north. And then, recover the keycard from the floor of the playroom. That's it!",True,1.0,2,20,2,2957,101,3058,0.0023656000000000003,0.00032320000000000005,0.0026888000000000003,1762478524.9695299,,9.164433717727661,0.5,0.0003270111183780249,,1762478536.1339636
v1-simple,gpt-4.1-mini,tw-treasure-2,7,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is how to play! First of all, you could, like, travel west. Then, retrieve the shoe from the table. Got that? Good!",False,0.0,1,20,2,0,0,0,0.0,0.0,0.0,1762478537.3324308,,125.34102964401245,0.0,0.0,list index out of range,1762478663.6734605
v1-simple,gpt-4.1-mini,tw-treasure-2,8,"It's time to explore the amazing world of TextWorld! Here is how to play! First step, move north. Then, retrieve the whisk from the platter. Once that's all handled, you can stop!",False,0.0,1,20,2,0,0,0,0.0,0.0,0.0,1762478664.862175,,130.30812191963196,0.0,0.0,list index out of range,1762478796.170297
v1-simple,gpt-4.1-mini,tw-treasure-2,9,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! First, it would be great if you could travel north. Then, pick up the keycard from the floor of the sauna. And if you do that, you're the winner!",False,0.0,1,20,2,0,0,0,0.0,0.0,0.0,1762478797.329516,,134.6871681213379,0.0,0.0,list index out of range,1762478933.016684
v1-simple,gpt-4.1-mini,tw-treasure-2,10,"Welcome to TextWorld! Here is your task for today. First stop, go south. And then, pick-up the berry from the floor of the dish-pit. And once you've done that, you win!",False,0.0,1,20,2,0,0,0,0.0,0.0,0.0,1762478934.1907911,,130.46463823318481,0.0,0.0,list index out of range,1762479065.6554294
