agent_name,model_name,eval_name,episode,task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
v0-baseline,gpt-4.1-mini,tw-cooking-1,1,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4368,74,4442,0.0034944000000000004,0.0002368,0.0037312000000000005,1762290790.254776,,2.2086620330810547,0.3333333333333333,0.00022512381809995497,,1762290795.463438
v0-baseline,gpt-4.1-mini,tw-cooking-1,2,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4472,75,4547,0.0035776000000000002,0.00023999999999999998,0.0038176,1762290796.6044018,,1.2179100513458252,0.3333333333333333,0.00021992522542335605,,1762290800.8223119
v0-baseline,gpt-4.1-mini,tw-cooking-1,3,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4440,66,4506,0.0035520000000000005,0.00021120000000000004,0.0037632000000000004,1762290801.9992967,,1.1733176708221436,0.3333333333333333,0.00022192632046160674,,1762290806.1726143
v0-baseline,gpt-4.1-mini,tw-cooking-1,4,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4189,79,4268,0.0033512000000000004,0.0002528,0.0036040000000000004,1762290807.360359,,0.34589147567749023,0.3333333333333333,0.00023430178069353328,,1762290810.7062504
v0-baseline,gpt-4.1-mini,tw-cooking-1,5,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4138,72,4210,0.0033104000000000002,0.00023040000000000002,0.0035408,1762290811.8858957,,1.2565696239471436,0.3333333333333333,0.00023752969121140142,,1762290816.1424654
v0-baseline,gpt-4.1-mini,tw-cooking-1,6,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4725,74,4799,0.0037800000000000004,0.0002368,0.0040168,1762290817.3647385,,1.5424983501434326,0.3333333333333333,0.00020837674515524068,,1762290821.9072368
v0-baseline,gpt-4.1-mini,tw-cooking-1,7,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4130,74,4204,0.003304,0.0002368,0.0035408,1762290823.1054232,,1.7197532653808594,0.3333333333333333,0.0002378686964795433,,1762290827.8251765
v0-baseline,gpt-4.1-mini,tw-cooking-1,8,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4756,75,4831,0.0038048,0.00023999999999999998,0.0040448,1762290829.0429182,,1.576648235321045,0.3333333333333333,0.00020699648105982198,,1762290833.6195664
v0-baseline,gpt-4.1-mini,tw-cooking-1,9,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4245,88,4333,0.0033959999999999997,0.0002816,0.0036775999999999996,1762290834.8403273,,1.824280023574829,0.3333333333333333,0.00023078698361412417,,1762290839.6646073
v0-baseline,gpt-4.1-mini,tw-cooking-1,10,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4556,70,4626,0.0036448,0.000224,0.0038688,1762290840.8758175,,0.3678245544433594,0.3333333333333333,0.00021616947686986597,,1762290844.243642
v0-baseline,gpt-4.1-mini,tw-cooking-1,11,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4635,76,4711,0.0037080000000000004,0.00024320000000000003,0.0039512,1762290845.4305575,,1.3476738929748535,0.3333333333333333,0.00021226915729144556,,1762290849.7782314
v0-baseline,gpt-4.1-mini,tw-cooking-1,12,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4112,72,4184,0.0032896,0.00023040000000000002,0.00352,1762290850.9878006,,1.4031603336334229,0.3333333333333333,0.0002390057361376673,,1762290855.390961
v0-baseline,gpt-4.1-mini,tw-cooking-1,13,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,3,20,4,4431,89,4520,0.0035448000000000003,0.0002848,0.0038296000000000003,1762290856.5745268,,1.5150854587554932,0.3333333333333333,0.00022123893805309734,,1762290861.0896122
v0-baseline,gpt-4.1-mini,tw-cooking-1,14,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6092,116,6208,0.0048736000000000005,0.0003712,0.005244800000000001,1762290862.3080122,,2.174480438232422,0.25,0.00016108247422680412,,1762290868.4824927
v0-baseline,gpt-4.1-mini,tw-cooking-1,15,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6183,119,6302,0.0049464,0.00038080000000000004,0.0053272,1762290869.7043846,,1.2035977840423584,0.25,0.00015867978419549348,,1762290874.9079823
v0-baseline,gpt-4.1-mini,tw-cooking-1,16,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6328,119,6447,0.005062400000000001,0.00038080000000000004,0.0054432000000000005,1762290876.1373572,,2.513805389404297,0.25,0.00015511090429657206,,1762290882.6511626
v0-baseline,gpt-4.1-mini,tw-cooking-1,17,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6622,109,6731,0.0052976,0.0003488,0.0056464,1762290883.8641336,,2.2210874557495117,0.25,0.0001485663348685188,,1762290890.085221
v0-baseline,gpt-4.1-mini,tw-cooking-1,18,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,5,20,5,8585,168,8753,0.006868000000000001,0.0005376,0.007405600000000001,1762290891.3208635,,4.240017890930176,0.2,0.00011424654404204273,,1762290900.5608814
v0-baseline,gpt-4.1-mini,tw-cooking-1,19,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6144,116,6260,0.004915200000000001,0.0003712,0.005286400000000001,1762290901.8050005,,1.4470980167388916,0.25,0.0001597444089456869,,1762290907.2520986
v0-baseline,gpt-4.1-mini,tw-cooking-1,20,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6431,90,6521,0.005144800000000001,0.000288,0.005432800000000001,1762290908.4444263,,1.967712163925171,0.25,0.00015335071308081582,,1762290914.4121385
v0-baseline,gpt-4.1-mini,tw-cooking-1,21,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6064,96,6160,0.0048512,0.00030720000000000004,0.0051584,1762290915.592053,,1.8812885284423828,0.25,0.00016233766233766234,,1762290921.4733415
v0-baseline,gpt-4.1-mini,tw-cooking-1,22,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6330,92,6422,0.005064,0.0002944,0.0053584,1762290922.6755025,,1.9908373355865479,0.25,0.00015571473061351605,,1762290928.6663399
v0-baseline,gpt-4.1-mini,tw-cooking-1,23,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,5,20,5,8658,149,8807,0.006926400000000001,0.0004768,0.007403200000000001,1762290929.9532132,,2.008047342300415,0.2,0.00011354604292040422,,1762290936.9612606
v0-baseline,gpt-4.1-mini,tw-cooking-1,24,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6487,124,6611,0.0051896,0.00039680000000000005,0.0055864,1762290938.23364,,2.5971179008483887,0.25,0.00015126304643775526,,1762290944.8307579
v0-baseline,gpt-4.1-mini,tw-cooking-1,25,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,4,20,5,6878,89,6967,0.005502400000000001,0.0002848,0.005787200000000001,1762290946.0389416,,2.4359781742095947,0.25,0.00014353380221042057,,1762290952.4749198
v0-baseline,gpt-4.1-mini,tw-cooking-1,26,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",True,1.0,5,20,6,8355,121,8476,0.006684,0.00038720000000000003,0.0070712,1762290953.662313,,2.9255893230438232,0.2,0.00011798017932987259,,1762290961.5879023
