step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Welcome to another profound episode of TextWorld! Here is how to play! First thing I need you to do is to try to take a trip south. Next, try to move east. Then, try to go to the south. And then, take a trip west. With that done, try to head north. After that, make an attempt to travel north. And then, go north. Then, move north. That done, go to the north. With that done, move north. After that, move east. With that accomplished, attempt to go north. Then, try to head north. Then, head west. Then, head west. Next, make an attempt to venture north. And then, take a trip north. After that, move east. Following that, attempt to go to the east. With that over with, make an attempt to venture east. And then, travel south. With that done, try to travel south. And then, go to the west. And then, attempt to travel north. Then, try to move north. And then, attempt to move north. Then, move east. With that over with, pick up the coin from the floor of the studio. Got that? Good!",,Cookhouse,"Ah, the cookhouse. This is some kind of cookhouse, really great typical vibes in this place, a wonderful typical atmosphere. And now, well, you're in it.



You don't like doors? Why not try going south, that entranceway is unguarded. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I will start by going south as instructed.,go south,,"You are in a spare room. A standard one.



There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unguarded.",Spare Room,"You are in a spare room. A standard one.



There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
2,,,"Next, I will move east as instructed.",go east,,"You have walked into a workshop. Not the workshop you'd expect. No, this is a workshop.



There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. There is an unblocked exit to the west.",Workshop,"You have walked into a workshop. Not the workshop you'd expect. No, this is a workshop.



There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I will go south as the next step.,go south,,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",Kitchen,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
4,,,I will go east as the next step.,go east,,You can't go that way.,Kitchen,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
5,,,"I cannot go east from the kitchen, so I will try going south next.",go south,,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
6,,,"I should try going east, but since there is no mention of an east exit, I will try going south next.",go south,,You can't go that way.,Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
7,,,"Since I can't go south, I will try going east as instructed.",go east,,You can't go that way.,Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
8,,,"I can't go east either, so I will try going south next.",go south,,You can't go that way.,Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
9,,,"Since I can't go south or east, I will try going west.",go west,,You can't go that way.,Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
10,,,I will try to go north since it is the only unblocked exit.,go north,,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",Kitchen,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
11,,,I should go north through the unguarded entranceway.,go north,,"You have walked into a workshop. Not the workshop you'd expect. No, this is a workshop.



There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. There is an unblocked exit to the west.",Workshop,"You have walked into a workshop. Not the workshop you'd expect. No, this is a workshop.



There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
12,,,I should go east as the next step in the instructions.,go east,,You can't go that way.,Workshop,"You have walked into a workshop. Not the workshop you'd expect. No, this is a workshop.



There is an exit to the north. Don't worry, it is unguarded. There is an exit to the south. Don't worry, it is unguarded. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
13,,,"Since I cannot go east, I will try to go south as the next step in the instructions.",go south,,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",Kitchen,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
14,,,I should go east as the next step in the instructions.,go east,,You can't go that way.,Kitchen,"You've entered a kitchen.



You don't like doors? Why not try going north, that entranceway is unguarded. There is an exit to the south. Don't worry, it is unblocked. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
15,,,"Since I can't go east, I will try going south as the next step in the instructions.",go south,,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
16,,,"Next, I should try to go west as per the instructions.",go west,,You can't go that way.,Stuffed Pantry,"You've entered a stuffed pantry. You begin looking for stuff.



There is an unblocked exit to the north.",You are carrying nothing.,0 of 1,0.0,False,
