step_id,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, try to go to the south. That done, make an effort to travel east. Then, travel south. And then, make an effort to head east. Okay, and then, make an attempt to venture north. After that, take a trip north. Then, take a trip west. Then, make an attempt to travel south. And then, make an effort to venture east. After that, make an effort to venture east. Next, attempt to go to the south. And then, attempt to head east. Then, attempt to move south. Okay, and then, try to go to the east. With that done, venture south. Okay, and then, make an effort to take a trip west. And then, go to the west. Then, try to travel north. Following that, try to go north. Then, try to travel west. With that accomplished, venture north. Once you accomplish that, make an effort to venture north. After that, try to move west. After that, make an effort to move west. Then, make an effort to travel west. And then, try to move south. Then, venture south. And then, move west. And then, venture north. And then, retrieve the coin from the floor of the austere study. Got that? Good!",,Cookery,"You've just walked into a cookery.



There is an unguarded exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
1,I will follow the instructions and first try to go south from the cookery.,go south,,"Welcome to the salon.



There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",Salon,"Welcome to the salon.



There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going north. There is an unguarded exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
2,"Next, I need to travel east from the salon as per the instructions.",go east,,"You arrive in a vault. An usual kind of place.



You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",Vault,"You arrive in a vault. An usual kind of place.



You don't like doors? Why not try going east, that entranceway is unblocked. You need an unblocked exit? You should try going south. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
3,I will now travel south from the vault as instructed.,go south,,"This might come as a shock to you, but you've just come into a kitchenette.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unblocked.",Kitchenette,"This might come as a shock to you, but you've just come into a kitchenette.



There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unblocked. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
4,"Next, I will try to go east from the kitchenette as per the instructions.",go east,,"You are in a scullery. A normal kind of place.



You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",Scullery,"You are in a scullery. A normal kind of place.



You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
5,I will now try to go north from the scullery as instructed.,go north,,"You arrive in a studio. A serious kind of place.



There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",Serious Studio,"You arrive in a studio. A serious kind of place.



There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
6,I will take a trip north from the serious studio as instructed.,go north,,"You find yourself in a studio. A still one. You start to take note of what's in the room.



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",Still Studio,"You find yourself in a studio. A still one. You start to take note of what's in the room.



There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
7,I will now take a trip west from the still studio as instructed.,go west,,"You arrive in a bedroom. An usual kind of place. Okay, just remember what you're here to do, and everything will go great.



There is an unblocked exit to the east. There is an unblocked exit to the south. There is an unblocked exit to the west.",Bedroom,"You arrive in a bedroom. An usual kind of place. Okay, just remember what you're here to do, and everything will go great.



There is an unblocked exit to the east. There is an unblocked exit to the south. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
8,I will now try to go south from the bedroom as instructed.,go south,,"You're now in the attic. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an unblocked exit to the south.",Attic,"You're now in the attic. Okay, just remember what you're here to do, and everything will go great.



You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the north. There is an unblocked exit to the south.",You are carrying nothing.,0 of 1,0.0,False,
9,I will now make an effort to go east from the attic as instructed.,go east,,"You find yourself in an usual kind of place. That is to say, you're in a cubicle.



You need an unblocked exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",Cubicle,"You find yourself in an usual kind of place. That is to say, you're in a cubicle.



You need an unblocked exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
