step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
0,,,,,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First, it would be great if you could make an effort to head west. And then, make an effort to take a trip north. And then, move east. Next, go east. Okay, and then, recover the loaf of bread from the floor of the attic. And once you've done that, you win!",,Bedchamber,"You've just shown up in a bedchamber. I guess you better just go and list everything you see here.

Oh, great. Here's a bookshelf. The bookshelf is ordinary. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the bookshelf.

There is an open portal leading north. You don't like doors? Why not try going east, that entranceway is unguarded. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
1,,,I will go west as the first step of the task.,go west,,"You arrive in a study. A standard one.

You see a cabinet. The cabinet is empty, what a horrible day!

You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north. There is an exit to the west. Don't worry, it is unblocked.",Study,"You arrive in a study. A standard one.

You see a cabinet. The cabinet is empty, what a horrible day!

You don't like doors? Why not try going east, that entranceway is unguarded. You need an unguarded exit? You should try going north. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0 of 1,0.0,False,
2,,,I will go north as the next step of the task.,go north,,"You've just shown up in a cookery. You can barely contain your excitement.

You can make out a closed refrigerator nearby.

You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",Cookery,"You've just shown up in a cookery. You can barely contain your excitement.

You can make out a closed refrigerator nearby.

You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unblocked. There is an exit to the south. Don't worry, it is unguarded. You need an unguarded exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
3,,,I will go east as the next step of the task.,go east,,"You find yourself in a dish-pit. A standard one.

You can see an opened case. What a letdown! The case is empty! You can see a big case. Now why would someone leave that there?

There is an open portal leading south. You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an unguarded exit to the west.",Dish-Pit,"You find yourself in a dish-pit. A standard one.

You can see an opened case. What a letdown! The case is empty! You can see a big case. Now why would someone leave that there?

There is an open portal leading south. You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
4,,,I will go north as the next step of the task.,go north,,"Well, here we are in a canteen. You begin to take stock of what's in the room.

You hear a noise behind you and spin around, but you can't see anything other than a plate. The plate appears to be empty. What's the point of an empty plate? You make out a saucepan. You wonder idly who left that here. However, the saucepan, like an empty saucepan, has nothing on it.

There is an unblocked exit to the east. There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an unguarded exit to the west.",Canteen,"Well, here we are in a canteen. You begin to take stock of what's in the room.

You hear a noise behind you and spin around, but you can't see anything other than a plate. The plate appears to be empty. What's the point of an empty plate? You make out a saucepan. You wonder idly who left that here. However, the saucepan, like an empty saucepan, has nothing on it.

There is an unblocked exit to the east. There is an exit to the north. Don't worry, it is unblocked. You don't like doors? Why not try going south, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
5,,,I will go west as the first step of the task requires heading west.,go west,,"You are in a cookhouse. An ordinary kind of place.

You see a closed refrigerator.

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an unblocked exit to the south. There is an unblocked exit to the west.",Cookhouse,"You are in a cookhouse. An ordinary kind of place.

You see a closed refrigerator.

You need an unblocked exit? You should try going east. There is an unguarded exit to the north. There is an unblocked exit to the south. There is an unblocked exit to the west.",You are carrying nothing.,0 of 1,0.0,False,
6,,,"Next, I should go north as the task instructs to take a trip north after going west.",go north,,"You arrive in an office. A normal one. You begin looking for stuff.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",Office,"You arrive in an office. A normal one. You begin looking for stuff.



You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going south. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
7,,,I should now go east as the task instructs to move east after going north.,go east,,"You have fallen into the most typical of all possible laundry places. Okay, just remember what you're here to do, and everything will go great.

You see an opened box. The box is empty! What a waste of a day! You smell a great smell, and follow it to a counter. Why don't you take a picture of it, it'll last longer! But the thing hasn't got anything on it. You can see a bench. Now why would someone leave that there? However, the bench, like an empty bench, has nothing on it.

There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unblocked exit? You should try going west.",Laundry Place,"You have fallen into the most typical of all possible laundry places. Okay, just remember what you're here to do, and everything will go great.

You see an opened box. The box is empty! What a waste of a day! You smell a great smell, and follow it to a counter. Why don't you take a picture of it, it'll last longer! But the thing hasn't got anything on it. You can see a bench. Now why would someone leave that there? However, the bench, like an empty bench, has nothing on it.

There is an unguarded exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked. You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
8,,,I should go east as the task instructs to move east again.,go east,,"I just think it's great that you've just entered a workshop.

You make out an armchair. The armchair is ordinary. The armchair appears to be empty. Oh! Why couldn't there just be stuff on it?

There is an open gate leading south. There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. You don't like doors? Why not try going west, that entranceway is unguarded.",Workshop,"I just think it's great that you've just entered a workshop.

You make out an armchair. The armchair is ordinary. The armchair appears to be empty. Oh! Why couldn't there just be stuff on it?

There is an open gate leading south. There is an exit to the east. Don't worry, it is unguarded. There is an unblocked exit to the north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0 of 1,0.0,False,
9,,,I should go east again as the task instructs to move east.,go east,,"This might come as a shock to you, but you've just fallen into a steam room.



You need an unblocked exit? You should try going west.",Steam Room,"This might come as a shock to you, but you've just fallen into a steam room.



You need an unblocked exit? You should try going west.",You are carrying nothing.,0 of 1,0.0,False,
