agent_name,model_name,eval_name,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,stop_time
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.4,75,204224,3577,207801,0.1633792,0.0114464,0.1748256,1760995422.8547056,,163.48070812225342,0.005333333333333334,1.9249185518837735e-06,,0,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760995586.3354137
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,1.0,40,79710,2094,81804,0.063768,0.0067008,0.0704688,1760995587.520438,,81.83098030090332,0.025,1.2224341108014278e-05,,1,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760995669.3514183
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.2727272727272727,75,246665,4710,251375,0.197332,0.015072,0.212404,1760995670.605268,,195.72025084495544,0.003636363636363636,1.0849419104018805e-06,,2,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760995866.3255188
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.7142857142857143,49,123216,3263,126479,0.09857280000000002,0.0104416,0.10901440000000001,1760995867.5251167,,99.72668480873108,0.01457725947521866,5.647464909476785e-06,,3,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760995967.2518015
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.4117647058823529,26,43509,1453,44962,0.0348072,0.0046496,0.0394568,1760995968.4209898,,48.68969917297363,0.01583710407239819,9.158060270502935e-06,,4,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996017.110689
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.0,75,206838,3387,210225,0.16547040000000002,0.0108384,0.17630880000000002,1760996018.2770326,,159.78322744369507,0.0,0.0,,5,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996178.06026
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.0,75,207084,3418,210502,0.16566720000000001,0.0109376,0.1766048,1760996179.225724,,159.56253743171692,0.0,0.0,,6,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996338.7882614
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.23529411764705882,75,260381,4770,265151,0.20830479999999998,0.015264,0.22356879999999998,1760996339.945334,,203.45690178871155,0.003137254901960784,8.873966820681756e-07,,7,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996543.4022357
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.058823529411764705,75,210656,3476,214132,0.16852480000000003,0.0111232,0.17964800000000003,1760996544.5744305,,167.2239887714386,0.000784313725490196,2.7470686030936385e-07,,8,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996711.7984192
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.0,75,205417,3523,208940,0.1643336,0.011273600000000002,0.1756072,1760996712.962942,,161.9012689590454,0.0,0.0,,9,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996874.8642108
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.4,40,73717,1869,75586,0.05897360000000001,0.0059808000000000005,0.06495440000000001,1760996876.029271,,74.3677237033844,0.01,5.2919852882808985e-06,,10,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760996950.3969946
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.75,46,98057,2311,100368,0.0784456,0.007395200000000001,0.08584080000000001,1760996951.5459785,,90.73897099494934,0.016304347826086956,7.472501195600192e-06,,11,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760997042.2849495
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.5454545454545454,75,237815,4695,242510,0.190252,0.015024000000000003,0.20527600000000001,1760997043.4125967,,186.72517204284668,0.007272727272727272,2.2492043439633227e-06,,12,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760997230.1377687
react-v1,gpt-4.1-mini,tw-cooking-100,0,,,,,0.21428571428571427,75,290631,5814,296445,0.23250479999999998,0.0186048,0.2511096,1760997231.2968485,,232.4179584980011,0.002857142857142857,7.228515046154069e-07,,13,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",1760997463.714807
